tender_id,category,region,procurement_method,bid_count,median_bid_ratio,mad,relative_spread,coefficient_of_variation,minimum_bid_ratio,maximum_bid_ratio,peer_median,peer_mad,peer_count,robust_z,tightness_percentile,price_evidence,tightness_score
T00147,VEHICLE_SUPPLIES,KA-NORTH,OPEN,6,1.00363,0.00508,0.08067,0.02779,0.99632,1.07728,0.12007000000000001,0.019319999999999997,26,1.3755142817483363,0.19230769230769232,1.3065183117133572,12.396181975951405
T00428,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,4,1.0004,0.01241,0.04892,0.01745,0.97858,1.02752,0.10953,0.024610000000000007,53,1.6611493267727113,0.07547169811320754,1.3024657686644392,20.44153720359771
T01971,FURNITURE,KA-SOUTH,TWO_STAGE,5,0.98776,0.00975,0.02849,0.01184,0.96938,0.99751,0.0966,0.03225,5,1.4244826551302605,0.2,1.2995861241042084,35.1000351000351
T00453,CIVIL_MAINTENANCE,KA-NORTH,OPEN,4,0.98767,0.01256,0.04507,0.01666,0.96898,1.0135,0.103015,0.023669999999999997,62,1.6511773154994216,0.08064516129032258,1.2988668575923081,22.18770800976259
T01840,VEHICLE_SUPPLIES,KA-CENTRAL,LIMITED,3,0.89988,0.00517,0.06015,0.02667,0.8947,0.94883,0.09132,0.011679999999999996,7,1.7999894668566334,0.14285714285714285,1.2952310731425176,16.62510390689942
T00459,BUILDING_CONSTRUCTION,TN-NORTH,OPEN,4,1.02935,0.01405,0.04114,0.01718,1.01406,1.0564,0.091735,0.022385000000000002,10,1.5244967601393042,0.2,1.293372570104478,24.307243558580456
T00696,MEDICAL_SUPPLIES,KA-NORTH,OPEN,3,0.99295,0.00035,0.03152,0.01463,0.9926,1.0239,0.11554500000000001,0.030324999999999998,58,1.8688898949718362,0.06896551724137931,1.2919036081421438,31.725888324873097
T00133,LAB_EQUIPMENT,KA-CENTRAL,OPEN,4,0.96514,0.00613,0.02382,0.00849,0.95306,0.97604,0.08785,0.026139999999999997,29,1.6521669215488293,0.06896551724137931,1.2908493290926564,41.98152812762385
T01366,MEDICAL_SUPPLIES,KA-SOUTH,OPEN,3,0.99208,0.00939,0.04219,0.01821,0.95962,1.00147,0.09937,0.020879999999999996,45,1.8470968212103316,0.08888888888888889,1.290657140066147,23.702299123014935
T02152,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,8,1.01557,0.00502,0.03818,0.01101,1.0082,1.04698,0.09694,0.028469999999999995,61,1.3920996496959868,0.08196721311475409,1.2898085049593984,26.191723415400734
T01608,MEDICAL_SUPPLIES,KA-NORTH,OPEN,3,0.99718,0.00322,0.03122,0.01391,0.99397,1.0251,0.11554500000000001,0.030324999999999998,58,1.8755625158405245,0.05172413793103448,1.2848577691810394,32.03074951953876
T00892,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,4,0.97741,0.01153,0.04576,0.01646,0.95814,1.00287,0.11693,0.029219999999999996,59,1.64283050485795,0.06779661016949153,1.282970336270581,21.853146853146853
T00235,BUILDING_CONSTRUCTION,KA-BENGALURU,OPEN,10,1.00301,0.01321,0.06912,0.01876,0.96175,1.03108,0.11302,0.02312,21,1.2807155856843653,0.14285714285714285,1.2812154556873574,14.467592592592592
T02115,ROAD_CONSTRUCTION,TN-NORTH,LIMITED,5,1.02406,0.01038,0.05171,0.02099,0.98148,1.03444,0.10879,0.03039,3,1.26686188058322,0.3333333333333333,1.2801561711332425,19.338619222587507
T02299,CIVIL_MAINTENANCE,TN-NORTH,LIMITED,4,0.99367,0.0158,0.09227,0.03594,0.97465,1.06633,0.13448000000000002,0.01954999999999999,4,1.4562790259594427,0.25,1.279709269469582,10.837758751490192
T00335,IT_SERVICES,KA-CENTRAL,TWO_STAGE,6,0.98951,0.00365,0.05674,0.01941,0.93952,0.99566,0.10588,0.02327,9,1.4243436149840951,0.1111111111111111,1.2795456050793386,17.624250969333804
T00246,IT_SERVICES,KA-CENTRAL,OPEN,6,1.00473,0.01258,0.04209,0.01464,0.98481,1.02709,0.1033,0.027770000000000003,53,1.486697133149528,0.03773584905660377,1.2703608185051098,23.75861249703017
T02325,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,4,1.02084,0.00686,0.02395,0.00877,1.00707,1.03152,0.10989,0.03468,53,1.671445670975161,0.018867924528301886,1.2677351966275971,41.75365344467641
T00025,VEHICLE_SUPPLIES,KA-NORTH,OPEN,5,1.01047,0.01908,0.0816,0.02779,0.97516,1.05762,0.12007000000000001,0.019319999999999997,26,1.3430465588542766,0.23076923076923078,1.259052631698806,12.254901960784313
T00440,FURNITURE,KA-NORTH,OPEN,4,1.02152,0.00745,0.05751,0.02198,0.9762,1.03495,0.1018,0.020879999999999996,33,1.4307086081043299,0.24242424242424243,1.2548496378964291,17.38828029907842
T00164,MEDICAL_SUPPLIES,KA-SOUTH,LIMITED,3,1.00529,0.00052,0.00289,0.00126,1.0029,1.00581,0.0684,0.024709999999999996,11,1.7881784562246767,0.09090909090909091,1.2527250314225118,346.0207612456747
T01883,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,3,0.98841,0.00188,0.0055,0.00228,0.98485,0.99028,0.1053,0.03636,59,1.851325021885704,0.01694915254237288,1.2455161162853847,181.81818181818184
T00124,BUILDING_CONSTRUCTION,KA-SOUTH,LIMITED,5,0.97977,0.00322,0.01704,0.00751,0.97655,0.99324,0.079565,0.028954999999999995,10,1.456485399284204,0.1,1.2451883194273634,58.68544600938967
T00536,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,4,0.98809,0.00428,0.04955,0.01917,0.97973,1.02869,0.11693,0.029219999999999996,59,1.5553452215445929,0.1016949152542373,1.2427801025991225,20.181634712411707
T02137,MEDICAL_SUPPLIES,KA-NORTH,OPEN,3,1.02669,0.00248,0.03644,0.01682,0.99175,1.02917,0.11554500000000001,0.030324999999999998,58,1.7594589127253446,0.10344827586206896,1.2419381257249424,27.442371020856204
T01624,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,3,1.0227,0.01134,0.03638,0.01515,1.01135,1.04856,0.10933000000000001,0.026665000000000008,64,1.8452691132127363,0.015625,1.2405960754751577,27.487630566245187
T02391,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,6,0.97334,0.00683,0.04931,0.01775,0.96155,1.00954,0.0943,0.022679999999999992,73,1.3379779219070558,0.1506849315068493,1.240552377844921,20.27986209693774
T00305,VEHICLE_SUPPLIES,KA-SOUTH,OPEN,5,1.00209,0.01324,0.05063,0.01733,0.98666,1.0374,0.11184,0.029350000000000015,21,1.4066636929322782,0.14285714285714285,1.2396166686315369,19.751135690302192
T02464,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,3,1.00314,0.01425,0.03688,0.01515,0.9889,1.02589,0.11566,0.02932,70,1.8122913380479593,0.04285714285714286,1.2367656539367349,27.114967462039044
T01669,BUILDING_CONSTRUCTION,KA-BENGALURU,OPEN,9,0.9911,0.02621,0.07357,0.0264,0.94636,1.01928,0.11302,0.02312,21,1.1508936185705743,0.23809523809523808,1.234656761480722,13.59249694168819
T00887,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,3,1.02385,0.01712,0.04551,0.01887,0.99438,1.04097,0.10991999999999999,0.024564999999999997,36,1.7685304220593323,0.08333333333333333,1.2345758369284439,21.973192704900022
T00523,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,6,0.99197,0.01232,0.04916,0.01845,0.97545,1.02422,0.0943,0.022679999999999992,73,1.3424388396284617,0.136986301369863,1.2328542841652705,20.34174125305126
T00740,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,8,0.99161,0.0162,0.05553,0.01869,0.97114,1.02621,0.10933000000000001,0.026665000000000008,64,1.3608701616291323,0.046875,1.2317770164254909,18.008283810552854
T01527,WATER_INFRASTRUCTURE,KA-CENTRAL,TWO_STAGE,3,1.00623,0.01902,0.05218,0.02147,0.98722,1.03972,0.08471,0.014060000000000003,7,1.5605394314206,0.2857142857142857,1.2308358114232572,19.164430816404753
T01692,MEDICAL_SUPPLIES,KA-CENTRAL,OPEN,3,0.98487,0.00485,0.01956,0.00828,0.98002,0.99929,0.09419,0.027749999999999997,53,1.813954788459038,0.018867924528301886,1.2218818086582266,51.124744376278116
T00155,ELECTRICAL_EQUIPMENT,KA-CENTRAL,OPEN,7,0.98632,0.01857,0.05666,0.02084,0.95336,1.00925,0.10079,0.02248,42,1.3240781679582805,0.09523809523809523,1.216556797025465,17.649135192375574
T01008,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,3,1.04354,0.00141,0.04023,0.01889,1.00297,1.04496,0.11693,0.029219999999999996,59,1.7704805356555395,0.05084745762711865,1.214218662188439,24.857071836937607
T01863,CIVIL_MAINTENANCE,KA-NORTH,OPEN,5,1.01289,0.00738,0.05379,0.01764,0.99128,1.04577,0.103015,0.023669999999999997,62,1.4026957175849346,0.11290322580645161,1.212479154713109,18.59081613682841
T02273,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,9,1.01824,0.00751,0.0647,0.02564,0.96205,1.02793,0.10953,0.024610000000000007,53,1.228663988107914,0.1320754716981132,1.2095461864942463,15.45595054095827
T02088,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,4,0.96791,0.01273,0.03299,0.01407,0.95321,0.98515,0.09762,0.027480000000000004,43,1.5863296137180618,0.023255813953488372,1.2071890707536626,30.31221582297666
T00098,CIVIL_MAINTENANCE,KA-BENGALURU,OPEN,5,1.04602,0.01721,0.04003,0.01612,1.02135,1.06323,0.1076,0.03349,14,1.3608641569971196,0.14285714285714285,1.20297703988341,24.981264051961027
T02392,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,4,1.01711,0.0059,0.04926,0.01926,0.97642,1.02652,0.11566,0.02932,70,1.5274961265090699,0.07142857142857142,1.199193523453231,20.300446609825418
T01745,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,5,0.9822,0.00234,0.04943,0.01756,0.97417,1.02272,0.0943,0.022679999999999992,73,1.334409187729931,0.1643835616438356,1.1990341994990132,20.230629172567266
T00681,BUILDING_CONSTRUCTION,KA-NORTH,LIMITED,4,1.01163,0.00246,0.01025,0.00371,1.00758,1.01795,0.08109,0.031305,14,1.5263033190008628,0.07142857142857142,1.1982989178220755,97.5609756097561
T01170,MEDICAL_SUPPLIES,KA-SOUTH,OPEN,6,0.98929,0.00555,0.06036,0.0223,0.98186,1.04158,0.09937,0.020879999999999996,45,1.2601477263976046,0.17777777777777778,1.1982712534794855,16.56726308813784
T02330,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,4,1.03915,0.0022,0.02134,0.00825,1.02125,1.04342,0.1053,0.03636,59,1.557487463301841,0.03389830508474576,1.1935393262899399,46.86035613870665
T01547,LAB_EQUIPMENT,KA-NORTH,LIMITED,4,1.01092,0.00411,0.04097,0.01671,0.97453,1.01595,0.091945,0.024235,6,1.418698843173899,0.16666666666666666,1.1890241323804243,24.408103490358798
T02077,FURNITURE,KA-SOUTH,LIMITED,5,1.00443,0.03654,0.09541,0.03742,0.96789,1.06372,0.10322,0.004300000000000012,4,1.225063449188884,0.25,1.1800507593511074,10.481081647626036
T00046,CIVIL_MAINTENANCE,KA-NORTH,OPEN,6,0.98657,0.0108,0.05846,0.02018,0.96894,1.02661,0.103015,0.023669999999999997,62,1.2696212838394467,0.14516129032258066,1.1789854784683562,17.105713308244955
T01342,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,5,1.05523,0.00198,0.03964,0.01495,1.01754,1.05937,0.09694,0.028469999999999995,61,1.3575103799792383,0.11475409836065574,1.177811582671915,25.22704339051463
T01203,MEDICAL_SUPPLIES,KA-SOUTH,OPEN,9,0.98167,0.01935,0.06458,0.02052,0.95167,1.01507,0.09937,0.020879999999999996,45,1.1238282338213963,0.2,1.176736207841241,15.48467017652524
T01556,BUILDING_CONSTRUCTION,KA-BENGALURU,OPEN,4,0.99309,0.0248,0.06264,0.02742,0.96614,1.02835,0.11302,0.02312,21,1.4697597085826497,0.09523809523809523,1.1737483528655588,15.964240102171136
T00409,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,6,1.01414,0.01234,0.045,0.01554,0.98938,1.03502,0.09762,0.027480000000000004,43,1.291546716290336,0.11627906976744186,1.1731881550481482,22.22222222222222
T00226,CIVIL_MAINTENANCE,KA-NORTH,OPEN,6,1.05602,0.01999,0.05825,0.02055,1.02528,1.08678,0.103015,0.023669999999999997,62,1.2756053590185799,0.12903225806451613,1.1705313475692467,17.167381974248926
T00828,MEDICAL_SUPPLIES,KA-NORTH,LIMITED,4,1.00627,0.01393,0.0552,0.02152,0.9893,1.04485,0.09124,0.019130000000000008,7,1.2707081532428899,0.2857142857142857,1.1673168292178815,18.115942028985508
T00532,CIVIL_MAINTENANCE,AP-SOUTH,OPEN,5,1.00695,0.01613,0.06896,0.02522,0.9556,1.02504,0.1334,0.031560000000000005,13,1.37719215908339,0.07692307692307693,1.1632921888051735,14.501160092807426
T01529,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,5,0.99808,0.00496,0.05984,0.02238,0.94596,1.00569,0.11693,0.029219999999999996,59,1.3178192148705967,0.13559322033898305,1.1627299481676638,16.711229946524064
T01533,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,3,0.9765,0.00335,0.02482,0.01092,0.97315,0.99739,0.09694,0.028469999999999995,61,1.7086151588848633,0.03278688524590164,1.1609346960871767,40.29008863819501
T02011,BUILDING_CONSTRUCTION,AP-SOUTH,OPEN,6,0.98088,0.02898,0.07432,0.02788,0.94485,1.01776,0.10548,0.018425000000000004,4,1.1406855937742582,0.25,1.1589046614785485,13.455328310010765
T01817,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,7,1.03678,0.00816,0.05533,0.01707,1.00677,1.06413,0.0943,0.022679999999999992,73,1.1589464240212928,0.1917808219178082,1.1577662108049438,18.07337791433219
T01708,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,3,1.0324,0.00564,0.02574,0.01113,1.01146,1.03803,0.09694,0.028469999999999995,61,1.6868191807071862,0.04918032786885246,1.1573330057173592,38.85003885003885
T02310,IT_SERVICES,KA-BENGALURU,OPEN,5,1.0228,0.01181,0.05121,0.01767,1.00233,1.0547,0.08701500000000001,0.018524999999999993,14,1.3036513707454525,0.14285714285714285,1.1572068108820763,19.527436047646944
T01014,WATER_INFRASTRUCTURE,KA-SOUTH,LIMITED,4,1.00374,0.00603,0.04888,0.01977,0.96194,1.011,0.09856999999999999,0.023669999999999997,8,1.415946169767301,0.125,1.1557096273254759,20.458265139116204
T01610,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,4,0.99106,0.01393,0.05896,0.02091,0.95963,1.01807,0.10991999999999999,0.024564999999999997,36,1.3992285407257192,0.1388888888888889,1.153588072210956,16.960651289009498
T01085,LAB_EQUIPMENT,KA-CENTRAL,OPEN,4,0.9754,0.01004,0.03369,0.01278,0.9615,0.99436,0.08785,0.026139999999999997,29,1.3974911833684927,0.13793103448275862,1.1515666633884385,29.682398337785695
T00047,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,3,1.01846,0.0233,0.0459,0.01874,0.99501,1.04176,0.11693,0.029219999999999996,59,1.6395988585086438,0.0847457627118644,1.1495630808136723,21.78649237472767
T00192,CIVIL_MAINTENANCE,KA-CENTRAL,LIMITED,4,0.96492,0.01101,0.03622,0.01347,0.94859,0.98354,0.08912,0.02513,19,1.419839282782009,0.10526315789473684,1.1438268305075594,27.609055770292656
T01120,FURNITURE,KA-SOUTH,OPEN,6,1.00284,0.02837,0.07358,0.02814,0.97233,1.04612,0.120115,0.025825000000000008,32,1.215389254297903,0.15625,1.1430327119149193,13.59064963305246
T02179,WATER_INFRASTRUCTURE,KA-BENGALURU,OPEN,4,1.02547,0.00676,0.03096,0.01103,1.00707,1.03882,0.098545,0.03149,14,1.4476169571046582,0.07142857142857142,1.1392841463999221,32.29974160206718
T00623,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,3,0.99388,0.01229,0.03838,0.01607,0.96802,1.00617,0.0943,0.022679999999999992,73,1.663030126540177,0.0410958904109589,1.1360840113007573,26.055237102657635
T01421,ELECTRICAL_EQUIPMENT,KA-SOUTH,OPEN,5,0.98615,0.00429,0.04064,0.01809,0.98186,1.02193,0.09169,0.025990000000000013,43,1.324846220518667,0.09302325581395349,1.1342955810660964,24.606299212598422
T00930,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,5,0.99568,0.00542,0.04275,0.01558,0.99027,1.03283,0.09762,0.027480000000000004,43,1.346772488081542,0.06976744186046512,1.1332319439536056,23.391812865497073
T02211,CIVIL_MAINTENANCE,KA-NORTH,OPEN,5,1.02504,0.00781,0.05917,0.02192,0.9722,1.03285,0.103015,0.023669999999999997,62,1.2493894106147578,0.16129032258064516,1.1285437865563226,16.900456312320433
T00346,CIVIL_MAINTENANCE,KA-NORTH,LIMITED,4,1.0072,0.00561,0.03186,0.01245,0.98237,1.01446,0.07773,0.022829999999999996,7,1.3551857703544208,0.14285714285714285,1.1235321849086728,31.387319522912744
T00008,IT_SERVICES,KA-NORTH,OPEN,4,1.03648,0.01175,0.03939,0.01475,1.01258,1.0534,0.09833,0.02729000000000001,51,1.456741860152089,0.0392156862745098,1.1219681598199491,25.387154100025388
T01211,WATER_INFRASTRUCTURE,KA-BENGALURU,OPEN,7,1.00253,0.00772,0.05078,0.01684,0.96488,1.01579,0.098545,0.03149,14,1.023088317764356,0.2857142857142857,1.121830802981693,19.692792437967704
T00020,ROAD_CONSTRUCTION,KA-NORTH,TWO_STAGE,12,1.00985,0.00803,0.06217,0.01759,0.97288,1.03566,0.1323,0.0464,5,1.0194404517692592,0.2,1.1178204141218209,16.084928422068522
T01045,FURNITURE,KA-SOUTH,OPEN,6,0.998,0.01298,0.07599,0.02408,0.97081,1.04665,0.120115,0.025825000000000008,32,1.1524454893283544,0.1875,1.116621241106962,13.159626266614028
T02121,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,4,1.01655,0.00518,0.03691,0.01475,0.98542,1.02294,0.09694,0.028469999999999995,61,1.4221875760934324,0.06557377049180328,1.1158210099389267,27.0929287455974
T01350,FURNITURE,KA-CENTRAL,OPEN,3,0.96325,0.00282,0.01199,0.00511,0.95452,0.96607,0.09752,0.03523000000000001,35,1.6375019772362522,0.02857142857142857,1.1107156038717874,83.40283569641367
T01073,WATER_INFRASTRUCTURE,KA-NORTH,OPEN,5,1.01402,0.02983,0.07521,0.02774,0.96759,1.04385,0.10822999999999999,0.01692000000000001,42,1.3162934325010138,0.07142857142857142,1.1101776031436683,13.296104241457254
T01479,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,8,0.99821,0.01733,0.05863,0.01917,0.97476,1.03329,0.0943,0.022679999999999992,73,1.0608062341503595,0.2054794520547945,1.1079999754295096,17.056114617090227
T00012,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,7,1.0027,0.01052,0.06994,0.02311,0.94309,1.01322,0.10991999999999999,0.024564999999999997,36,1.0977464100905463,0.19444444444444445,1.1075921610299921,14.29796968830426
T00298,CIVIL_MAINTENANCE,KA-NORTH,OPEN,8,0.95994,0.01685,0.06543,0.02279,0.93997,1.00277,0.103015,0.023669999999999997,62,1.0710069790844035,0.1935483870967742,1.1064859454085305,15.28350909368791
T01385,CIVIL_MAINTENANCE,KA-NORTH,OPEN,9,1.01039,0.00791,0.06675,0.02162,0.97641,1.04385,0.103015,0.023669999999999997,62,1.033392792244137,0.20967741935483872,1.1049512991990895,14.9812734082397
T02099,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,9,1.01963,0.00605,0.06792,0.02621,0.95643,1.02568,0.11566,0.02932,70,1.0982329078244428,0.14285714285714285,1.1031911561614094,14.723203769140166
T02434,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,10,0.98413,0.0066,0.05289,0.01373,0.97172,1.02377,0.09694,0.028469999999999995,61,1.0436009116594318,0.18032786885245902,1.1015359024607017,18.907165815844206
T01214,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,3,1.0071,0.01903,0.04531,0.01863,0.9805,1.02613,0.10933000000000001,0.026665000000000008,64,1.6193849023698337,0.03125,1.100423268246556,22.070183182520413
T02375,ELECTRICAL_EQUIPMENT,KA-CENTRAL,OPEN,6,1.02158,0.02506,0.06116,0.02268,0.98991,1.05239,0.10079,0.02248,42,1.1890599999135885,0.11904761904761904,1.090089682467673,16.350555918901243
T00528,LAB_EQUIPMENT,KA-NORTH,LIMITED,4,1.00463,0.01172,0.05174,0.0194,0.98806,1.04004,0.091945,0.024235,6,1.118956095925583,0.3333333333333333,1.0892170719441872,19.327406262079627
T00980,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,3,0.98358,0.01898,0.04287,0.01755,0.9604,1.00257,0.0943,0.022679999999999992,73,1.5294999894127557,0.0958904109589041,1.0835936002477733,23.326335432703523
T01367,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,4,0.95959,0.00366,0.0407,0.01618,0.9265,0.96555,0.09762,0.027480000000000004,43,1.3970893023801962,0.046511627906976744,1.0827006977153797,24.57002457002457
T01012,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,5,1.0001,0.00367,0.05482,0.02228,0.94894,1.00377,0.0943,0.022679999999999992,73,1.1741135442740733,0.1780821917808219,1.0817565888439162,18.24151769427216
T00657,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,4,1.02516,0.0048,0.05795,0.0235,0.97316,1.03257,0.11566,0.02932,70,1.327587371398169,0.11428571428571428,1.0814048142629125,17.25625539257981
T01877,ELECTRICAL_EQUIPMENT,KA-SOUTH,OPEN,4,1.0001,0.00884,0.03797,0.01358,0.9781,1.01607,0.09169,0.025990000000000013,43,1.3941378837661667,0.046511627906976744,1.0804871337548576,26.336581511719782
T00703,ELECTRICAL_EQUIPMENT,KA-BENGALURU,OPEN,9,1.0179,0.02766,0.06558,0.02417,0.98575,1.0525,0.10288,0.023164999999999998,16,1.086056780853745,0.125,1.07649491631444,15.248551387618177
T00093,VEHICLE_SUPPLIES,KA-CENTRAL,OPEN,7,1.01493,0.00827,0.0388,0.01489,0.98382,1.02319,0.11493,0.04331,31,1.1856149046167905,0.06451612903225806,1.071540885984899,25.77319587628866
T01879,IT_SERVICES,KA-NORTH,OPEN,6,0.98206,0.018,0.05047,0.01801,0.95802,1.00758,0.09833,0.02729000000000001,51,1.1828921857291987,0.09803921568627451,1.0674428345128946,19.813750743015653
T00484,ELECTRICAL_EQUIPMENT,KA-CENTRAL,OPEN,7,0.98118,0.01912,0.06409,0.02086,0.95732,1.0202,0.10079,0.02248,42,1.1011481704978225,0.14285714285714285,1.0662902685899704,15.603058199407085
T01922,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,4,1.0084,0.02072,0.04353,0.02113,0.98763,1.03152,0.09762,0.027480000000000004,43,1.3276275538605906,0.09302325581395349,1.065488107255908,22.97266253158741
T01766,CIVIL_MAINTENANCE,TN-NORTH,OPEN,6,1.01293,0.02412,0.06088,0.02266,0.9789,1.04057,0.11902,0.03328,10,1.1783321140615761,0.1,1.0652767617179801,16.4257555847569
T00829,CIVIL_MAINTENANCE,KA-SOUTH,LIMITED,6,0.98366,0.00288,0.0087,0.00329,0.98048,0.98904,0.07109499999999999,0.03572999999999999,10,1.1778575689208555,0.1,1.0648813074340464,114.9425287356322
T00519,CIVIL_MAINTENANCE,KA-NORTH,OPEN,4,0.99741,0.01096,0.05948,0.02178,0.95777,1.0171,0.103015,0.023669999999999997,62,1.2405557758265136,0.1774193548387097,1.0634813479989176,16.812373907195695
T00420,VEHICLE_SUPPLIES,KA-SOUTH,LIMITED,3,1.03738,0.01675,0.03244,0.01324,1.02063,1.05428,0.09557,0.02983,6,1.4274422274809742,0.16666666666666666,1.062739262765094,30.82614056720099
T00724,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,4,0.96411,0.00425,0.05583,0.02226,0.95777,1.0116,0.10933000000000001,0.026665000000000008,64,1.353281666304063,0.0625,1.0618362497280471,17.911517105498838
T01577,CIVIL_MAINTENANCE,KA-CENTRAL,LIMITED,3,0.99324,0.0146,0.03763,0.01552,0.97047,1.00784,0.08912,0.02513,19,1.3819947952825264,0.21052631578947367,1.061680740714667,26.57454158915759
T02175,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,8,0.98864,0.01814,0.05271,0.01873,0.96345,1.01556,0.09694,0.028469999999999995,61,1.0478653421724555,0.16393442622950818,1.0603247973517183,18.971732119142477
T00891,IT_SERVICES,KA-NORTH,OPEN,5,1.01938,0.00281,0.04794,0.01857,0.97332,1.02219,0.09833,0.02729000000000001,51,1.2454228424340645,0.0784313725490196,1.0590833719864674,20.85940759282436
T02184,MEDICAL_SUPPLIES,KA-SOUTH,OPEN,4,1.03603,0.02131,0.0598,0.02425,1.01056,1.07252,0.09937,0.020879999999999996,45,1.2782375168816513,0.13333333333333333,1.0586781376612384,16.722408026755854
T01266,ROAD_CONSTRUCTION,KA-NORTH,OPEN,3,0.98604,0.02369,0.04806,0.01962,0.96236,1.00974,0.10597000000000001,0.02621499999999999,62,1.489977489272922,0.0967741935483871,1.0578344552142063,20.807324178110697
T00853,BUILDING_CONSTRUCTION,KA-SOUTH,LIMITED,4,0.98139,0.00443,0.02765,0.01092,0.95976,0.9869,0.079565,0.028954999999999995,10,1.2093312995416143,0.2,1.0569984746562107,36.16636528028933
