vendor_id,evidence_family,evidence_strength,family_weight,context_adjustment,adjusted_strength,explanation
V0193,cooccurrence,1.0,1.0,0.62,0.62,3 shared tenders; 36.35x expected contextual co-occurrence
V0140,cooccurrence,1.0,1.0,0.612,0.612,3 shared tenders; 17.26x expected contextual co-occurrence
V0146,cooccurrence,1.0,1.0,0.612,0.612,3 shared tenders; 17.26x expected contextual co-occurrence
V0136,cooccurrence,1.0,1.0,0.62,0.62,4 shared tenders; 17.23x expected contextual co-occurrence
V0265,cooccurrence,1.0,1.0,0.62,0.62,4 shared tenders; 17.23x expected contextual co-occurrence
V0314,cooccurrence,1.0,1.0,0.627,0.627,3 shared tenders; 17.23x expected contextual co-occurrence
V0459,cooccurrence,1.0,1.0,0.627,0.627,3 shared tenders; 17.23x expected contextual co-occurrence
V0204,cooccurrence,1.0,1.0,0.633,0.633,5 shared tenders; 17.20x expected contextual co-occurrence
V0243,cooccurrence,1.0,1.0,0.633,0.633,5 shared tenders; 17.20x expected contextual co-occurrence
V0070,cooccurrence,1.0,1.0,0.662,0.662,3 shared tenders; 17.19x expected contextual co-occurrence
V0315,cooccurrence,1.0,1.0,0.662,0.662,3 shared tenders; 17.19x expected contextual co-occurrence
V0138,cooccurrence,1.0,1.0,0.617,0.617,3 shared tenders; 17.15x expected contextual co-occurrence
V0457,cooccurrence,1.0,1.0,0.617,0.617,3 shared tenders; 17.15x expected contextual co-occurrence
V0090,cooccurrence,1.0,1.0,0.681,0.681,4 shared tenders; 17.07x expected contextual co-occurrence
V0439,cooccurrence,1.0,1.0,0.681,0.681,4 shared tenders; 17.07x expected contextual co-occurrence
V0497,cooccurrence,1.0,1.0,0.654,0.654,3 shared tenders; 17.04x expected contextual co-occurrence
V0539,cooccurrence,1.0,1.0,0.654,0.654,3 shared tenders; 17.04x expected contextual co-occurrence
V0265,cooccurrence,1.0,1.0,0.612,0.612,3 shared tenders; 17.01x expected contextual co-occurrence
V0505,cooccurrence,1.0,1.0,0.612,0.612,3 shared tenders; 17.01x expected contextual co-occurrence
V0080,cooccurrence,1.0,1.0,0.606,0.606,7 shared tenders; 17.00x expected contextual co-occurrence
V0321,cooccurrence,1.0,1.0,0.606,0.606,7 shared tenders; 17.00x expected contextual co-occurrence
V0324,cooccurrence,1.0,1.0,0.648,0.648,3 shared tenders; 16.98x expected contextual co-occurrence
V0386,cooccurrence,1.0,1.0,0.648,0.648,3 shared tenders; 16.98x expected contextual co-occurrence
V0112,cooccurrence,1.0,1.0,0.637,0.637,4 shared tenders; 16.98x expected contextual co-occurrence
V0360,cooccurrence,1.0,1.0,0.637,0.637,4 shared tenders; 16.98x expected contextual co-occurrence
V0202,cooccurrence,1.0,1.0,0.55,0.55,4 shared tenders; 16.98x expected contextual co-occurrence
V0331,cooccurrence,1.0,1.0,0.55,0.55,4 shared tenders; 16.98x expected contextual co-occurrence
V0049,cooccurrence,1.0,1.0,0.613,0.613,3 shared tenders; 16.90x expected contextual co-occurrence
V0343,cooccurrence,1.0,1.0,0.613,0.613,3 shared tenders; 16.90x expected contextual co-occurrence
V0401,cooccurrence,1.0,1.0,0.647,0.647,5 shared tenders; 16.84x expected contextual co-occurrence
V0478,cooccurrence,1.0,1.0,0.647,0.647,5 shared tenders; 16.84x expected contextual co-occurrence
V0145,cooccurrence,1.0,1.0,0.654,0.654,5 shared tenders; 16.82x expected contextual co-occurrence
V0303,cooccurrence,1.0,1.0,0.654,0.654,5 shared tenders; 16.82x expected contextual co-occurrence
V0033,cooccurrence,1.0,1.0,0.572,0.572,5 shared tenders; 16.81x expected contextual co-occurrence
V0096,cooccurrence,1.0,1.0,0.572,0.572,5 shared tenders; 16.81x expected contextual co-occurrence
V0395,cooccurrence,1.0,1.0,0.625,0.625,5 shared tenders; 16.68x expected contextual co-occurrence
V0505,cooccurrence,1.0,1.0,0.625,0.625,5 shared tenders; 16.68x expected contextual co-occurrence
V0071,cooccurrence,1.0,1.0,0.69,0.69,20 shared tenders; 16.68x expected contextual co-occurrence
V0073,cooccurrence,1.0,1.0,0.69,0.69,20 shared tenders; 16.68x expected contextual co-occurrence
V0047,cooccurrence,1.0,1.0,0.596,0.596,8 shared tenders; 16.68x expected contextual co-occurrence
V0177,cooccurrence,1.0,1.0,0.596,0.596,8 shared tenders; 16.68x expected contextual co-occurrence
V0189,cooccurrence,1.0,1.0,0.6,0.6,3 shared tenders; 16.67x expected contextual co-occurrence
V0326,cooccurrence,1.0,1.0,0.6,0.6,3 shared tenders; 16.67x expected contextual co-occurrence
V0083,cooccurrence,1.0,1.0,0.622,0.622,3 shared tenders; 16.66x expected contextual co-occurrence
V0406,cooccurrence,1.0,1.0,0.622,0.622,3 shared tenders; 16.66x expected contextual co-occurrence
V0231,cooccurrence,1.0,1.0,0.621,0.621,5 shared tenders; 16.58x expected contextual co-occurrence
V0539,cooccurrence,1.0,1.0,0.621,0.621,5 shared tenders; 16.58x expected contextual co-occurrence
V0251,cooccurrence,1.0,1.0,0.655,0.655,5 shared tenders; 16.57x expected contextual co-occurrence
V0496,cooccurrence,1.0,1.0,0.655,0.655,5 shared tenders; 16.57x expected contextual co-occurrence
V0181,cooccurrence,1.0,1.0,0.649,0.649,3 shared tenders; 16.56x expected contextual co-occurrence
V0459,cooccurrence,1.0,1.0,0.649,0.649,3 shared tenders; 16.56x expected contextual co-occurrence
V0008,cooccurrence,1.0,1.0,0.617,0.617,4 shared tenders; 16.51x expected contextual co-occurrence
V0514,cooccurrence,1.0,1.0,0.617,0.617,4 shared tenders; 16.51x expected contextual co-occurrence
V0217,cooccurrence,1.0,1.0,0.623,0.623,4 shared tenders; 16.40x expected contextual co-occurrence
V0328,cooccurrence,1.0,1.0,0.623,0.623,4 shared tenders; 16.40x expected contextual co-occurrence
V0049,cooccurrence,1.0,1.0,0.631,0.631,3 shared tenders; 16.38x expected contextual co-occurrence
V0486,cooccurrence,1.0,1.0,0.631,0.631,3 shared tenders; 16.38x expected contextual co-occurrence
V0300,cooccurrence,1.0,1.0,0.55,0.55,3 shared tenders; 16.37x expected contextual co-occurrence
V0487,cooccurrence,1.0,1.0,0.55,0.55,3 shared tenders; 16.37x expected contextual co-occurrence
V0350,cooccurrence,1.0,1.0,0.622,0.622,3 shared tenders; 16.37x expected contextual co-occurrence
V0439,cooccurrence,1.0,1.0,0.622,0.622,3 shared tenders; 16.37x expected contextual co-occurrence
V0300,cooccurrence,1.0,1.0,0.64,0.64,3 shared tenders; 16.33x expected contextual co-occurrence
V0476,cooccurrence,1.0,1.0,0.64,0.64,3 shared tenders; 16.33x expected contextual co-occurrence
V0217,cooccurrence,1.0,1.0,0.66,0.66,3 shared tenders; 16.28x expected contextual co-occurrence
V0282,cooccurrence,1.0,1.0,0.66,0.66,3 shared tenders; 16.28x expected contextual co-occurrence
V0077,cooccurrence,1.0,1.0,0.667,0.667,3 shared tenders; 16.24x expected contextual co-occurrence
V0192,cooccurrence,1.0,1.0,0.667,0.667,3 shared tenders; 16.24x expected contextual co-occurrence
V0145,cooccurrence,1.0,1.0,0.662,0.662,3 shared tenders; 16.24x expected contextual co-occurrence
V0375,cooccurrence,1.0,1.0,0.662,0.662,3 shared tenders; 16.24x expected contextual co-occurrence
V0148,cooccurrence,1.0,1.0,0.635,0.635,3 shared tenders; 16.21x expected contextual co-occurrence
V0165,cooccurrence,1.0,1.0,0.635,0.635,3 shared tenders; 16.21x expected contextual co-occurrence
V0175,cooccurrence,1.0,1.0,0.617,0.617,3 shared tenders; 16.19x expected contextual co-occurrence
V0503,cooccurrence,1.0,1.0,0.617,0.617,3 shared tenders; 16.19x expected contextual co-occurrence
V0035,cooccurrence,1.0,1.0,0.62,0.62,5 shared tenders; 16.15x expected contextual co-occurrence
V0214,cooccurrence,1.0,1.0,0.62,0.62,5 shared tenders; 16.15x expected contextual co-occurrence
V0217,cooccurrence,1.0,1.0,0.61,0.61,3 shared tenders; 16.05x expected contextual co-occurrence
V0221,cooccurrence,1.0,1.0,0.61,0.61,3 shared tenders; 16.05x expected contextual co-occurrence
V0270,cooccurrence,1.0,1.0,0.55,0.55,5 shared tenders; 15.91x expected contextual co-occurrence
V0347,cooccurrence,1.0,1.0,0.55,0.55,5 shared tenders; 15.91x expected contextual co-occurrence
V0443,cooccurrence,1.0,1.0,0.576,0.576,4 shared tenders; 15.88x expected contextual co-occurrence
V0464,cooccurrence,1.0,1.0,0.576,0.576,4 shared tenders; 15.88x expected contextual co-occurrence
V0164,cooccurrence,1.0,1.0,0.64,0.64,5 shared tenders; 15.87x expected contextual co-occurrence
V0540,cooccurrence,1.0,1.0,0.64,0.64,5 shared tenders; 15.87x expected contextual co-occurrence
V0267,cooccurrence,1.0,1.0,0.61,0.61,3 shared tenders; 15.83x expected contextual co-occurrence
V0411,cooccurrence,1.0,1.0,0.61,0.61,3 shared tenders; 15.83x expected contextual co-occurrence
V0067,cooccurrence,1.0,1.0,0.61,0.61,3 shared tenders; 15.83x expected contextual co-occurrence
V0094,cooccurrence,1.0,1.0,0.61,0.61,3 shared tenders; 15.83x expected contextual co-occurrence
V0511,cooccurrence,1.0,1.0,0.607,0.607,3 shared tenders; 15.81x expected contextual co-occurrence
V0542,cooccurrence,1.0,1.0,0.607,0.607,3 shared tenders; 15.81x expected contextual co-occurrence
V0092,cooccurrence,1.0,1.0,0.633,0.633,4 shared tenders; 15.81x expected contextual co-occurrence
V0211,cooccurrence,1.0,1.0,0.633,0.633,4 shared tenders; 15.81x expected contextual co-occurrence
V0324,cooccurrence,1.0,1.0,0.603,0.603,3 shared tenders; 15.81x expected contextual co-occurrence
V0339,cooccurrence,1.0,1.0,0.603,0.603,3 shared tenders; 15.81x expected contextual co-occurrence
V0094,cooccurrence,1.0,1.0,0.589,0.589,4 shared tenders; 15.76x expected contextual co-occurrence
V0386,cooccurrence,1.0,1.0,0.589,0.589,4 shared tenders; 15.76x expected contextual co-occurrence
V0148,cooccurrence,1.0,1.0,0.661,0.661,3 shared tenders; 15.75x expected contextual co-occurrence
V0491,cooccurrence,1.0,1.0,0.661,0.661,3 shared tenders; 15.75x expected contextual co-occurrence
V0090,cooccurrence,1.0,1.0,0.66,0.66,3 shared tenders; 15.70x expected contextual co-occurrence
V0350,cooccurrence,1.0,1.0,0.66,0.66,3 shared tenders; 15.70x expected contextual co-occurrence
V0096,cooccurrence,1.0,1.0,0.64,0.64,4 shared tenders; 15.69x expected contextual co-occurrence
V0164,cooccurrence,1.0,1.0,0.64,0.64,4 shared tenders; 15.69x expected contextual co-occurrence
V0234,cooccurrence,1.0,1.0,0.615,0.615,3 shared tenders; 15.68x expected contextual co-occurrence
V0471,cooccurrence,1.0,1.0,0.615,0.615,3 shared tenders; 15.68x expected contextual co-occurrence
V0213,cooccurrence,1.0,1.0,0.624,0.624,4 shared tenders; 15.65x expected contextual co-occurrence
V0501,cooccurrence,1.0,1.0,0.624,0.624,4 shared tenders; 15.65x expected contextual co-occurrence
V0104,cooccurrence,1.0,1.0,0.6,0.6,3 shared tenders; 15.64x expected contextual co-occurrence
V0505,cooccurrence,1.0,1.0,0.6,0.6,3 shared tenders; 15.64x expected contextual co-occurrence
V0152,cooccurrence,1.0,1.0,0.662,0.662,4 shared tenders; 15.59x expected contextual co-occurrence
V0315,cooccurrence,1.0,1.0,0.662,0.662,4 shared tenders; 15.59x expected contextual co-occurrence
V0076,cooccurrence,1.0,1.0,0.616,0.616,4 shared tenders; 15.56x expected contextual co-occurrence
V0138,cooccurrence,1.0,1.0,0.616,0.616,4 shared tenders; 15.56x expected contextual co-occurrence
V0334,cooccurrence,1.0,1.0,0.653,0.653,4 shared tenders; 15.54x expected contextual co-occurrence
V0459,cooccurrence,1.0,1.0,0.653,0.653,4 shared tenders; 15.54x expected contextual co-occurrence
V0098,cooccurrence,1.0,1.0,0.646,0.646,4 shared tenders; 15.53x expected contextual co-occurrence
V0367,cooccurrence,1.0,1.0,0.646,0.646,4 shared tenders; 15.53x expected contextual co-occurrence
V0206,cooccurrence,1.0,1.0,0.645,0.645,3 shared tenders; 15.51x expected contextual co-occurrence
V0468,cooccurrence,1.0,1.0,0.645,0.645,3 shared tenders; 15.51x expected contextual co-occurrence
V0200,cooccurrence,1.0,1.0,0.65,0.65,4 shared tenders; 15.48x expected contextual co-occurrence
V0471,cooccurrence,1.0,1.0,0.65,0.65,4 shared tenders; 15.48x expected contextual co-occurrence
V0234,cooccurrence,1.0,1.0,0.649,0.649,3 shared tenders; 15.45x expected contextual co-occurrence
V0265,cooccurrence,1.0,1.0,0.649,0.649,3 shared tenders; 15.45x expected contextual co-occurrence
V0503,cooccurrence,1.0,1.0,0.615,0.615,3 shared tenders; 15.42x expected contextual co-occurrence
V0549,cooccurrence,1.0,1.0,0.615,0.615,3 shared tenders; 15.42x expected contextual co-occurrence
V0035,cooccurrence,1.0,1.0,0.629,0.629,4 shared tenders; 15.42x expected contextual co-occurrence
V0545,cooccurrence,1.0,1.0,0.629,0.629,4 shared tenders; 15.42x expected contextual co-occurrence
V0087,cooccurrence,1.0,1.0,0.631,0.631,3 shared tenders; 15.37x expected contextual co-occurrence
V0181,cooccurrence,1.0,1.0,0.631,0.631,3 shared tenders; 15.37x expected contextual co-occurrence
V0232,cooccurrence,1.0,1.0,0.676,0.676,4 shared tenders; 15.36x expected contextual co-occurrence
V0243,cooccurrence,1.0,1.0,0.676,0.676,4 shared tenders; 15.36x expected contextual co-occurrence
V0192,cooccurrence,1.0,1.0,0.573,0.573,4 shared tenders; 15.33x expected contextual co-occurrence
V0341,cooccurrence,1.0,1.0,0.573,0.573,4 shared tenders; 15.33x expected contextual co-occurrence
V0030,cooccurrence,1.0,1.0,0.64,0.64,5 shared tenders; 15.32x expected contextual co-occurrence
V0494,cooccurrence,1.0,1.0,0.64,0.64,5 shared tenders; 15.32x expected contextual co-occurrence
V0077,cooccurrence,1.0,1.0,0.656,0.656,3 shared tenders; 15.29x expected contextual co-occurrence
V0431,cooccurrence,1.0,1.0,0.656,0.656,3 shared tenders; 15.29x expected contextual co-occurrence
V0465,cooccurrence,1.0,1.0,0.55,0.55,3 shared tenders; 15.28x expected contextual co-occurrence
V0527,cooccurrence,1.0,1.0,0.55,0.55,3 shared tenders; 15.28x expected contextual co-occurrence
V0329,cooccurrence,1.0,1.0,0.55,0.55,6 shared tenders; 15.28x expected contextual co-occurrence
V0406,cooccurrence,1.0,1.0,0.55,0.55,6 shared tenders; 15.28x expected contextual co-occurrence
V0202,cooccurrence,1.0,1.0,0.55,0.55,3 shared tenders; 15.28x expected contextual co-occurrence
V0491,cooccurrence,1.0,1.0,0.55,0.55,3 shared tenders; 15.28x expected contextual co-occurrence
V0165,cooccurrence,1.0,1.0,0.626,0.626,3 shared tenders; 15.24x expected contextual co-occurrence
V0536,cooccurrence,1.0,1.0,0.626,0.626,3 shared tenders; 15.24x expected contextual co-occurrence
V0049,cooccurrence,1.0,1.0,0.586,0.586,3 shared tenders; 15.21x expected contextual co-occurrence
V0354,cooccurrence,1.0,1.0,0.586,0.586,3 shared tenders; 15.21x expected contextual co-occurrence
V0406,cooccurrence,1.0,1.0,0.608,0.608,3 shared tenders; 15.20x expected contextual co-occurrence
V0491,cooccurrence,1.0,1.0,0.608,0.608,3 shared tenders; 15.20x expected contextual co-occurrence
V0083,cooccurrence,1.0,1.0,0.595,0.595,3 shared tenders; 15.18x expected contextual co-occurrence
V0286,cooccurrence,1.0,1.0,0.595,0.595,3 shared tenders; 15.18x expected contextual co-occurrence
V0090,cooccurrence,1.0,1.0,0.637,0.637,4 shared tenders; 15.17x expected contextual co-occurrence
V0447,cooccurrence,1.0,1.0,0.637,0.637,4 shared tenders; 15.17x expected contextual co-occurrence
V0008,cooccurrence,1.0,1.0,0.55,0.55,3 shared tenders; 15.17x expected contextual co-occurrence
V0085,cooccurrence,1.0,1.0,0.55,0.55,3 shared tenders; 15.17x expected contextual co-occurrence
V0354,cooccurrence,1.0,1.0,0.55,0.55,3 shared tenders; 15.17x expected contextual co-occurrence
V0490,cooccurrence,1.0,1.0,0.55,0.55,3 shared tenders; 15.17x expected contextual co-occurrence
V0049,cooccurrence,1.0,1.0,0.55,0.55,3 shared tenders; 15.17x expected contextual co-occurrence
V0490,cooccurrence,1.0,1.0,0.55,0.55,3 shared tenders; 15.17x expected contextual co-occurrence
V0067,cooccurrence,1.0,1.0,0.55,0.55,3 shared tenders; 15.17x expected contextual co-occurrence
V0194,cooccurrence,1.0,1.0,0.55,0.55,3 shared tenders; 15.17x expected contextual co-occurrence
V0282,cooccurrence,1.0,1.0,0.55,0.55,3 shared tenders; 15.17x expected contextual co-occurrence
V0375,cooccurrence,1.0,1.0,0.55,0.55,3 shared tenders; 15.17x expected contextual co-occurrence
V0141,cooccurrence,1.0,1.0,0.679,0.679,4 shared tenders; 15.16x expected contextual co-occurrence
V0343,cooccurrence,1.0,1.0,0.679,0.679,4 shared tenders; 15.16x expected contextual co-occurrence
V0194,cooccurrence,1.0,1.0,0.655,0.655,4 shared tenders; 15.15x expected contextual co-occurrence
V0376,cooccurrence,1.0,1.0,0.655,0.655,4 shared tenders; 15.15x expected contextual co-occurrence
V0130,cooccurrence,1.0,1.0,0.653,0.653,4 shared tenders; 15.11x expected contextual co-occurrence
V0296,cooccurrence,1.0,1.0,0.653,0.653,4 shared tenders; 15.11x expected contextual co-occurrence
V0106,cooccurrence,1.0,1.0,0.55,0.55,3 shared tenders; 15.11x expected contextual co-occurrence
V0408,cooccurrence,1.0,1.0,0.55,0.55,3 shared tenders; 15.11x expected contextual co-occurrence
V0214,cooccurrence,1.0,1.0,0.604,0.604,4 shared tenders; 15.10x expected contextual co-occurrence
V0334,cooccurrence,1.0,1.0,0.604,0.604,4 shared tenders; 15.10x expected contextual co-occurrence
V0429,cooccurrence,1.0,1.0,0.583,0.583,7 shared tenders; 15.09x expected contextual co-occurrence
V0496,cooccurrence,1.0,1.0,0.583,0.583,7 shared tenders; 15.09x expected contextual co-occurrence
V0456,cooccurrence,1.0,1.0,0.624,0.624,4 shared tenders; 15.08x expected contextual co-occurrence
V0549,cooccurrence,1.0,1.0,0.624,0.624,4 shared tenders; 15.08x expected contextual co-occurrence
V0191,cooccurrence,1.0,1.0,0.583,0.583,5 shared tenders; 15.06x expected contextual co-occurrence
V0339,cooccurrence,1.0,1.0,0.583,0.583,5 shared tenders; 15.06x expected contextual co-occurrence
V0420,cooccurrence,1.0,1.0,0.617,0.617,3 shared tenders; 15.04x expected contextual co-occurrence
V0471,cooccurrence,1.0,1.0,0.617,0.617,3 shared tenders; 15.04x expected contextual co-occurrence
V0092,cooccurrence,1.0,1.0,0.601,0.601,3 shared tenders; 15.04x expected contextual co-occurrence
V0203,cooccurrence,1.0,1.0,0.601,0.601,3 shared tenders; 15.04x expected contextual co-occurrence
V0456,cooccurrence,1.0,1.0,0.612,0.612,3 shared tenders; 15.01x expected contextual co-occurrence
V0521,cooccurrence,1.0,1.0,0.612,0.612,3 shared tenders; 15.01x expected contextual co-occurrence
V0117,cooccurrence,1.0,1.0,0.6,0.6,3 shared tenders; 15.00x expected contextual co-occurrence
V0457,cooccurrence,1.0,1.0,0.6,0.6,3 shared tenders; 15.00x expected contextual co-occurrence
V0090,cooccurrence,1.0,1.0,0.579,0.579,5 shared tenders; 14.99x expected contextual co-occurrence
V0431,cooccurrence,1.0,1.0,0.579,0.579,5 shared tenders; 14.99x expected contextual co-occurrence
V0251,cooccurrence,1.0,1.0,0.608,0.608,3 shared tenders; 14.99x expected contextual co-occurrence
V0401,cooccurrence,1.0,1.0,0.608,0.608,3 shared tenders; 14.99x expected contextual co-occurrence
V0351,cooccurrence,1.0,1.0,0.637,0.637,4 shared tenders; 14.98x expected contextual co-occurrence
V0499,cooccurrence,1.0,1.0,0.637,0.637,4 shared tenders; 14.98x expected contextual co-occurrence
V0498,cooccurrence,1.0,1.0,0.626,0.626,4 shared tenders; 14.98x expected contextual co-occurrence
V0538,cooccurrence,1.0,1.0,0.626,0.626,4 shared tenders; 14.98x expected contextual co-occurrence
V0141,cooccurrence,1.0,1.0,0.613,0.613,3 shared tenders; 14.93x expected contextual co-occurrence
V0147,cooccurrence,1.0,1.0,0.613,0.613,3 shared tenders; 14.93x expected contextual co-occurrence
V0514,cooccurrence,1.0,1.0,0.654,0.654,3 shared tenders; 14.87x expected contextual co-occurrence
V0527,cooccurrence,1.0,1.0,0.654,0.654,3 shared tenders; 14.87x expected contextual co-occurrence
