vendor_a,vendor_b,observed_shared_tenders,vendor_a_tenders,vendor_b_tenders,expected_shared_tenders,enrichment_ratio,p_value,surprise_score
V0327,V0523,7,51,34,0.694,10.092,3.405112022952933e-06,5.468
V0141,V0204,5,28,23,0.258,19.41,3.5506739888229503e-06,5.45
V0356,V0517,5,23,28,0.258,19.41,3.5506739888229503e-06,5.45
V0022,V0329,5,24,27,0.259,19.29,3.67922549946437e-06,5.434
V0329,V0529,5,27,24,0.259,19.29,3.67922549946437e-06,5.434
V0154,V0199,5,24,27,0.259,19.29,3.67922549946437e-06,5.434
V0154,V0292,5,24,27,0.259,19.29,3.67922549946437e-06,5.434
V0329,V0475,5,27,24,0.259,19.29,3.67922549946437e-06,5.434
V0240,V0469,5,21,31,0.26,19.201,3.7096816706683586e-06,5.431
V0079,V0344,6,30,38,0.456,13.158,3.7283843244984726e-06,5.428
V0384,V0513,8,45,55,0.99,8.081,3.7459282691385796e-06,5.426
V0041,V0223,7,39,45,0.702,9.972,3.7787787698407455e-06,5.423
V0026,V0407,7,44,40,0.704,9.943,3.8610247766965e-06,5.413
V0278,V0379,6,22,53,0.466,12.864,3.9163231365202935e-06,5.407
V0220,V0418,5,37,18,0.266,18.769,4.006857647227855e-06,5.397
V0055,V0548,4,16,19,0.122,32.895,4.100295091777223e-06,5.387
V0263,V0492,5,49,14,0.274,18.222,4.122495677324978e-06,5.385
V0358,V0487,4,17,18,0.122,32.68,4.230380397926571e-06,5.374
V0129,V0344,7,47,38,0.714,9.798,4.26046395596758e-06,5.371
V0494,V0549,5,29,23,0.267,18.741,4.264504527813304e-06,5.37
V0239,V0397,4,13,24,0.125,32.051,4.415982816366721e-06,5.355
V0022,V0141,5,24,28,0.269,18.601,4.450534563312882e-06,5.352
V0262,V0395,5,26,26,0.27,18.491,4.603871179633413e-06,5.337
V0093,V0211,5,34,20,0.272,18.382,4.599117314377398e-06,5.337
V0127,V0195,7,43,42,0.722,9.69,4.6337096042887975e-06,5.334
V0304,V0345,6,44,27,0.475,12.626,4.7030205962666674e-06,5.328
V0073,V0089,5,44,16,0.282,17.756,5.066521001946436e-06,5.295
V0063,V0256,6,30,40,0.48,12.5,5.098213097104674e-06,5.293
V0104,V0447,4,16,20,0.128,31.25,5.10560519124972e-06,5.292
V0014,V0309,8,46,56,1.03,7.764,5.130087200987088e-06,5.29
V0356,V0550,4,23,14,0.129,31.056,5.135457951638734e-06,5.289
V0202,V0331,4,18,18,0.13,30.864,5.4146087379959604e-06,5.266
V0215,V0266,6,51,24,0.49,12.255,5.4321537964760596e-06,5.265
V0002,V0309,6,22,56,0.493,12.175,5.446917619641452e-06,5.264
V0074,V0081,5,28,25,0.28,17.857,5.52033649670083e-06,5.258
V0294,V0335,6,32,38,0.486,12.336,5.565283776773545e-06,5.255
V0289,V0429,5,27,26,0.281,17.806,5.610460675243648e-06,5.251
V0132,V0219,8,58,45,1.044,7.663,5.6647484183068684e-06,5.247
V0178,V0291,7,49,38,0.745,9.398,5.6923518519324976e-06,5.245
V0265,V0538,4,15,22,0.132,30.303,5.770157470295633e-06,5.239
V0350,V0538,4,15,22,0.132,30.303,5.770157470295633e-06,5.239
V0313,V0438,6,28,44,0.493,12.175,5.907383981262168e-06,5.229
V0352,V0473,5,38,19,0.289,17.313,6.165689074991524e-06,5.21
V0361,V0468,4,13,26,0.135,29.586,6.177014692232871e-06,5.209
V0014,V0504,7,46,41,0.754,9.279,6.265254445881554e-06,5.203
V0400,V0510,5,24,30,0.288,17.361,6.371329386380377e-06,5.196
V0223,V0460,7,45,42,0.756,9.259,6.365228836109656e-06,5.196
V0158,V0419,7,34,56,0.762,9.191,6.501069441475883e-06,5.187
V0007,V0082,6,39,32,0.499,12.019,6.5180887925479e-06,5.186
V0008,V0214,4,17,20,0.136,29.412,6.6422739175584785e-06,5.178
V0328,V0375,4,20,17,0.136,29.412,6.6422739175584785e-06,5.178
V0383,V0502,7,36,53,0.763,9.172,6.67945785196918e-06,5.175
V0014,V0132,8,46,58,1.067,7.496,6.7344973570328404e-06,5.172
V0236,V0530,4,12,29,0.139,28.736,6.789379361926916e-06,5.168
V0264,V0498,4,18,19,0.137,29.24,6.827667018394632e-06,5.166
V0370,V0523,6,37,34,0.503,11.924,6.869244383030538e-06,5.163
V0071,V0089,5,47,16,0.301,16.622,7.0769096866011255e-06,5.15
V0249,V0412,5,37,20,0.296,16.892,7.096287210939747e-06,5.149
V0277,V0307,9,71,50,1.42,6.338,7.0970327116302736e-06,5.149
V0033,V0229,4,25,14,0.14,28.571,7.289234083559635e-06,5.137
V0229,V0528,4,14,25,0.14,28.571,7.289234083559635e-06,5.137
V0178,V0513,8,49,55,1.078,7.421,7.322157584165788e-06,5.135
V0479,V0513,5,14,55,0.308,16.234,7.384506944551301e-06,5.132
V0043,V0057,5,51,15,0.306,16.34,7.455191048981666e-06,5.128
V0219,V0254,7,45,43,0.774,9.044,7.501049556660353e-06,5.125
V0327,V0352,7,51,38,0.775,9.03,7.504786543864611e-06,5.125
V0136,V0469,5,24,31,0.298,16.801,7.5481879739043494e-06,5.122
V0469,V0475,5,31,24,0.298,16.801,7.5481879739043494e-06,5.122
V0164,V0469,5,24,31,0.298,16.801,7.5481879739043494e-06,5.122
V0299,V0542,4,22,16,0.141,28.409,7.649113879840658e-06,5.116
V0085,V0514,4,16,22,0.141,28.409,7.649113879840658e-06,5.116
V0002,V0319,5,22,34,0.299,16.711,7.66100567073013e-06,5.116
V0443,V0464,4,11,33,0.145,27.548,7.790396392441718e-06,5.108
V0384,V0545,5,45,17,0.306,16.34,7.93740819493425e-06,5.1
V0001,V0053,8,62,44,1.091,7.331,7.940190496289867e-06,5.1
V0251,V0359,5,19,40,0.304,16.447,8.00681705961611e-06,5.097
V0352,V0523,6,38,34,0.517,11.61,8.078388726913304e-06,5.093
V0228,V0245,6,34,38,0.517,11.61,8.078388726913304e-06,5.093
V0370,V0379,7,37,53,0.784,8.924,8.104681642510884e-06,5.091
V0245,V0328,5,38,20,0.304,16.447,8.130285139771105e-06,5.09
V0056,V0501,4,17,21,0.143,28.011,8.170887525543848e-06,5.088
V0265,V0475,4,15,24,0.144,27.778,8.322712279040256e-06,5.08
V0136,V0265,4,24,15,0.144,27.778,8.322712279040256e-06,5.08
V0086,V0456,4,20,18,0.144,27.778,8.496204925919996e-06,5.071
V0447,V0505,4,20,18,0.144,27.778,8.496204925919996e-06,5.071
V0014,V0254,7,46,43,0.791,8.847,8.735000821891141e-06,5.059
V0134,V0502,5,15,53,0.318,15.723,9.046059002284147e-06,5.044
V0066,V0203,5,53,15,0.318,15.723,9.046059002284147e-06,5.044
V0204,V0490,4,23,16,0.147,27.174,9.223730593128292e-06,5.035
V0469,V0499,5,31,25,0.31,16.129,9.353163937604789e-06,5.029
V0259,V0403,6,39,34,0.53,11.312,9.454901769455767e-06,5.024
V0052,V0391,6,46,29,0.534,11.244,9.59959764349017e-06,5.018
V0336,V0434,6,35,38,0.532,11.278,9.642224880035836e-06,5.016
V0114,V0531,6,31,43,0.533,11.253,9.668193288631582e-06,5.015
V0291,V0502,7,38,53,0.806,8.689,9.773985250284701e-06,5.01
V0112,V0360,4,15,25,0.15,26.667,9.872929572261191e-06,5.006
V0326,V0402,5,27,29,0.313,15.964,9.90651016629362e-06,5.004
V0008,V0514,4,17,22,0.15,26.738,9.944917920934688e-06,5.002
V0192,V0341,4,22,17,0.15,26.738,9.944917920934688e-06,5.002
V0094,V0386,4,17,22,0.15,26.738,9.944917920934688e-06,5.002
V0172,V0313,6,48,28,0.538,11.161,9.960125733011458e-06,5.002
V0013,V0509,6,32,42,0.538,11.161,1.020016849493997e-05,4.991
V0153,V0386,5,36,22,0.317,15.783,1.0261281999094461e-05,4.989
V0026,V0113,7,44,46,0.81,8.646,1.0244751576261886e-05,4.989
V0202,V0286,4,18,21,0.151,26.455,1.04481093281769e-05,4.981
V0346,V0470,6,41,33,0.541,11.086,1.0652770618167364e-05,4.973
V0217,V0328,4,19,20,0.152,26.316,1.0706580687379866e-05,4.97
V0012,V0452,4,19,20,0.152,26.316,1.0706580687379866e-05,4.97
V0062,V0241,6,40,34,0.544,11.029,1.101587881211808e-05,4.958
V0016,V0242,7,50,41,0.82,8.537,1.1140294421864284e-05,4.953
V0297,V0387,6,39,35,0.546,10.989,1.1281302097611462e-05,4.948
V0259,V0502,7,39,53,0.827,8.466,1.1719246034485793e-05,4.931
V0193,V0445,3,8,16,0.051,58.594,1.1823120026805183e-05,4.927
V0051,V0091,9,51,74,1.51,5.962,1.1934329318456966e-05,4.923
V0092,V0242,5,20,41,0.328,15.244,1.1955755814548846e-05,4.922
V0158,V0337,5,34,24,0.326,15.319,1.2126518335247505e-05,4.916
V0042,V0358,5,49,17,0.333,15.006,1.2189192430155165e-05,4.914
V0122,V0132,7,36,58,0.835,8.381,1.2373720102782316e-05,4.907
V0409,V0420,4,18,22,0.158,25.253,1.2712470660766847e-05,4.896
V0076,V0138,4,22,18,0.158,25.253,1.2712470660766847e-05,4.896
V0132,V0244,8,58,50,1.16,6.897,1.2889801267366701e-05,4.89
V0502,V0507,5,53,16,0.339,14.741,1.2947235395767972e-05,4.888
V0090,V0439,4,21,19,0.16,25.063,1.3162058599808073e-05,4.881
V0213,V0501,4,19,21,0.16,25.063,1.3162058599808073e-05,4.881
V0424,V0433,6,40,35,0.56,10.714,1.313926509606514e-05,4.881
V0307,V0460,7,50,42,0.84,8.333,1.3165924100526266e-05,4.881
V0092,V0211,4,20,20,0.16,25.0,1.3314474399289712e-05,4.876
V0046,V0117,4,20,20,0.16,25.0,1.3314474399289712e-05,4.876
V0117,V0284,4,20,20,0.16,25.0,1.3314474399289712e-05,4.876
V0214,V0334,4,20,20,0.16,25.0,1.3314474399289712e-05,4.876
V0071,V0511,5,47,18,0.338,14.775,1.3495218353497708e-05,4.87
V0344,V0417,6,38,37,0.562,10.669,1.3507097286509043e-05,4.869
V0329,V0491,4,27,15,0.162,24.691,1.3600431170351628e-05,4.866
V0034,V0256,7,53,40,0.848,8.255,1.3975219671218572e-05,4.855
V0034,V0062,7,53,40,0.848,8.255,1.3975219671218572e-05,4.855
V0025,V0184,9,61,63,1.537,5.855,1.4162263047686422e-05,4.849
V0141,V0200,5,28,30,0.336,14.881,1.4245249847348006e-05,4.846
V0385,V0510,5,28,30,0.336,14.881,1.4245249847348006e-05,4.846
V0043,V0526,6,51,28,0.571,10.504,1.4285637942976934e-05,4.845
V0035,V0545,4,24,17,0.163,24.51,1.4325817947299042e-05,4.844
V0096,V0164,4,17,24,0.163,24.51,1.4325817947299042e-05,4.844
V0142,V0532,5,29,29,0.336,14.863,1.4339373670908463e-05,4.843
V0064,V0091,8,40,74,1.184,6.757,1.4443350561940662e-05,4.84
V0219,V0388,5,45,19,0.342,14.62,1.4519732273150768e-05,4.838
V0027,V0177,4,32,13,0.166,24.038,1.4601261166026488e-05,4.836
V0010,V0431,7,96,23,0.883,7.926,1.465420615206034e-05,4.834
V0195,V0523,6,42,34,0.571,10.504,1.4765297828525058e-05,4.831
V0070,V0396,5,17,51,0.347,14.418,1.4894336076540024e-05,4.827
V0195,V0327,7,42,51,0.857,8.17,1.5071857479994589e-05,4.822
V0247,V0387,6,41,35,0.574,10.453,1.5237619590485993e-05,4.817
V0456,V0549,4,18,23,0.166,24.155,1.531954978053737e-05,4.815
V0098,V0367,4,16,26,0.166,24.038,1.539292937145996e-05,4.813
V0002,V0007,5,22,39,0.343,14.569,1.5404509475922896e-05,4.812
V0066,V0309,8,53,56,1.187,6.739,1.543168440480927e-05,4.812
V0200,V0471,4,30,14,0.168,23.81,1.5538827517394187e-05,4.809
V0003,V0488,6,40,36,0.576,10.417,1.558237965954905e-05,4.807
V0256,V0495,6,40,36,0.576,10.417,1.558237965954905e-05,4.807
V0062,V0383,6,40,36,0.576,10.417,1.558237965954905e-05,4.807
V0062,V0209,6,40,36,0.576,10.417,1.558237965954905e-05,4.807
V0221,V0380,4,15,28,0.168,23.81,1.5810990057300916e-05,4.801
V0245,V0335,6,38,38,0.578,10.388,1.586268451375979e-05,4.8
V0498,V0538,4,19,22,0.167,23.923,1.6009448880402516e-05,4.796
V0302,V0383,5,24,36,0.346,14.468,1.6220660883019226e-05,4.79
V0255,V0438,6,33,44,0.581,10.331,1.626051166009503e-05,4.789
V0334,V0459,4,20,21,0.168,23.81,1.636279038892247e-05,4.786
V0090,V0447,4,21,20,0.168,23.81,1.636279038892247e-05,4.786
V0066,V0242,7,53,41,0.869,8.053,1.65796770404548e-05,4.78
V0276,V0379,7,41,53,0.869,8.053,1.65796770404548e-05,4.78
V0152,V0315,4,25,17,0.17,23.529,1.6983261288096858e-05,4.77
V0351,V0499,4,17,25,0.17,23.529,1.6983261288096858e-05,4.77
V0127,V0319,6,43,34,0.585,10.26,1.6993715910785367e-05,4.77
V0151,V0352,5,23,38,0.35,14.302,1.7068296857968193e-05,4.768
V0208,V0317,5,25,35,0.35,14.286,1.7395548534338132e-05,4.76
V0278,V0413,5,22,40,0.352,14.205,1.750459315500311e-05,4.757
V0191,V0320,5,22,40,0.352,14.205,1.750459315500311e-05,4.757
V0275,V0294,6,46,32,0.589,10.19,1.7567315241990975e-05,4.755
V0215,V0454,7,51,43,0.877,7.98,1.772359649635684e-05,4.751
V0254,V0327,7,43,51,0.877,7.98,1.772359649635684e-05,4.751
V0005,V0492,4,31,14,0.174,23.041,1.7783398570784997e-05,4.75
V0130,V0296,4,27,16,0.173,23.148,1.800019948216298e-05,4.745
V0194,V0376,4,16,27,0.173,23.148,1.800019948216298e-05,4.745
V0047,V0062,7,55,40,0.88,7.955,1.797140203875028e-05,4.745
V0136,V0331,4,24,18,0.173,23.148,1.830074528025236e-05,4.738
V0331,V0529,4,18,24,0.173,23.148,1.830074528025236e-05,4.738
V0475,V0505,4,24,18,0.173,23.148,1.830074528025236e-05,4.738
V0134,V0494,4,15,29,0.174,22.989,1.8275798985810656e-05,4.738
V0016,V0060,5,50,18,0.36,13.889,1.8396330310286845e-05,4.735
V0259,V0434,6,39,38,0.593,10.121,1.8539923080142562e-05,4.732
V0066,V0195,7,53,42,0.89,7.862,1.9573539596786026e-05,4.708
V0002,V0276,5,22,41,0.361,13.858,1.982189416132333e-05,4.703
V0039,V0270,6,56,27,0.605,9.921,1.9816322254226547e-05,4.703
V0243,V0538,4,20,22,0.176,22.727,1.989620547412203e-05,4.701
V0232,V0243,4,22,20,0.176,22.727,1.989620547412203e-05,4.701
V0211,V0278,4,20,22,0.176,22.727,1.989620547412203e-05,4.701
V0096,V0395,4,17,26,0.177,22.624,1.9987221575077673e-05,4.699
V0038,V0122,5,25,36,0.36,13.889,2.006574774188108e-05,4.698
V0240,V0540,4,21,21,0.176,22.676,2.010254484650726e-05,4.697
V0127,V0310,6,43,35,0.602,9.967,2.024834554187639e-05,4.694
V0072,V0089,5,58,16,0.371,13.47,2.029182912453873e-05,4.693
V0309,V0322,7,56,40,0.896,7.812,2.0299053182816654e-05,4.693
V0003,V0419,7,40,56,0.896,7.812,2.0299053182816654e-05,4.693
V0335,V0425,4,38,12,0.182,21.93,2.0615400016283218e-05,4.686
V0078,V0224,6,36,42,0.605,9.921,2.0857194695877615e-05,4.681
V0074,V0089,4,28,16,0.179,22.321,2.0919145381979053e-05,4.679
V0141,V0343,4,28,16,0.179,22.321,2.0919145381979053e-05,4.679
V0219,V0244,7,45,50,0.9,7.778,2.115506012421507e-05,4.675
V0245,V0397,5,38,24,0.365,13.706,2.132225329143729e-05,4.671
V0171,V0545,3,9,17,0.061,49.02,2.1412098661585897e-05,4.669
V0534,V0545,3,9,17,0.061,49.02,2.1412098661585897e-05,4.669
V0281,V0352,6,40,38,0.608,9.868,2.1570942113916565e-05,4.666
V0152,V0539,4,25,18,0.18,22.222,2.1688561260080786e-05,4.664
V0505,V0528,4,18,25,0.18,22.222,2.1688561260080786e-05,4.664
V0217,V0263,5,19,49,0.372,13.426,2.2237467198565443e-05,4.653
V0028,V0158,6,45,34,0.612,9.804,2.226704237822009e-05,4.652
V0123,V0319,6,45,34,0.612,9.804,2.226704237822009e-05,4.652
V0338,V0403,6,45,34,0.612,9.804,2.226704237822009e-05,4.652
V0384,V0403,6,45,34,0.612,9.804,2.226704237822009e-05,4.652
V0032,V0222,3,14,11,0.062,48.701,2.2487219138537476e-05,4.648
V0113,V0144,8,46,68,1.251,6.394,2.2628303065589308e-05,4.645
V0136,V0463,4,24,19,0.182,21.93,2.3032222037898314e-05,4.638
V0066,V0254,7,53,43,0.912,7.679,2.3001012840690044e-05,4.638
V0096,V0329,4,17,27,0.184,21.786,2.336515913303266e-05,4.631
V0244,V0364,6,50,31,0.62,9.677,2.37141224408022e-05,4.625
V0431,V0452,4,23,20,0.184,21.739,2.396111126985606e-05,4.62
V0071,V0464,6,47,33,0.62,9.671,2.4047945085235747e-05,4.619
V0482,V0494,4,16,29,0.186,21.552,2.4172494792647845e-05,4.617
V0098,V0179,4,16,29,0.186,21.552,2.4172494792647845e-05,4.617
V0184,V0307,8,63,50,1.26,6.349,2.4135879192447647e-05,4.617
V0132,V0292,6,58,27,0.626,9.579,2.434441384879503e-05,4.614
V0090,V0538,4,21,22,0.185,21.645,2.443567166659711e-05,4.612
V0192,V0540,4,22,21,0.185,21.645,2.443567166659711e-05,4.612
V0148,V0192,4,21,22,0.185,21.645,2.443567166659711e-05,4.612
V0153,V0429,5,36,26,0.374,13.355,2.458589795018237e-05,4.609
V0153,V0496,5,36,26,0.374,13.355,2.458589795018237e-05,4.609
V0244,V0388,5,50,19,0.38,13.158,2.459171238815555e-05,4.609
V0380,V0419,6,28,56,0.627,9.566,2.4787659767206805e-05,4.606
V0230,V0335,6,41,38,0.623,9.628,2.498990342123516e-05,4.602
V0308,V0434,6,41,38,0.623,9.628,2.498990342123516e-05,4.602
V0002,V0254,5,22,43,0.378,13.214,2.5170964523177677e-05,4.599
V0007,V0322,6,39,40,0.624,9.615,2.519416748575187e-05,4.599
V0231,V0456,4,26,18,0.187,21.368,2.5516575551337798e-05,4.593
V0132,V0281,7,58,40,0.928,7.543,2.5706325413986262e-05,4.59
V0228,V0492,4,34,14,0.19,21.008,2.5958190888537817e-05,4.586
V0010,V0499,7,96,25,0.96,7.292,2.6971959458127825e-05,4.569
V0463,V0528,4,19,25,0.19,21.053,2.728714783432049e-05,4.564
V0498,V0499,4,19,25,0.19,21.053,2.728714783432049e-05,4.564
V0011,V0266,5,40,24,0.384,13.021,2.759638684912733e-05,4.559
V0221,V0222,3,15,11,0.066,45.455,2.804136306639056e-05,4.552
V0015,V0504,4,12,41,0.197,20.325,2.8064441040292145e-05,4.552
V0220,V0496,5,37,26,0.385,12.994,2.822721923836826e-05,4.549
V0455,V0472,6,43,37,0.636,9.428,2.8266509758565126e-05,4.549
V0243,V0475,4,20,24,0.192,20.833,2.8605557429644782e-05,4.544
V0022,V0406,4,24,20,0.192,20.833,2.8605557429644782e-05,4.544
V0082,V0244,6,32,50,0.64,9.375,2.8745092536853492e-05,4.541
V0169,V0492,4,35,14,0.196,20.408,2.9213141238158298e-05,4.534
V0159,V0359,6,40,40,0.64,9.375,2.9292802080970543e-05,4.533
V0281,V0322,6,40,40,0.64,9.375,2.9292802080970543e-05,4.533
V0204,V0286,4,23,21,0.193,20.704,2.9418555832378193e-05,4.531
V0286,V0431,4,21,23,0.193,20.704,2.9418555832378193e-05,4.531
V0420,V0536,4,22,22,0.194,20.661,2.969326102371478e-05,4.527
V0232,V0420,4,22,22,0.194,20.661,2.969326102371478e-05,4.527
V0236,V0492,3,12,14,0.067,44.643,2.9883818471411595e-05,4.525
V0014,V0235,4,46,11,0.202,19.763,3.0165891100900693e-05,4.52
V0146,V0171,3,19,9,0.068,43.86,3.0402045670444326e-05,4.517
V0132,V0242,7,58,41,0.951,7.359,3.0443080686263473e-05,4.517
V0419,V0532,6,56,29,0.65,9.236,3.071731054777999e-05,4.513
V0182,V0313,5,35,28,0.392,12.755,3.1219809090755494e-05,4.506
V0441,V0532,4,17,29,0.197,20.284,3.13569243672856e-05,4.504
V0338,V0502,7,45,53,0.954,7.338,3.135081819747168e-05,4.504
V0219,V0280,6,45,36,0.648,9.259,3.138882839944915e-05,4.503
V0005,V0282,4,31,16,0.198,20.161,3.177646349807673e-05,4.498
V0262,V0498,4,26,19,0.198,20.243,3.2092986888130675e-05,4.494
V0291,V0367,5,38,26,0.395,12.652,3.2275102992754365e-05,4.491
V0088,V0496,5,38,26,0.395,12.652,3.2275102992754365e-05,4.491
V0016,V0284,5,50,20,0.4,12.5,3.229685988491963e-05,4.491
V0332,V0340,7,51,47,0.959,7.301,3.249633851749979e-05,4.488
V0007,V0361,4,39,13,0.203,19.724,3.272441507816849e-05,4.485
V0066,V0388,5,53,19,0.403,12.413,3.2837994910699294e-05,4.484
V0172,V0368,7,48,50,0.96,7.292,3.278801806213697e-05,4.484
V0368,V0547,7,50,48,0.96,7.292,3.278801806213697e-05,4.484
V0027,V0166,5,32,31,0.397,12.601,3.334716039249774e-05,4.477
V0243,V0499,4,20,25,0.2,20.0,3.387919581094192e-05,4.47
V0159,V0525,6,40,41,0.656,9.146,3.391221556668506e-05,4.47
V0346,V0359,6,41,40,0.656,9.146,3.391221556668506e-05,4.47
V0242,V0322,6,41,40,0.656,9.146,3.391221556668506e-05,4.47
V0254,V0318,4,43,12,0.206,19.38,3.402334226352426e-05,4.468
V0160,V0222,3,16,11,0.07,42.614,3.442935927872244e-05,4.463
V0074,V0511,4,28,18,0.202,19.841,3.463269152113765e-05,4.461
V0368,V0470,6,50,33,0.66,9.091,3.4601420774000186e-05,4.461
V0529,V0540,4,24,21,0.202,19.841,3.5109544651512095e-05,4.455
V0286,V0475,4,21,24,0.202,19.841,3.5109544651512095e-05,4.455
V0234,V0475,4,21,24,0.202,19.841,3.5109544651512095e-05,4.455
V0240,V0529,4,21,24,0.202,19.841,3.5109544651512095e-05,4.455
V0148,V0378,4,21,24,0.202,19.841,3.5109544651512095e-05,4.455
V0093,V0374,4,34,15,0.204,19.608,3.505743518119806e-05,4.455
V0302,V0509,5,24,42,0.403,12.401,3.5222565254138326e-05,4.453
V0019,V0304,5,23,44,0.405,12.352,3.560934136217469e-05,4.448
V0232,V0431,4,22,23,0.202,19.763,3.573677523311982e-05,4.447
V0204,V0420,4,23,22,0.202,19.763,3.573677523311982e-05,4.447
V0008,V0079,4,17,30,0.204,19.608,3.6029722272304e-05,4.443
V0282,V0453,4,16,32,0.205,19.531,3.6175638990982385e-05,4.442
V0123,V0274,6,45,37,0.666,9.009,3.696114789679107e-05,4.432
V0015,V0203,3,12,15,0.072,41.667,3.725364009149576e-05,4.429
V0336,V0494,5,35,29,0.406,12.315,3.7345558363330746e-05,4.428
V0041,V0184,7,39,63,0.983,7.123,3.753631477642632e-05,4.426
V0144,V0152,6,68,25,0.68,8.824,3.821297461113083e-05,4.418
V0072,V0511,5,58,18,0.418,11.973,3.840943974865023e-05,4.416
V0007,V0254,6,39,43,0.671,8.945,3.866487861561605e-05,4.413
V0110,V0324,3,14,13,0.073,41.209,3.8720495262824385e-05,4.412
V0239,V0253,3,13,14,0.073,41.209,3.8720495262824385e-05,4.412
V0205,V0435,3,14,13,0.073,41.209,3.8720495262824385e-05,4.412
V0114,V0437,5,31,33,0.409,12.219,3.895993601825629e-05,4.409
V0245,V0422,5,38,27,0.41,12.183,3.917364053389763e-05,4.407
V0242,V0504,6,41,41,0.672,8.923,3.924653828233159e-05,4.406
V0242,V0276,6,41,41,0.672,8.923,3.924653828233159e-05,4.406
V0154,V0188,5,24,43,0.413,12.112,3.960273154003116e-05,4.402
V0060,V0288,4,18,29,0.209,19.157,3.999303777289553e-05,4.398
V0245,V0492,4,38,14,0.213,18.797,4.078627613315501e-05,4.389
V0291,V0479,4,38,14,0.213,18.797,4.078627613315501e-05,4.389
V0029,V0321,4,33,16,0.211,18.939,4.1006299030361535e-05,4.387
V0255,V0401,4,33,16,0.211,18.939,4.1006299030361535e-05,4.387
V0054,V0542,4,33,16,0.211,18.939,4.1006299030361535e-05,4.387
V0255,V0544,4,33,16,0.211,18.939,4.1006299030361535e-05,4.387
V0267,V0451,4,17,31,0.211,18.975,4.119439364100856e-05,4.385
V0244,V0319,6,50,34,0.68,8.824,4.138041998521698e-05,4.383
V0062,V0367,5,40,26,0.416,12.019,4.1716116329710945e-05,4.38
V0052,V0091,8,46,74,1.362,5.875,4.2471363736235285e-05,4.372
V0022,V0420,4,24,22,0.211,18.939,4.2636311630804945e-05,4.37
V0022,V0536,4,24,22,0.211,18.939,4.2636311630804945e-05,4.37
V0420,V0475,4,22,24,0.211,18.939,4.2636311630804945e-05,4.37
V0379,V0546,5,53,20,0.424,11.792,4.3083391741726806e-05,4.366
V0066,V0546,5,53,20,0.424,11.792,4.3083391741726806e-05,4.366
V0211,V0379,5,20,53,0.424,11.792,4.3083391741726806e-05,4.366
V0066,V0211,5,53,20,0.424,11.792,4.3083391741726806e-05,4.366
V0309,V0473,5,56,19,0.426,11.748,4.309397243894129e-05,4.366
V0387,V0510,5,35,30,0.42,11.905,4.436515634400785e-05,4.353
V0007,V0292,5,39,27,0.421,11.871,4.460293824989274e-05,4.351
V0064,V0121,6,40,43,0.688,8.721,4.490837947099526e-05,4.348
V0364,V0523,5,31,34,0.422,11.86,4.5279574766725416e-05,4.344
V0123,V0309,7,45,56,1.008,6.944,4.5296089357084925e-05,4.344
V0115,V0425,3,16,12,0.077,39.062,4.572648252981568e-05,4.34
V0099,V0296,3,12,16,0.077,39.062,4.572648252981568e-05,4.34
V0115,V0236,3,16,12,0.077,39.062,4.572648252981568e-05,4.34
V0418,V0478,4,18,30,0.216,18.519,4.593801102378284e-05,4.338
V0380,V0404,5,28,38,0.426,11.748,4.716385930023527e-05,4.326
V0231,V0308,5,26,41,0.426,11.726,4.7175220751629346e-05,4.326
V0247,V0496,5,41,26,0.426,11.726,4.7175220751629346e-05,4.326
V0314,V0527,3,13,15,0.078,38.462,4.825505387646059e-05,4.316
V0144,V0231,6,68,26,0.707,8.484,4.8620882854888613e-05,4.313
V0090,V0262,4,21,26,0.218,18.315,4.885860821011518e-05,4.311
V0140,V0181,3,14,14,0.078,38.265,4.911764964970875e-05,4.309
V0471,V0543,3,14,14,0.078,38.265,4.911764964970875e-05,4.309
V0140,V0479,3,14,14,0.078,38.265,4.911764964970875e-05,4.309
V0181,V0479,3,14,14,0.078,38.265,4.911764964970875e-05,4.309
V0032,V0492,3,14,14,0.078,38.265,4.911764964970875e-05,4.309
V0052,V0088,6,46,38,0.699,8.581,4.9247527214085625e-05,4.308
V0244,V0327,7,50,51,1.02,6.863,4.924804084821881e-05,4.308
V0142,V0472,5,29,37,0.429,11.65,4.934220953333574e-05,4.307
V0035,V0384,5,24,45,0.432,11.574,4.962529538038724e-05,4.304
V0147,V0264,3,11,18,0.079,37.879,4.992717072306395e-05,4.302
V0003,V0180,4,40,14,0.224,17.857,5.017190722159138e-05,4.3
V0142,V0217,4,29,19,0.22,18.149,5.025198892724702e-05,4.299
V0179,V0213,4,29,19,0.22,18.149,5.025198892724702e-05,4.299
V0007,V0123,6,39,45,0.702,8.547,5.0488184047997385e-05,4.297
V0259,V0384,6,39,45,0.702,8.547,5.0488184047997385e-05,4.297
V0063,V0495,5,30,36,0.432,11.574,5.108941954083523e-05,4.292
