vendor_id,investigation_priority,evidence_family_count,evidence_families,weighted_evidence_strength,strongest_family_strength,convergence_strength,evidence_diversity,persistence_strength,context_factor,minimum_family_context,core_evidence_families,supporting_evidence_families,core_evidence_strength,supporting_evidence_strength,evidence_count,risk_components,explanations
V0397,16.484033894386815,1,economic,0.191675,0.191675,0.191675,0.35,0.0,1.0,1.0,,,0.191675,0.0,1,{'economic': 0.1917},[economic] unusually compressed bid dispersion; compression=1.28; bids=8
V0400,4.975110668274265,1,temporal,0.090039,0.090039,0.090039,0.35,0.0667,0.35,0.042891,,,0.090039,0.0,1,{'temporal': 0.09},[temporal] vendor behavioral regime shift; procurement relevance=0.04; persistence=0.07
V0402,14.551288373162977,3,"cooccurrence,economic,temporal",0.157562,0.191675,0.181517,0.86,0.203796,0.465102,0.19044,,,0.191675,0.0,3,"{'cooccurrence': 0.1716, 'economic': 0.1917, 'temporal': 0.1029}",[economic] unusually compressed bid dispersion; compression=1.28; bids=8 | [cooccurrence] conditional co-bidding 3.25x expected; persistence=0.42 | [temporal] vendor behavioral regime shift; procurement relevance=0.19; persistence=0.18
V0403,18.104699713847683,2,"cooccurrence,economic",0.203,0.239948,0.22933,0.68,0.393179,0.597879,0.195758,,,0.239948,0.0,3,"{'cooccurrence': 0.2399, 'economic': 0.1641}",[cooccurrence] conditional co-bidding 3.43x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.42; bids=5
V0404,14.53591197851225,2,"cooccurrence,temporal",0.170589,0.241969,0.220219,0.68,0.446505,0.35,0.169741,,,0.241969,0.0,4,"{'cooccurrence': 0.242, 'temporal': 0.0866}",[cooccurrence] conditional co-bidding 3.56x expected; persistence=0.73 | [temporal] vendor behavioral regime shift; procurement relevance=0.17; persistence=0.11
V0405,12.93581314454412,1,cooccurrence,0.234111,0.234111,0.234111,0.35,0.5537,0.35,0.23845,,,0.234111,0.0,1,{'cooccurrence': 0.2341},[cooccurrence] conditional co-bidding 6.67x expected; persistence=0.55
V0406,12.989319275952893,1,cooccurrence,0.23508,0.23508,0.23508,0.35,0.8,0.35,0.174114,,,0.23508,0.0,7,{'cooccurrence': 0.2351},[cooccurrence] conditional co-bidding 2.77x expected; persistence=0.80
V0407,21.390711430038113,3,"cooccurrence,economic,temporal",0.219212,0.325737,0.312741,0.86,0.379213,0.424253,0.0,network,,0.325737,0.0,21,"{'cooccurrence': 0.3257, 'economic': 0.2329, 'temporal': 0.0786}",[cooccurrence] conditional co-bidding 1.22x expected; persistence=1.00 | [economic] unusually compressed bid dispersion; compression=1.58; bids=7 | [temporal] vendor behavioral regime shift; procurement relevance=0.00; persistence=0.07
V0408,20.28380007263956,2,"cooccurrence,economic",0.216868,0.26901,0.254026,0.68,0.427333,0.603684,0.207367,network,,0.26901,0.0,3,"{'cooccurrence': 0.269, 'economic': 0.162}",[cooccurrence] conditional co-bidding 4.75x expected; persistence=0.83 | [economic] unusually compressed bid dispersion; compression=0.80; bids=7
V0409,18.297955521534284,2,"cooccurrence,winner_rotation",0.230763,0.270359,0.270359,0.68,0.407389,0.612692,0.225383,network,,0.270359,0.0,4,"{'cooccurrence': 0.2704, 'winner_rotation': 0.1813}",[cooccurrence] conditional co-bidding 5.40x expected; persistence=0.73 | [winner_rotation] repeated winner transition share=0.25
V0410,17.115080840079944,2,"economic,geographic",0.207527,0.259182,0.174903,0.68,0.0,1.0,1.0,,,0.174903,0.259182,2,"{'economic': 0.1749, 'geographic': 0.2592}",[geographic] winning geography differs from participation geography by 0.40 | [economic] unusually compressed bid dispersion; compression=0.98; bids=6
V0411,21.368886959411967,3,"cooccurrence,economic,geographic",0.215446,0.27646,0.210221,0.86,0.247451,0.738883,0.216648,,,0.215685,0.27646,3,"{'cooccurrence': 0.2157, 'economic': 0.1767, 'geographic': 0.2765}",[geographic] winning geography differs from participation geography by 0.41 | [cooccurrence] conditional co-bidding 4.23x expected; persistence=0.63 | [economic] unusually compressed bid dispersion; compression=0.93; bids=9
V0412,16.01754610344154,3,"cooccurrence,economic,temporal",0.16621,0.214024,0.199728,0.86,0.342125,0.45543,0.177421,,,0.214024,0.0,5,"{'cooccurrence': 0.214, 'economic': 0.1772, 'temporal': 0.0977}",[cooccurrence] conditional co-bidding 2.06x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.29; bids=5 | [temporal] vendor behavioral regime shift; procurement relevance=0.19; persistence=0.23
V0413,16.702526977818586,3,"cooccurrence,economic,temporal",0.182316,0.231284,0.216665,0.86,0.380359,0.41227,0.054205,,,0.231284,0.0,9,"{'cooccurrence': 0.2313, 'economic': 0.1916, 'temporal': 0.1144}",[cooccurrence] conditional co-bidding 2.73x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.75; bids=4 | [temporal] vendor behavioral regime shift; procurement relevance=0.05; persistence=0.23
V0414,16.291213566381717,2,"cooccurrence,economic",0.196258,0.214877,0.209527,0.68,0.393179,0.593035,0.186069,,,0.214877,0.0,4,"{'cooccurrence': 0.2149, 'economic': 0.1767}",[cooccurrence] conditional co-bidding 2.06x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=0.93; bids=9
V0415,14.867418543796276,3,"cooccurrence,economic,temporal",0.166425,0.219688,0.215605,0.86,0.327796,0.448361,0.139113,,,0.219688,0.0,3,"{'cooccurrence': 0.2197, 'economic': 0.1905, 'temporal': 0.0768}",[cooccurrence] conditional co-bidding 3.33x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.26; bids=8 | [temporal] vendor behavioral regime shift; procurement relevance=0.14; persistence=0.18
V0417,17.216755823218787,3,"cooccurrence,economic,temporal",0.184596,0.224108,0.212596,0.86,0.37857,0.478446,0.184972,,,0.224108,0.0,5,"{'cooccurrence': 0.2241, 'economic': 0.1662, 'temporal': 0.1587}",[cooccurrence] conditional co-bidding 1.58x expected; persistence=0.83 | [economic] unusually compressed bid dispersion; compression=1.91; bids=4 | [temporal] vendor behavioral regime shift; procurement relevance=0.25; persistence=0.27
V0418,12.684683126654622,1,cooccurrence,0.229566,0.229566,0.229566,0.35,0.7667,0.35,0.192764,,,0.229566,0.0,4,{'cooccurrence': 0.2296},[cooccurrence] conditional co-bidding 2.63x expected; persistence=0.77
V0419,19.470685239167175,2,"cooccurrence,economic",0.230965,0.256779,0.249361,0.68,0.461538,0.595511,0.191023,network,,0.256779,0.0,9,"{'cooccurrence': 0.2568, 'economic': 0.2038}",[cooccurrence] conditional co-bidding 5.66x expected; persistence=0.63 | [economic] unusually compressed bid dispersion; compression=1.17; bids=7
V0420,20.995848171547287,2,"cooccurrence,economic",0.239962,0.276368,0.265906,0.68,0.393179,0.603221,0.206442,network,,0.276368,0.0,8,"{'cooccurrence': 0.2764, 'economic': 0.2016}",[cooccurrence] conditional co-bidding 5.70x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.85; bids=5
V0421,21.764516141875283,2,"cooccurrence,economic",0.242991,0.288785,0.275625,0.68,0.427333,0.597127,0.194254,network,,0.288785,0.0,12,"{'cooccurrence': 0.2888, 'economic': 0.1948}",[cooccurrence] conditional co-bidding 6.70x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.42; bids=7
V0422,18.892216455745537,2,"cooccurrence,economic",0.237482,0.247438,0.244577,0.68,0.390615,0.594648,0.189296,,,0.247438,0.0,5,"{'cooccurrence': 0.2474, 'economic': 0.227}",[cooccurrence] conditional co-bidding 4.00x expected; persistence=0.76 | [economic] unusually compressed bid dispersion; compression=1.29; bids=8
V0423,17.41331610104463,1,geographic,0.335686,0.335686,0.0,0.35,0.0,1.0,1.0,,geographic,0.0,0.335686,1,{'geographic': 0.3357},[geographic] winning geography differs from participation geography by 0.45
V0424,14.571144855243903,2,"cooccurrence,temporal",0.183087,0.240725,0.223162,0.68,0.547297,0.35,0.118417,,,0.240725,0.0,5,"{'cooccurrence': 0.2407, 'temporal': 0.1153}",[cooccurrence] conditional co-bidding 3.00x expected; persistence=0.80 | [temporal] vendor behavioral regime shift; procurement relevance=0.12; persistence=0.25
V0425,8.819401271342784,1,cooccurrence,0.159613,0.159613,0.159613,0.35,0.5788,0.35,0.180085,,,0.159613,0.0,1,{'cooccurrence': 0.1596},[cooccurrence] conditional co-bidding 1.75x expected; persistence=0.58
V0426,17.53973390313213,3,"cooccurrence,economic,temporal",0.188546,0.244684,0.227827,0.86,0.391441,0.406732,0.030483,,,0.244684,0.0,9,"{'cooccurrence': 0.2447, 'economic': 0.2081, 'temporal': 0.1007}",[cooccurrence] conditional co-bidding 2.40x expected; persistence=0.83 | [economic] unusually compressed bid dispersion; compression=1.26; bids=8 | [temporal] vendor behavioral regime shift; procurement relevance=0.03; persistence=0.31
V0427,11.342195070451028,2,"cooccurrence,temporal",0.166871,0.18369,0.178565,0.68,0.47027,0.35,0.176315,,,0.18369,0.0,2,"{'cooccurrence': 0.1837, 'temporal': 0.1471}",[cooccurrence] conditional co-bidding 2.06x expected; persistence=0.70 | [temporal] vendor behavioral regime shift; procurement relevance=0.18; persistence=0.20
V0429,14.395590477481997,2,"cooccurrence,temporal",0.166629,0.239984,0.217632,0.68,0.544724,0.35,0.083415,,,0.239984,0.0,8,"{'cooccurrence': 0.24, 'temporal': 0.0803}",[cooccurrence] conditional co-bidding 3.45x expected; persistence=0.73 | [temporal] vendor behavioral regime shift; procurement relevance=0.08; persistence=0.24
V0430,12.874952440421113,2,"cooccurrence,temporal",0.187482,0.208807,0.202309,0.68,0.476405,0.35,0.214117,,,0.208807,0.0,2,"{'cooccurrence': 0.2088, 'temporal': 0.1624}",[cooccurrence] conditional co-bidding 4.00x expected; persistence=0.61 | [temporal] vendor behavioral regime shift; procurement relevance=0.23; persistence=0.33
V0431,13.151111563561749,1,cooccurrence,0.238008,0.238008,0.238008,0.35,0.8,0.35,0.188708,,,0.238008,0.0,8,{'cooccurrence': 0.238},[cooccurrence] conditional co-bidding 3.48x expected; persistence=0.70
V0433,14.774447446180131,2,"cooccurrence,temporal",0.197465,0.242292,0.228633,0.68,0.557727,0.35,0.194007,,,0.242292,0.0,6,"{'cooccurrence': 0.2423, 'temporal': 0.1447}",[cooccurrence] conditional co-bidding 3.00x expected; persistence=0.80 | [temporal] vendor behavioral regime shift; procurement relevance=0.21; persistence=0.27
V0434,18.338062642778826,3,"cooccurrence,economic,temporal",0.186655,0.248133,0.229837,0.86,0.370714,0.444289,0.146055,,,0.248133,0.0,11,"{'cooccurrence': 0.2481, 'economic': 0.193, 'temporal': 0.1073}",[cooccurrence] conditional co-bidding 3.87x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.35; bids=6 | [temporal] vendor behavioral regime shift; procurement relevance=0.15; persistence=0.28
V0436,12.671640548214805,1,cooccurrence,0.22933,0.22933,0.22933,0.35,0.7,0.35,0.205532,,,0.22933,0.0,2,{'cooccurrence': 0.2293},[cooccurrence] conditional co-bidding 3.30x expected; persistence=0.70
V0437,17.46975732633077,3,"cooccurrence,economic,temporal",0.187705,0.237065,0.222001,0.86,0.351498,0.435661,0.116529,,,0.237065,0.0,8,"{'cooccurrence': 0.2303, 'economic': 0.2371, 'temporal': 0.0825}",[economic] unusually compressed bid dispersion; compression=1.52; bids=10 | [cooccurrence] conditional co-bidding 2.92x expected; persistence=0.73 | [temporal] vendor behavioral regime shift; procurement relevance=0.12; persistence=0.22
V0438,22.885043133666336,3,"cooccurrence,economic,temporal",0.228128,0.304616,0.282123,0.86,0.419989,0.463687,0.192299,network,,0.304616,0.0,14,"{'cooccurrence': 0.3046, 'economic': 0.2114, 'temporal': 0.1568}",[cooccurrence] conditional co-bidding 5.75x expected; persistence=0.97 | [economic] unusually compressed bid dispersion; compression=1.86; bids=6 | [temporal] vendor behavioral regime shift; procurement relevance=0.20; persistence=0.25
V0439,15.914408837544986,3,"cooccurrence,economic,temporal",0.180087,0.201571,0.195283,0.86,0.310286,0.500852,0.212089,,,0.201571,0.0,3,"{'cooccurrence': 0.2016, 'economic': 0.1727, 'temporal': 0.1631}",[cooccurrence] conditional co-bidding 3.83x expected; persistence=0.57 | [economic] unusually compressed bid dispersion; compression=1.03; bids=9 | [temporal] vendor behavioral regime shift; procurement relevance=0.29; persistence=0.35
V0441,18.295539852609284,2,"cooccurrence,geographic",0.258271,0.27646,0.247357,0.68,0.458312,0.598276,0.196553,,,0.247357,0.27646,6,"{'cooccurrence': 0.2474, 'geographic': 0.2765}",[geographic] winning geography differs from participation geography by 0.41 | [cooccurrence] conditional co-bidding 3.90x expected; persistence=0.73
V0443,4.991804906559382,1,temporal,0.090341,0.090341,0.090341,0.35,0.04,0.35,0.179649,,,0.090341,0.0,1,{'temporal': 0.0903},[temporal] vendor behavioral regime shift; procurement relevance=0.18; persistence=0.04
V0445,23.708274498265,4,"cooccurrence,economic,geographic,temporal",0.202521,0.312711,0.225349,0.94,0.283825,0.575384,0.106944,,geographic,0.245167,0.312711,9,"{'cooccurrence': 0.2452, 'economic': 0.1948, 'geographic': 0.3127, 'temporal': 0.0832}",[geographic] winning geography differs from participation geography by 0.44 | [cooccurrence] conditional co-bidding 3.37x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.68; bids=4 | [temporal] vendor behavioral regime shift; procurement relevance=0.11; persistence=0.23
V0447,17.19630392735935,3,"cooccurrence,economic,temporal",0.192641,0.236399,0.223087,0.86,0.298821,0.417057,0.029097,,,0.236399,0.0,3,"{'cooccurrence': 0.2278, 'economic': 0.2364, 'temporal': 0.1024}",[economic] unusually compressed bid dispersion; compression=1.49; bids=9 | [cooccurrence] conditional co-bidding 4.75x expected; persistence=0.67 | [temporal] vendor behavioral regime shift; procurement relevance=0.03; persistence=0.20
V0448,16.02870000228211,3,"cooccurrence,economic,temporal",0.188892,0.20801,0.202221,0.86,0.298964,0.469699,0.201788,,,0.20801,0.0,4,"{'cooccurrence': 0.208, 'economic': 0.1999, 'temporal': 0.1541}",[cooccurrence] conditional co-bidding 3.44x expected; persistence=0.67 | [economic] unusually compressed bid dispersion; compression=2.00; bids=4 | [temporal] vendor behavioral regime shift; procurement relevance=0.20; persistence=0.20
V0451,22.1042297182138,2,"cooccurrence,economic",0.252668,0.287936,0.277801,0.68,0.376051,0.615588,0.231176,network,,0.287936,0.0,5,"{'cooccurrence': 0.2879, 'economic': 0.2155}",[cooccurrence] conditional co-bidding 6.94x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.44; bids=7
V0452,14.956882733043605,3,"cooccurrence,economic,temporal",0.157229,0.20709,0.192138,0.86,0.289,0.416944,0.075215,,,0.20709,0.0,6,"{'cooccurrence': 0.2071, 'economic': 0.1727, 'temporal': 0.0813}",[cooccurrence] conditional co-bidding 1.82x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.03; bids=9 | [temporal] vendor behavioral regime shift; procurement relevance=0.08; persistence=0.05
V0453,18.4799604105003,2,"cooccurrence,economic",0.215398,0.243803,0.235641,0.68,0.393179,0.597677,0.195353,,,0.243803,0.0,4,"{'cooccurrence': 0.2438, 'economic': 0.1855}",[cooccurrence] conditional co-bidding 3.47x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.17; bids=7
V0454,20.874262062077324,2,"cooccurrence,economic",0.252148,0.274382,0.267993,0.68,0.427333,0.596637,0.193274,network,,0.274382,0.0,14,"{'cooccurrence': 0.2744, 'economic': 0.2287}",[cooccurrence] conditional co-bidding 5.80x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.58; bids=7
V0455,20.53489123374203,2,"cooccurrence,economic",0.23389,0.271038,0.260363,0.68,0.410256,0.600499,0.200998,network,,0.271038,0.0,9,"{'cooccurrence': 0.271, 'economic': 0.1948}",[cooccurrence] conditional co-bidding 5.50x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.42; bids=7
V0456,18.832090670513992,2,"cooccurrence,economic",0.207259,0.250107,0.237794,0.68,0.410256,0.598038,0.196076,network,,0.250107,0.0,7,"{'cooccurrence': 0.2501, 'economic': 0.1622}",[cooccurrence] conditional co-bidding 3.95x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.10; bids=5
V0457,18.155253764728275,2,"economic,geographic",0.21494,0.259182,0.186998,0.68,0.0,1.0,1.0,,,0.186998,0.259182,2,"{'economic': 0.187, 'geographic': 0.2592}",[geographic] winning geography differs from participation geography by 0.40 | [economic] unusually compressed bid dispersion; compression=1.01; bids=9
V0458,23.655762491247636,4,"cooccurrence,economic,geographic,temporal",0.201883,0.266113,0.235947,0.94,0.303469,0.551356,0.016344,network,,0.256446,0.266113,17,"{'cooccurrence': 0.2564, 'economic': 0.2101, 'geographic': 0.2661, 'temporal': 0.0832}",[geographic] winning geography differs from participation geography by 0.40 | [cooccurrence] conditional co-bidding 4.38x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.28; bids=8 | [temporal] vendor behavioral regime shift; procurement relevance=0.02; persistence=0.27
V0459,20.774854857595066,3,"cooccurrence,economic,temporal",0.211231,0.268208,0.251597,0.86,0.368143,0.494061,0.209436,network,,0.268208,0.0,6,"{'cooccurrence': 0.2682, 'economic': 0.1857, 'temporal': 0.1727}",[cooccurrence] conditional co-bidding 5.80x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=1.35; bids=6 | [temporal] vendor behavioral regime shift; procurement relevance=0.27; persistence=0.35
V0460,20.201570426061657,2,"cooccurrence,economic",0.224365,0.266506,0.254396,0.68,0.495744,0.604691,0.209381,network,,0.266506,0.0,15,"{'cooccurrence': 0.2665, 'economic': 0.18}",[cooccurrence] conditional co-bidding 1.35x expected; persistence=0.97 | [economic] unusually compressed bid dispersion; compression=1.80; bids=4
V0463,10.868029752717714,2,"cooccurrence,temporal",0.142376,0.178665,0.167608,0.68,0.48827,0.35,0.179251,,,0.178665,0.0,2,"{'cooccurrence': 0.1787, 'temporal': 0.0997}",[cooccurrence] conditional co-bidding 1.71x expected; persistence=0.73 | [temporal] vendor behavioral regime shift; procurement relevance=0.20; persistence=0.20
V0464,15.79990838664726,3,"cooccurrence,economic,temporal",0.17608,0.208807,0.199025,0.86,0.31325,0.457988,0.159848,,,0.208807,0.0,3,"{'cooccurrence': 0.2088, 'economic': 0.1833, 'temporal': 0.1295}",[cooccurrence] conditional co-bidding 4.00x expected; persistence=0.61 | [economic] unusually compressed bid dispersion; compression=0.91; bids=7 | [temporal] vendor behavioral regime shift; procurement relevance=0.16; persistence=0.32
V0465,15.21200754735709,2,"cooccurrence,temporal",0.185347,0.25219,0.231822,0.68,0.460378,0.35,0.149215,network,,0.25219,0.0,6,"{'cooccurrence': 0.2522, 'temporal': 0.1067}",[cooccurrence] conditional co-bidding 4.62x expected; persistence=0.70 | [temporal] vendor behavioral regime shift; procurement relevance=0.15; persistence=0.10
V0468,13.450318926844107,2,"cooccurrence,temporal",0.174006,0.22145,0.206993,0.68,0.487946,0.35,0.186784,,,0.22145,0.0,8,"{'cooccurrence': 0.2214, 'temporal': 0.1182}",[cooccurrence] conditional co-bidding 2.67x expected; persistence=0.70 | [temporal] vendor behavioral regime shift; procurement relevance=0.28; persistence=0.16
V0469,14.33830771805957,2,"cooccurrence,temporal",0.18199,0.236601,0.219961,0.68,0.524703,0.35,0.187795,,,0.236601,0.0,9,"{'cooccurrence': 0.2366, 'temporal': 0.1177}",[cooccurrence] conditional co-bidding 3.00x expected; persistence=0.77 | [temporal] vendor behavioral regime shift; procurement relevance=0.22; persistence=0.24
V0470,4.6288079888101885,1,temporal,0.083772,0.083772,0.083772,0.35,0.1636,0.35,0.174068,,,0.083772,0.0,1,{'temporal': 0.0838},[temporal] vendor behavioral regime shift; procurement relevance=0.17; persistence=0.16
V0471,12.240304938139273,2,"geographic,temporal",0.175217,0.320094,0.0,0.68,0.046897,0.5,0.0,,geographic,0.07295,0.320094,2,"{'geographic': 0.3201, 'temporal': 0.073}",[geographic] winning geography differs from participation geography by 0.44 | [temporal] vendor behavioral regime shift; procurement relevance=0.00; persistence=0.08
V0472,16.427655293173977,2,"cooccurrence,temporal",0.195863,0.272994,0.249492,0.68,0.545551,0.35,0.080611,network,,0.272994,0.0,4,"{'cooccurrence': 0.273, 'temporal': 0.1051}",[cooccurrence] conditional co-bidding 6.19x expected; persistence=0.70 | [temporal] vendor behavioral regime shift; procurement relevance=0.08; persistence=0.25
V0473,19.250072038986033,3,"cooccurrence,economic,temporal",0.19181,0.271995,0.248425,0.86,0.302359,0.401279,0.023425,economic,,0.271995,0.0,5,"{'cooccurrence': 0.2062, 'economic': 0.272, 'temporal': 0.0852}",[economic] unusually compressed bid dispersion; compression=2.03; bids=9 | [cooccurrence] conditional co-bidding 2.12x expected; persistence=0.70 | [temporal] vendor behavioral regime shift; procurement relevance=0.02; persistence=0.13
V0474,10.220195428339371,2,"geographic,temporal",0.270517,0.503415,0.106119,0.68,0.093793,0.594534,0.189068,,geographic,0.106119,0.503415,2,"{'geographic': 0.5034, 'temporal': 0.1061}",[geographic] winning geography differs from participation geography by 0.60 | [temporal] vendor behavioral regime shift; procurement relevance=0.19; persistence=0.16
V0475,18.335325158847578,2,"cooccurrence,geographic",0.2412,0.253201,0.253201,0.68,0.458312,0.597707,0.195415,network,,0.253201,0.221199,6,"{'cooccurrence': 0.2532, 'geographic': 0.2212}",[cooccurrence] conditional co-bidding 4.20x expected; persistence=0.73 | [geographic] winning geography differs from participation geography by 0.38
V0476,21.0876207011676,2,"economic,geographic",0.249433,0.300367,0.217264,0.68,0.0,1.0,1.0,,geographic,0.217264,0.300367,2,"{'economic': 0.2173, 'geographic': 0.3004}",[geographic] winning geography differs from participation geography by 0.43 | [economic] unusually compressed bid dispersion; compression=1.58; bids=6
V0478,14.428596749799505,2,"cooccurrence,temporal",0.176476,0.261127,0.261127,0.68,0.487568,0.35,0.012878,network,,0.261127,0.0,4,"{'cooccurrence': 0.2611, 'temporal': 0.0769}",[cooccurrence] conditional co-bidding 4.20x expected; persistence=0.80 | [temporal] vendor behavioral regime shift; procurement relevance=0.01; persistence=0.12
V0479,13.776402225236373,2,"cooccurrence,temporal",0.178382,0.226795,0.212043,0.68,0.579838,0.35,0.048413,,,0.226795,0.0,2,"{'cooccurrence': 0.2268, 'temporal': 0.1214}",[cooccurrence] conditional co-bidding 3.75x expected; persistence=0.77 | [temporal] vendor behavioral regime shift; procurement relevance=0.05; persistence=0.36
V0480,20.0,1,geographic,0.550671,0.550671,0.0,0.35,0.0,1.0,1.0,,geographic,0.0,0.550671,1,{'geographic': 0.5507},[geographic] winning geography differs from participation geography by 0.71
V0481,20.976783578716415,2,"cooccurrence,temporal",0.251241,0.348418,0.318808,0.68,0.669189,0.35,0.133388,network,,0.348418,0.0,23,"{'cooccurrence': 0.3484, 'temporal': 0.1369}",[cooccurrence] conditional co-bidding 1.14x expected; persistence=1.00 | [temporal] vendor behavioral regime shift; procurement relevance=0.13; persistence=0.28
V0482,11.995298371022143,2,"cooccurrence,temporal",0.157779,0.197101,0.185119,0.68,0.451892,0.35,0.162128,,,0.197101,0.0,2,"{'cooccurrence': 0.1971, 'temporal': 0.1115}",[cooccurrence] conditional co-bidding 2.64x expected; persistence=0.70 | [temporal] vendor behavioral regime shift; procurement relevance=0.16; persistence=0.16
V0483,19.998962700805823,2,"cooccurrence,economic",0.24315,0.262617,0.257023,0.68,0.461538,0.596799,0.193597,network,,0.262617,0.0,20,"{'cooccurrence': 0.2626, 'economic': 0.2227}",[cooccurrence] conditional co-bidding 1.70x expected; persistence=0.90 | [economic] unusually compressed bid dispersion; compression=0.97; bids=9
V0484,16.85542238931911,1,geographic,0.319277,0.319277,0.0,0.35,0.0,1.0,1.0,,geographic,0.0,0.319277,1,{'geographic': 0.3193},[geographic] winning geography differs from participation geography by 0.44
V0485,17.26718424062687,3,"cooccurrence,economic,temporal",0.175092,0.23898,0.220106,0.86,0.324427,0.420871,0.070787,,,0.23898,0.0,8,"{'cooccurrence': 0.239, 'economic': 0.1689, 'temporal': 0.1068}",[cooccurrence] conditional co-bidding 3.52x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=0.90; bids=8 | [temporal] vendor behavioral regime shift; procurement relevance=0.07; persistence=0.17
V0487,18.031796899929905,3,"cooccurrence,geographic,temporal",0.197086,0.243305,0.224729,0.86,0.403388,0.430664,0.065171,,,0.243305,0.242552,3,"{'cooccurrence': 0.2433, 'geographic': 0.2426, 'temporal': 0.1106}",[cooccurrence] conditional co-bidding 5.25x expected; persistence=0.73 | [geographic] winning geography differs from participation geography by 0.39 | [temporal] vendor behavioral regime shift; procurement relevance=0.07; persistence=0.30
V0488,24.642003899335236,4,"cooccurrence,economic,geographic,temporal",0.225492,0.358791,0.274115,0.94,0.285988,0.563714,0.053786,network,geographic,0.284335,0.358791,9,"{'cooccurrence': 0.2843, 'economic': 0.2113, 'geographic': 0.3588, 'temporal': 0.078}",[geographic] winning geography differs from participation geography by 0.47 | [cooccurrence] conditional co-bidding 5.83x expected; persistence=0.80 | [economic] unusually compressed bid dispersion; compression=1.28; bids=8 | [temporal] vendor behavioral regime shift; procurement relevance=0.05; persistence=0.16
V0489,15.182215214217521,1,geographic,0.270065,0.270065,0.0,0.35,0.0,1.0,1.0,,,0.0,0.270065,1,{'geographic': 0.2701},[geographic] winning geography differs from participation geography by 0.41
V0490,14.538519312122359,1,economic,0.169053,0.169053,0.169053,0.35,0.0,1.0,1.0,,,0.169053,0.0,1,{'economic': 0.1691},[economic] unusually compressed bid dispersion; compression=1.66; bids=4
V0491,17.23449057663247,3,"cooccurrence,economic,temporal",0.170715,0.227509,0.210767,0.86,0.287909,0.473439,0.196449,,,0.227509,0.0,6,"{'cooccurrence': 0.2275, 'economic': 0.162, 'temporal': 0.1137}",[cooccurrence] conditional co-bidding 2.94x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=0.80; bids=7 | [temporal] vendor behavioral regime shift; procurement relevance=0.22; persistence=0.09
V0492,11.930899762801946,1,cooccurrence,0.215924,0.215924,0.215924,0.35,0.7667,0.35,0.182128,,,0.215924,0.0,3,{'cooccurrence': 0.2159},[cooccurrence] conditional co-bidding 2.40x expected; persistence=0.73
V0494,16.75215520588227,2,"cooccurrence,temporal",0.212793,0.276407,0.257024,0.68,0.54717,0.35,0.015068,network,,0.276407,0.0,7,"{'cooccurrence': 0.2764, 'temporal': 0.138}",[cooccurrence] conditional co-bidding 6.21x expected; persistence=0.73 | [temporal] vendor behavioral regime shift; procurement relevance=0.02; persistence=0.29
V0495,13.090975470744814,1,cooccurrence,0.236919,0.236919,0.236919,0.35,0.8,0.35,0.177627,,,0.236919,0.0,4,{'cooccurrence': 0.2369},[cooccurrence] conditional co-bidding 2.95x expected; persistence=0.80
V0496,18.32710462264153,3,"cooccurrence,geographic,temporal",0.246411,0.518476,0.19866,0.86,0.382041,0.403024,0.032588,,geographic,0.216402,0.518476,9,"{'cooccurrence': 0.2164, 'geographic': 0.5185, 'temporal': 0.0897}",[geographic] winning geography differs from participation geography by 0.62 | [cooccurrence] conditional co-bidding 1.92x expected; persistence=0.80 | [temporal] vendor behavioral regime shift; procurement relevance=0.03; persistence=0.16
V0497,15.68660025250266,3,"cooccurrence,geographic,temporal",0.179348,0.221199,0.192207,0.86,0.303798,0.453384,0.159431,,,0.20379,0.221199,4,"{'cooccurrence': 0.2038, 'geographic': 0.2212, 'temporal': 0.121}",[geographic] winning geography differs from participation geography by 0.38 | [cooccurrence] conditional co-bidding 2.49x expected; persistence=0.63 | [temporal] vendor behavioral regime shift; procurement relevance=0.16; persistence=0.13
