award_id,tender_id,vendor_id,award_date,award_value
A-T02072,T02072,V0087,2025-07-02,5229498.93
A-T02073,T02073,V0495,2026-07-11,11007005.73
A-T02074,T02074,V0408,2025-08-07,3511755.97
A-T02075,T02075,V0230,2026-06-04,24549764.37
A-T02076,T02076,V0494,2024-06-09,9526704.82
A-T02077,T02077,V0379,2025-09-03,7634222.67
A-T02078,T02078,V0236,2025-10-06,1217660.54
A-T02079,T02079,V0309,2024-03-22,45285256.68
A-T02080,T02080,V0209,2026-01-26,6748799.32
A-T02081,T02081,V0539,2025-06-16,29634996.16
A-T02082,T02082,V0212,2026-01-06,4642560.09
A-T02083,T02083,V0338,2025-05-23,30781843.76
A-T02084,T02084,V0371,2024-05-02,102522325.86
A-T02085,T02085,V0039,2024-05-06,3418439.18
A-T02086,T02086,V0058,2025-01-31,16895475.95
A-T02087,T02087,V0537,2025-05-26,1758584.07
A-T02088,T02088,V0258,2024-06-19,10132660.62
A-T02089,T02089,V0160,2025-03-28,1284106.09
A-T02090,T02090,V0188,2024-07-24,45067210.79
A-T02091,T02091,V0456,2024-05-18,8159951.7
A-T02092,T02092,V0353,2025-05-03,64247516.56
A-T02093,T02093,V0512,2024-08-25,18159109.41
A-T02094,T02094,V0445,2026-01-05,40596621.07
A-T02095,T02095,V0409,2026-03-28,871237.5
A-T02096,T02096,V0011,2024-03-07,10827412.18
A-T02097,T02097,V0159,2024-10-22,9784334.95
A-T02098,T02098,V0511,2024-02-21,108383984.52
A-T02099,T02099,V0541,2026-08-15,13667670.46
A-T02100,T02100,V0148,2024-11-11,8146965.98
A-T02101,T02101,V0531,2025-02-04,77458852.48
A-T02102,T02102,V0059,2025-02-12,161495407.47
A-T02103,T02103,V0394,2025-01-12,6872698.19
A-T02104,T02104,V0483,2025-03-28,30800663.97
A-T02105,T02105,V0034,2025-12-05,18421121.75
A-T02106,T02106,V0280,2025-12-17,2827664.27
A-T02107,T02107,V0359,2024-08-11,14324862.83
A-T02108,T02108,V0129,2025-06-18,19250407.03
A-T02109,T02109,V0031,2026-09-22,1297676.66
A-T02110,T02110,V0413,2024-07-01,21495591.25
A-T02111,T02111,V0455,2026-03-14,27164258.27
A-T02112,T02112,V0366,2024-12-12,7516157.54
A-T02113,T02113,V0107,2025-11-22,15078240.82
A-T02114,T02114,V0258,2025-07-07,754259.98
A-T02115,T02115,V0547,2025-10-25,9304024.9
A-T02116,T02116,V0015,2024-03-20,901153.33
A-T02117,T02117,V0550,2025-05-28,41441790.53
A-T02118,T02118,V0066,2024-06-15,22733618.73
A-T02119,T02119,V0097,2025-10-25,4188229.86
A-T02120,T02120,V0308,2026-09-23,7139263.44
A-T02121,T02121,V0047,2024-08-12,2780047.86
A-T02122,T02122,V0354,2024-12-31,9872307.43
A-T02123,T02123,V0429,2025-03-01,12827586.75
A-T02124,T02124,V0330,2024-06-29,3324867.43
A-T02125,T02125,V0025,2025-03-29,2444745.74
A-T02126,T02126,V0040,2024-04-04,8969102.08
A-T02127,T02127,V0072,2026-07-01,27426405.32
A-T02128,T02128,V0526,2024-03-05,25806831.27
A-T02129,T02129,V0276,2026-09-29,6443363.34
A-T02130,T02130,V0241,2024-07-19,6654158.85
A-T02131,T02131,V0245,2025-07-21,5210856.03
A-T02132,T02132,V0117,2026-09-24,44240469.55
A-T02133,T02133,V0338,2024-04-24,32664906.02
A-T02134,T02134,V0447,2026-05-30,4937356.68
A-T02135,T02135,V0381,2024-08-20,83463644.84
A-T02136,T02136,V0007,2026-06-15,1840127.86
A-T02137,T02137,V0192,2026-04-07,24698819.87
A-T02138,T02138,V0230,2026-07-07,10069222.31
A-T02139,T02139,V0254,2024-05-12,45483849.26
A-T02140,T02140,V0340,2026-05-31,118369885.08
A-T02141,T02141,V0458,2024-08-13,16000646.3
A-T02142,T02142,V0501,2026-08-17,7304303.7
A-T02143,T02143,V0188,2026-06-03,11853618.63
A-T02144,T02144,V0178,2025-10-31,24076219.66
A-T02145,T02145,V0384,2026-02-08,14468036.84
A-T02146,T02146,V0079,2025-08-04,22341359.97
A-T02147,T02147,V0310,2025-09-30,10949279.06
A-T02148,T02148,V0353,2026-09-08,28911417.24
A-T02149,T02149,V0016,2025-05-12,11100303.43
A-T02150,T02150,V0080,2026-02-26,4533824.67
A-T02151,T02151,V0016,2024-12-16,24557052.71
A-T02152,T02152,V0532,2024-08-04,18957542.85
A-T02153,T02153,V0397,2024-11-20,1977022.05
A-T02154,T02154,V0335,2025-11-16,8253122.0
A-T02155,T02155,V0007,2025-10-01,2149742.04
A-T02156,T02156,V0501,2024-05-19,7769227.56
A-T02157,T02157,V0159,2024-11-01,14664956.79
A-T02158,T02158,V0379,2024-08-12,6133374.27
A-T02159,T02159,V0521,2024-12-24,6262462.08
A-T02160,T02160,V0334,2026-02-24,9375731.96
A-T02161,T02161,V0380,2025-04-25,508268.9
A-T02162,T02162,V0359,2026-07-23,27168931.29
A-T02163,T02163,V0071,2024-11-10,280198969.79
A-T02164,T02164,V0470,2025-03-27,10886168.28
A-T02165,T02165,V0443,2024-10-03,8911188.42
A-T02166,T02166,V0536,2026-08-09,9780632.1
A-T02167,T02167,V0185,2026-04-11,70505310.28
A-T02168,T02168,V0033,2026-06-06,4956956.25
A-T02169,T02169,V0377,2024-07-30,17467988.02
A-T02170,T02170,V0322,2024-11-30,9399746.46
A-T02171,T02171,V0013,2024-12-19,7835244.5
A-T02172,T02172,V0034,2024-06-24,5834802.18
A-T02173,T02173,V0420,2025-07-05,5996687.81
A-T02174,T02174,V0324,2025-11-04,10273110.04
A-T02175,T02175,V0005,2024-08-24,1703499.65
A-T02176,T02176,V0184,2026-04-21,10427068.87
A-T02177,T02177,V0520,2026-02-13,13046231.99
A-T02178,T02178,V0322,2025-11-08,6598149.95
A-T02179,T02179,V0531,2026-06-06,4506898.09
A-T02180,T02180,V0079,2025-03-15,14599739.7
A-T02181,T02181,V0275,2024-11-13,3989230.32
A-T02182,T02182,V0464,2026-03-20,9185392.28
A-T02183,T02183,V0081,2025-03-14,109780011.67
A-T02184,T02184,V0012,2024-10-10,3768566.01
A-T02185,T02185,V0322,2026-06-06,4959863.7
A-T02186,T02186,V0521,2024-05-07,2491760.87
A-T02187,T02187,V0525,2024-06-10,10337036.88
A-T02188,T02188,V0426,2024-03-11,171029204.88
A-T02189,T02189,V0431,2025-09-21,8005857.27
A-T02190,T02190,V0342,2025-09-07,13909531.14
A-T02191,T02191,V0491,2025-10-01,10560805.26
A-T02192,T02192,V0512,2025-05-13,17537631.43
A-T02193,T02193,V0309,2026-01-11,18374187.7
A-T02194,T02194,V0020,2024-02-29,3479589.13
A-T02195,T02195,V0335,2024-08-04,3932120.45
A-T02196,T02196,V0546,2025-10-06,1736942.03
A-T02197,T02197,V0028,2026-02-22,16284456.21
A-T02198,T02198,V0248,2026-07-29,57490337.54
A-T02199,T02199,V0270,2025-03-04,66167570.86
A-T02200,T02200,V0395,2024-06-23,5720208.15
A-T02201,T02201,V0005,2024-11-18,10923508.03
A-T02202,T02202,V0434,2025-06-29,10099989.9
A-T02203,T02203,V0159,2025-09-06,22185634.13
A-T02204,T02204,V0505,2024-08-09,4117203.11
A-T02205,T02205,V0418,2025-10-13,2623363.43
A-T02206,T02206,V0221,2024-03-07,9500837.57
A-T02207,T02207,V0259,2025-06-08,13680605.09
A-T02208,T02208,V0219,2025-01-03,2046856.5
A-T02209,T02209,V0346,2025-12-08,26212049.65
A-T02210,T02210,V0020,2025-02-08,15550943.49
A-T02211,T02211,V0034,2025-10-06,4705042.96
A-T02212,T02212,V0400,2025-04-09,19606940.76
A-T02213,T02213,V0434,2024-11-14,11930394.56
A-T02214,T02214,V0447,2024-03-26,3728133.96
A-T02215,T02215,V0390,2025-06-29,7066627.9
A-T02216,T02216,V0528,2026-03-29,6190386.72
A-T02217,T02217,V0289,2024-10-06,58938704.83
A-T02218,T02218,V0451,2025-07-01,1153125.4
A-T02219,T02219,V0014,2025-08-03,13578337.05
A-T02220,T02220,V0504,2025-10-15,16401011.77
A-T02221,T02221,V0356,2025-03-25,15439600.3
A-T02222,T02222,V0080,2024-06-04,4920941.51
A-T02223,T02223,V0355,2026-05-13,5426293.76
A-T02224,T02224,V0212,2025-12-31,24813630.18
A-T02225,T02225,V0246,2024-06-19,9390988.87
A-T02226,T02226,V0244,2025-04-05,4463217.22
A-T02227,T02227,V0103,2026-04-28,44497550.4
A-T02228,T02228,V0223,2026-03-15,7362349.49
A-T02229,T02229,V0259,2024-03-08,28043876.88
A-T02230,T02230,V0502,2025-06-14,6537447.68
A-T02231,T02231,V0535,2024-04-26,3867776.33
A-T02232,T02232,V0475,2024-04-16,9861859.4
A-T02233,T02233,V0120,2025-03-18,35340393.7
A-T02234,T02234,V0531,2024-09-08,27472743.1
A-T02235,T02235,V0388,2026-09-21,507184.13
A-T02236,T02236,V0028,2024-09-18,29794562.26
A-T02237,T02237,V0510,2024-04-14,14292025.79
A-T02238,T02238,V0080,2024-07-27,2725302.01
A-T02239,T02239,V0277,2026-08-19,8455980.81
A-T02240,T02240,V0385,2026-03-06,76166310.26
A-T02241,T02241,V0025,2026-07-15,2450413.65
A-T02242,T02242,V0003,2026-01-21,3759406.63
A-T02243,T02243,V0502,2025-11-16,1902315.66
A-T02244,T02244,V0362,2026-07-12,16909233.12
A-T02245,T02245,V0134,2025-06-28,21455651.71
A-T02246,T02246,V0429,2025-09-30,9804343.35
A-T02247,T02247,V0396,2026-04-23,6026591.9
A-T02248,T02248,V0384,2024-07-01,13073403.06
A-T02249,T02249,V0297,2025-04-04,5429913.36
A-T02250,T02250,V0209,2025-09-27,44770354.55
A-T02251,T02251,V0523,2025-04-09,25291460.56
A-T02252,T02252,V0366,2026-07-08,19400900.1
A-T02253,T02253,V0513,2025-09-05,3615886.1
A-T02254,T02254,V0355,2024-05-25,7707881.06
A-T02255,T02255,V0080,2026-09-24,29056584.21
A-T02256,T02256,V0350,2026-05-19,2792013.2
A-T02257,T02257,V0041,2026-06-12,6153541.35
A-T02258,T02258,V0344,2024-08-08,8086733.82
A-T02259,T02259,V0020,2026-08-27,9352537.66
A-T02260,T02260,V0390,2026-07-24,8493474.94
A-T02261,T02261,V0395,2026-09-12,6886951.68
A-T02262,T02262,V0436,2024-05-11,2017870.15
A-T02263,T02263,V0164,2024-11-30,10010753.93
A-T02264,T02264,V0042,2024-06-01,5320610.16
A-T02265,T02265,V0274,2026-08-22,22182935.69
A-T02266,T02266,V0291,2025-09-26,11888614.92
A-T02267,T02267,V0526,2026-04-23,14067700.31
A-T02268,T02268,V0359,2025-06-21,34033932.78
A-T02269,T02269,V0153,2024-04-21,15417324.34
A-T02270,T02270,V0282,2026-07-29,16795036.17
A-T02271,T02271,V0123,2025-08-26,5851129.3
A-T02272,T02272,V0417,2025-10-11,27481665.09
A-T02273,T02273,V0166,2025-06-05,23616321.34
A-T02274,T02274,V0020,2024-11-24,12352030.93
A-T02275,T02275,V0417,2025-09-09,4965862.62
A-T02276,T02276,V0144,2026-08-10,5473162.03
A-T02277,T02277,V0303,2025-05-20,40586210.11
A-T02278,T02278,V0153,2025-06-22,14070194.09
A-T02279,T02279,V0244,2025-05-12,12067091.16
A-T02280,T02280,V0509,2025-11-05,7776512.64
A-T02281,T02281,V0034,2026-07-27,15340334.91
A-T02282,T02282,V0308,2025-08-30,29452540.84
A-T02283,T02283,V0274,2026-08-22,129355835.5
A-T02284,T02284,V0020,2026-05-19,14604180.29
A-T02285,T02285,V0147,2026-04-05,2774509.38
A-T02286,T02286,V0031,2024-06-03,36679441.38
A-T02287,T02287,V0184,2026-09-11,17224663.15
A-T02288,T02288,V0415,2026-06-21,126139010.24
A-T02289,T02289,V0421,2026-07-10,22927460.76
A-T02290,T02290,V0298,2026-05-09,10249991.39
A-T02291,T02291,V0001,2026-08-10,12517263.39
A-T02292,T02292,V0213,2025-07-31,20292391.38
A-T02293,T02293,V0547,2026-06-10,13213331.79
A-T02294,T02294,V0060,2024-07-05,12070744.87
A-T02295,T02295,V0091,2026-06-20,4524572.6
A-T02296,T02296,V0093,2024-10-13,1497210.88
A-T02297,T02297,V0030,2025-11-24,101948672.47
A-T02298,T02298,V0182,2025-06-21,31066170.04
A-T02299,T02299,V0162,2026-03-05,21522514.05
A-T02300,T02300,V0094,2026-09-02,19772150.32
A-T02301,T02301,V0266,2024-12-12,8163034.03
A-T02302,T02302,V0003,2024-07-31,4928236.65
A-T02303,T02303,V0359,2025-04-14,10608103.09
A-T02304,T02304,V0255,2025-01-17,4895999.35
A-T02305,T02305,V0010,2025-11-27,4521197.45
A-T02306,T02306,V0537,2025-11-06,124775661.21
A-T02307,T02307,V0318,2024-07-14,28402894.28
A-T02308,T02308,V0023,2024-03-18,17470422.8
A-T02309,T02309,V0396,2024-12-01,3827448.27
A-T02310,T02310,V0479,2024-05-31,14476414.37
A-T02311,T02311,V0368,2025-04-19,14856990.64
A-T02312,T02312,V0082,2025-04-19,1453381.08
A-T02313,T02313,V0504,2026-05-18,96217352.52
A-T02314,T02314,V0352,2024-11-05,1213701.33
A-T02315,T02315,V0195,2025-10-11,2382684.65
A-T02316,T02316,V0434,2026-09-19,9854719.54
A-T02317,T02317,V0404,2024-07-06,7186915.03
A-T02318,T02318,V0424,2026-08-26,1654248.7
A-T02319,T02319,V0471,2025-03-05,8136980.68
A-T02320,T02320,V0254,2025-01-10,559720.07
A-T02321,T02321,V0368,2024-06-28,57233039.71
A-T02322,T02322,V0057,2025-09-07,59464495.17
A-T02323,T02323,V0169,2025-07-23,2219313.03
A-T02324,T02324,V0065,2026-09-20,8739109.85
A-T02325,T02325,V0284,2026-02-18,19519270.96
A-T02326,T02326,V0370,2026-03-24,138861065.48
A-T02327,T02327,V0503,2025-12-21,3905455.1
A-T02328,T02328,V0243,2026-08-08,4986662.04
A-T02329,T02329,V0291,2024-04-27,9388845.21
A-T02330,T02330,V0072,2025-11-16,37117503.59
A-T02331,T02331,V0503,2025-06-01,37515242.58
A-T02332,T02332,V0074,2025-06-27,69360117.41
A-T02333,T02333,V0470,2025-05-31,17107433.74
A-T02334,T02334,V0435,2026-01-05,4766082.59
A-T02335,T02335,V0533,2025-11-24,55219063.41
A-T02336,T02336,V0201,2025-04-04,68572693.46
A-T02337,T02337,V0417,2025-08-11,9709484.19
A-T02338,T02338,V0455,2026-05-01,29913471.87
A-T02339,T02339,V0394,2024-11-16,12230016.26
A-T02340,T02340,V0039,2024-03-17,1921762.11
A-T02341,T02341,V0286,2026-03-16,20508926.23
A-T02342,T02342,V0438,2026-06-18,28117370.04
A-T02343,T02343,V0344,2025-09-06,3051538.73
A-T02344,T02344,V0066,2026-02-18,15420232.16
A-T02345,T02345,V0009,2026-04-29,15046337.18
A-T02346,T02346,V0168,2026-09-15,2770563.71
A-T02347,T02347,V0091,2026-08-11,8132456.22
A-T02348,T02348,V0244,2025-12-21,3920501.65
A-T02349,T02349,V0346,2026-04-08,15919851.41
A-T02350,T02350,V0345,2025-10-18,19965854.67
A-T02351,T02351,V0244,2025-09-04,89348633.94
A-T02352,T02352,V0453,2026-08-27,38712004.67
A-T02353,T02353,V0526,2024-05-02,16949715.85
A-T02354,T02354,V0014,2026-05-04,37265465.36
A-T02355,T02355,V0504,2025-06-26,2439401.37
A-T02356,T02356,V0435,2025-01-21,16458326.06
A-T02357,T02357,V0325,2025-05-09,42803880.54
A-T02358,T02358,V0411,2026-04-07,18663732.48
A-T02359,T02359,V0420,2025-06-20,3058924.53
A-T02360,T02360,V0379,2024-07-22,54061366.27
A-T02361,T02361,V0461,2024-08-31,24698950.21
A-T02362,T02362,V0365,2026-09-16,2212201.81
A-T02363,T02363,V0069,2025-01-06,22688338.8
A-T02364,T02364,V0377,2025-12-28,5511178.41
A-T02365,T02365,V0439,2026-05-20,11634394.37
A-T02366,T02366,V0120,2026-08-23,979457.46
A-T02367,T02367,V0220,2026-08-26,84085380.09
A-T02368,T02368,V0026,2024-09-19,4677779.13
A-T02369,T02369,V0092,2024-11-29,5332730.94
A-T02370,T02370,V0329,2024-11-18,1259790.86
A-T02371,T02371,V0249,2024-08-02,25533032.68
A-T02372,T02372,V0531,2025-11-06,2346044.1
A-T02373,T02373,V0212,2024-02-15,13457361.73
A-T02374,T02374,V0010,2026-09-08,2496796.98
A-T02375,T02375,V0336,2024-10-30,7679084.94
A-T02376,T02376,V0298,2026-07-07,17010208.0
A-T02377,T02377,V0433,2026-05-21,62443185.01
A-T02378,T02378,V0012,2026-08-08,19158444.8
A-T02379,T02379,V0395,2024-03-07,14228865.01
A-T02380,T02380,V0413,2026-09-05,3583002.84
A-T02381,T02381,V0275,2024-09-22,10436935.19
A-T02382,T02382,V0464,2026-04-06,81405993.24
A-T02383,T02383,V0383,2025-02-17,1758731.53
A-T02384,T02384,V0327,2025-11-23,215818052.8
A-T02385,T02385,V0402,2024-04-30,2624333.55
A-T02386,T02386,V0549,2026-07-13,14384001.49
A-T02387,T02387,V0517,2025-05-28,15633720.17
A-T02388,T02388,V0358,2026-01-16,44691776.7
A-T02389,T02389,V0086,2024-08-01,12655488.89
A-T02390,T02390,V0071,2025-04-07,2384969.5
A-T02391,T02391,V0438,2026-05-26,13856194.0
A-T02392,T02392,V0327,2026-05-27,16608949.61
A-T02393,T02393,V0065,2026-03-10,6327084.66
A-T02394,T02394,V0384,2024-07-16,5541717.89
A-T02395,T02395,V0395,2025-07-26,4320808.81
A-T02396,T02396,V0042,2026-02-17,17046162.08
A-T02397,T02397,V0344,2026-07-24,22007274.17
A-T02398,T02398,V0454,2024-05-13,3492520.06
A-T02399,T02399,V0104,2025-03-15,2042906.26
A-T02400,T02400,V0263,2025-02-07,20210379.2
A-T02401,T02401,V0388,2026-03-17,1000919.33
A-T02402,T02402,V0026,2024-10-02,2991829.71
A-T02403,T02403,V0243,2024-02-03,8117768.98
A-T02404,T02404,V0064,2026-06-02,4548019.52
A-T02405,T02405,V0545,2025-06-12,10796346.05
A-T02406,T02406,V0163,2026-09-27,58242645.25
A-T02407,T02407,V0336,2025-03-17,4528177.75
A-T02408,T02408,V0459,2026-05-16,4981679.28
A-T02409,T02409,V0363,2025-01-17,118759135.88
A-T02410,T02410,V0141,2026-06-04,7544552.99
A-T02411,T02411,V0167,2024-05-23,26813839.34
A-T02412,T02412,V0182,2024-05-22,11394789.02
A-T02413,T02413,V0526,2024-12-14,9990799.92
A-T02414,T02414,V0484,2024-02-28,6292095.46
A-T02415,T02415,V0409,2026-06-15,6661170.5
A-T02416,T02416,V0407,2025-02-22,7052540.72
A-T02417,T02417,V0030,2024-11-10,7148008.62
A-T02418,T02418,V0120,2025-09-25,33316356.05
A-T02419,T02419,V0335,2025-03-27,3884934.52
A-T02420,T02420,V0387,2025-08-31,18476704.71
A-T02421,T02421,V0334,2026-03-28,7076061.98
A-T02422,T02422,V0164,2024-05-22,10746420.31
A-T02423,T02423,V0047,2025-07-09,5323279.42
A-T02424,T02424,V0184,2026-03-18,8781315.83
A-T02425,T02425,V0262,2026-05-05,21797986.29
A-T02426,T02426,V0242,2025-11-01,44872341.83
A-T02427,T02427,V0308,2025-06-10,14491421.42
A-T02428,T02428,V0072,2026-05-21,2765438.97
A-T02429,T02429,V0453,2025-09-20,5774598.95
A-T02430,T02430,V0005,2025-10-07,12626186.36
A-T02431,T02431,V0093,2024-11-04,2731161.39
A-T02432,T02432,V0438,2024-06-11,11541934.92
A-T02433,T02433,V0223,2025-02-10,13344625.74
A-T02434,T02434,V0245,2026-06-23,22200450.52
A-T02435,T02435,V0344,2026-03-06,8919889.34
A-T02436,T02436,V0201,2026-09-17,6970589.75
A-T02437,T02437,V0129,2025-09-16,10947712.04
A-T02438,T02438,V0148,2025-02-13,3633532.85
A-T02439,T02439,V0336,2025-08-11,3671570.42
A-T02440,T02440,V0328,2026-06-24,3045691.68
A-T02441,T02441,V0495,2024-10-20,26798623.16
A-T02442,T02442,V0132,2024-12-13,1471532.81
A-T02443,T02443,V0038,2026-05-08,3110522.37
A-T02444,T02444,V0231,2026-07-08,2944479.78
A-T02445,T02445,V0026,2026-04-12,6675577.9
A-T02446,T02446,V0217,2026-07-31,13649991.12
A-T02447,T02447,V0215,2026-03-16,5487073.64
A-T02448,T02448,V0035,2026-01-21,20537084.58
A-T02449,T02449,V0220,2024-12-16,5370999.36
A-T02450,T02450,V0274,2026-08-27,62886724.0
A-T02451,T02451,V0166,2026-05-11,18936546.99
A-T02452,T02452,V0481,2024-02-28,4911676.07
A-T02453,T02453,V0464,2025-12-31,35180955.72
A-T02454,T02454,V0250,2025-11-02,20547405.22
A-T02455,T02455,V0304,2025-08-14,1911790.69
A-T02456,T02456,V0122,2026-05-19,35070459.93
A-T02457,T02457,V0114,2024-06-15,4140538.57
A-T02458,T02458,V0121,2026-01-22,5762584.9
A-T02459,T02459,V0241,2025-11-02,9231796.23
A-T02460,T02460,V0138,2024-12-30,8499376.92
A-T02461,T02461,V0256,2026-09-04,14903273.77
A-T02462,T02462,V0113,2026-06-10,3423259.58
A-T02463,T02463,V0379,2024-04-07,4959103.3
A-T02464,T02464,V0269,2024-09-08,87345853.99
A-T02465,T02465,V0363,2025-02-14,8569617.95
A-T02466,T02466,V0511,2025-09-04,2664765.52
A-T02467,T02467,V0024,2025-08-26,2946201.01
A-T02468,T02468,V0042,2026-07-19,12983729.21
A-T02469,T02469,V0408,2026-07-08,2596777.05
A-T02470,T02470,V0288,2024-12-21,5342816.11
A-T02471,T02471,V0291,2024-05-21,7467929.73
A-T02472,T02472,V0256,2026-04-18,5061722.92
A-T02473,T02473,V0338,2025-06-03,15896030.96
A-T02474,T02474,V0094,2025-05-05,3491437.05
A-T02475,T02475,V0298,2026-01-14,11543536.01
A-T02476,T02476,V0270,2024-06-10,17581404.17
A-T02477,T02477,V0365,2026-04-21,13882634.64
A-T02478,T02478,V0171,2026-03-08,11582167.44
A-T02479,T02479,V0460,2024-10-26,1404484.81
A-T02480,T02480,V0120,2025-08-29,9046733.81
A-T02481,T02481,V0505,2025-03-08,19529703.19
A-T02482,T02482,V0421,2024-02-19,11891365.71
A-T02483,T02483,V0066,2025-05-04,1273980.35
A-T02484,T02484,V0523,2026-01-09,775413.27
A-T02485,T02485,V0487,2026-07-24,35936722.95
A-T02486,T02486,V0380,2024-03-14,3685140.92
A-T02487,T02487,V0217,2024-09-01,2169475.55
A-T02488,T02488,V0082,2025-07-23,22661214.22
A-T02489,T02489,V0011,2025-10-23,4606288.53
A-T02490,T02490,V0355,2025-11-05,8628239.16
A-T02491,T02491,V0271,2026-09-11,31443903.16
A-T02492,T02492,V0213,2025-02-11,6841189.68
A-T02493,T02493,V0402,2026-06-23,5431540.69
A-T02494,T02494,V0035,2026-03-10,7049976.72
A-T02495,T02495,V0437,2026-02-02,138211785.36
A-T02496,T02496,V0275,2025-06-13,3801046.76
A-T02497,T02497,V0541,2025-02-24,21886206.26
A-T02498,T02498,V0030,2025-10-07,4302415.05
A-T02499,T02499,V0182,2026-03-01,3137265.2
A-T02500,T02500,V0028,2026-08-09,10002482.15
