vendor_a,vendor_b,shared_tenders,expected_conditional_shared,conditional_enrichment,weighted_market_overlap,market_count,market_concentration,shrunk_win_uplift,persistence,enrichment_signal,win_effect_signal,specialization_discount,breadth_signal,relationship_strength,context_adjusted_strength
V0216,V0429,3,1.3913,2.1562,0.2308,1,1.0,0.0,0.7,0.47932400775392037,0.0,0.44999999999999996,0.25,0.34526340271387207,0.15536853122124242
V0114,V0531,3,1.6,1.875,0.4286,1,1.0,0.0,0.7667,0.4404081722121619,0.0,0.44999999999999996,0.25,0.3449828602742566,0.15524228712341545
V0181,V0308,3,1.0833,2.7692,0.2,1,1.0,0.0,0.5685,0.5533447571302814,0.0,0.44999999999999996,0.25,0.3448706649955985,0.1551917992480193
V0202,V0408,3,1.3968,2.1477,0.1875,1,1.0,0.0,0.7,0.47819937777077737,0.0,0.44999999999999996,0.25,0.34486978221977205,0.15519140199889742
V0113,V0277,8,7.3684,1.0857,0.5,1,1.0,-0.114,1.0,0.30656240022633563,0.0,0.44999999999999996,0.25,0.34479684007921746,0.15515857803564784
V0113,V0481,8,7.3684,1.0857,0.5,1,1.0,-0.0366,1.0,0.30656240022633563,0.0,0.44999999999999996,0.25,0.34479684007921746,0.15515857803564784
V0309,V0319,4,2.4706,1.619,0.2667,1,1.0,-0.043,0.8333,0.40151568604661586,0.0,0.44999999999999996,0.25,0.3446904901163156,0.15511072055234199
V0094,V0386,3,1.2,2.5,0.1875,1,1.0,0.0,0.6216,0.522442736639361,0.0,0.44999999999999996,0.25,0.34467495782377633,0.15510373102069933
V0007,V0242,3,1.5,2.0,0.1875,1,1.0,0.0,0.7333,0.45815690999132613,0.0,0.44999999999999996,0.25,0.34451491849696414,0.15503171332363386
V0212,V0525,3,1.5,2.0,0.2308,1,1.0,0.0,0.7333,0.45815690999132613,0.0,0.44999999999999996,0.25,0.34451491849696414,0.15503171332363386
V0242,V0292,3,1.5,2.0,0.1875,1,1.0,0.0,0.7333,0.45815690999132613,0.0,0.44999999999999996,0.25,0.34451491849696414,0.15503171332363386
V0219,V0364,3,1.5,2.0,0.2308,1,1.0,0.0,0.7333,0.45815690999132613,0.0,0.44999999999999996,0.25,0.34451491849696414,0.15503171332363386
V0329,V0406,5,2.8889,1.7308,0.2273,1,1.0,0.0,0.8,0.4189484911864458,0.0,0.44999999999999996,0.25,0.344131971915256,0.1548593873618652
V0473,V0523,3,1.4118,2.125,0.4286,1,1.0,0.0,0.7,0.4751810039888157,0.0,0.44999999999999996,0.25,0.34381335139608543,0.15471600812823844
V0501,V0513,3,1.625,1.8462,0.1875,1,1.0,0.0,0.7667,0.43620953055499656,0.0,0.44999999999999996,0.25,0.3435133356942488,0.15458100106241193
V0025,V0041,9,8.4333,1.0672,0.36,1,1.0,-0.1097,1.0,0.3028468519222142,0.0,0.44999999999999996,0.25,0.34349639817277494,0.15457337917774872
V0336,V0514,3,1.5167,1.978,0.1765,1,1.0,0.0,0.7333,0.45508740379154006,0.0,0.44999999999999996,0.25,0.34344059132703897,0.1545482660971675
V0383,V0502,5,2.9167,1.7143,0.2632,1,1.0,0.0,0.8,0.41642106082884556,0.0,0.44999999999999996,0.25,0.34324737129009597,0.15446131708054317
V0063,V0513,3,1.6327,1.8375,0.1667,1,1.0,0.0,0.7667,0.4349328324044852,0.0,0.44999999999999996,0.25,0.34306649134156986,0.1543799211037064
V0034,V0483,4,2.0361,1.9645,0.1818,1,1.0,0.0,0.7333,0.45319259622922753,0.0,0.44999999999999996,0.25,0.3427774086802296,0.1542498339061033
V0299,V0387,3,1.4286,2.1,0.1765,1,1.0,0.0,0.7,0.47183132821757545,0.0,0.44999999999999996,0.25,0.34264096487615137,0.1541884341942681
V0082,V0327,3,1.7647,1.7,0.375,1,1.0,0.0,0.8,0.4142181621848512,0.0,0.44999999999999996,0.25,0.3424763567646979,0.15411436054411404
V0010,V0452,5,2.7451,1.8214,0.2632,1,1.0,0.0,0.7667,0.4325598483906272,0.0,0.44999999999999996,0.25,0.34223594693671955,0.15400617612152379
V0309,V0504,5,3.1765,1.5741,0.3125,1,1.0,-0.0678,0.8333,0.3943041087673244,0.0,0.44999999999999996,0.25,0.3421664380685635,0.15397489713085355
V0023,V0367,5,2.75,1.8182,0.2778,1,1.0,0.0,0.7667,0.4320865865295814,0.0,0.44999999999999996,0.25,0.3420703052853535,0.15393163737840906
V0050,V0113,3,2.6316,1.14,0.25,1,1.0,-0.1324,0.9667,0.31728067429145523,0.0,0.44999999999999996,0.25,0.3418882360020093,0.15384970620090416
V0138,V0249,3,1.5424,1.9451,0.1765,1,1.0,0.0,0.7333,0.45045452344710185,0.0,0.44999999999999996,0.25,0.3418190832064856,0.1538185874429185
V0249,V0363,3,1.5424,1.9451,0.1765,1,1.0,0.0,0.7333,0.45045452344710185,0.0,0.44999999999999996,0.25,0.3418190832064856,0.1538185874429185
V0020,V0460,6,5.3333,1.125,0.2727,1,1.0,0.0148,0.9333,0.31434725733318625,0.02466666666666667,0.44999999999999996,0.25,0.3415815400666152,0.1537116930299768
V0250,V0547,3,1.4444,2.0769,0.1765,1,1.0,0.0,0.7,0.46871212824596975,0.0,0.44999999999999996,0.25,0.3415492448860894,0.15369716019874022
V0224,V0339,3,1.3714,2.1875,0.1765,1,1.0,0.0,0.6742,0.48343934100662456,0.0,0.44999999999999996,0.25,0.34154376935231856,0.15369469620854334
V0258,V0367,4,2.0625,1.9394,0.25,1,1.0,0.0,0.7333,0.44964660930840783,0.0,0.44999999999999996,0.25,0.3415363132579427,0.1536913409660742
V0336,V0434,4,2.3833,1.6783,0.2,1,1.0,0.0,0.8,0.41085291591716816,0.0,0.44999999999999996,0.25,0.34129852057100885,0.15358433425695397
V0421,V0426,3,1.6667,1.8,0.2143,1,1.0,0.0,0.7667,0.4293846478038972,0.0,0.44999999999999996,0.25,0.341124626731364,0.15350608202911378
V0078,V0421,3,1.6667,1.8,0.2143,1,1.0,0.0,0.7667,0.4293846478038972,0.0,0.44999999999999996,0.25,0.341124626731364,0.15350608202911378
V0191,V0320,4,2.2286,1.7949,0.1905,1,1.0,0.0,0.7667,0.42862436047602925,0.0,0.44999999999999996,0.25,0.3408585261666103,0.1533863367749746
V0295,V0307,4,3.2667,1.2245,0.2353,1,1.0,0.0265,0.8667,0.33343081340282904,0.04416666666666667,0.44999999999999996,0.25,0.34079078469099017,0.15335585311094557
V0091,V0340,3,1.56,1.9231,0.1579,1,1.0,0.0,0.7333,0.4473275831261553,0.0,0.44999999999999996,0.25,0.3407246540941543,0.15332609434236943
V0043,V0427,3,1.4571,2.0588,0.15,1,1.0,0.0,0.7,0.46625167281938384,0.0,0.44999999999999996,0.25,0.3406880854867843,0.15330963846905293
V0043,V0437,3,1.4571,2.0588,0.15,1,1.0,0.0,0.7,0.46625167281938384,0.0,0.44999999999999996,0.25,0.3406880854867843,0.15330963846905293
V0383,V0509,3,1.4583,2.0571,0.2143,1,1.0,0.0,0.7,0.4660198328338772,0.0,0.44999999999999996,0.25,0.340606941491857,0.15327312367133564
V0061,V0424,3,1.5625,1.92,0.1765,1,1.0,0.0,0.7333,0.4468850781083697,0.0,0.44999999999999996,0.25,0.34056977733792937,0.1532563998020682
V0259,V0456,4,2.0862,1.9174,0.2222,1,1.0,0.0,0.7333,0.44651358248038303,0.0,0.44999999999999996,0.25,0.340439753868134,0.1531978892406603
V0129,V0175,3,1.4651,2.0476,0.2308,1,1.0,0.0,0.7,0.46472187849816043,0.0,0.44999999999999996,0.25,0.3401526574743561,0.15306869586346022
V0200,V0240,3,1.6842,1.7812,0.1765,1,1.0,0.0,0.7667,0.42657513063487984,0.0,0.44999999999999996,0.25,0.34014129572220797,0.15306358307499357
V0384,V0513,5,3.25,1.5385,0.25,1,1.0,-0.089,0.8333,0.38849626419178657,0.0,0.44999999999999996,0.25,0.3401336924671253,0.15306016161020639
V0039,V0468,4,2.2469,1.7802,0.1739,1,1.0,0.0,0.7667,0.4264251567448813,0.0,0.44999999999999996,0.25,0.34008880486070847,0.1530399621873188
V0081,V0387,3,1.5714,1.9091,0.1667,1,1.0,0.0,0.7333,0.4453254348136262,0.0,0.44999999999999996,0.25,0.3400239021847691,0.15301075598314606
V0204,V0469,3,1.5714,1.9091,0.1765,1,1.0,0.0,0.7333,0.4453254348136262,0.0,0.44999999999999996,0.25,0.3400239021847691,0.15301075598314606
V0016,V0219,4,2.25,1.7778,0.2667,1,1.0,0.0,0.7667,0.4260649992056132,0.0,0.44999999999999996,0.25,0.3399627497219646,0.15298323737488406
V0178,V0513,5,3.5208,1.4201,0.2381,1,1.0,-0.1385,0.8667,0.3685769231270415,0.0,0.44999999999999996,0.25,0.3398419230944645,0.152928865392509
V0092,V0276,3,1.575,1.9048,0.2308,1,1.0,0.0,0.7333,0.44470855471245396,0.0,0.44999999999999996,0.25,0.3398079941493588,0.15291359736721144
V0025,V0407,7,5.3667,1.3043,0.3043,1,1.0,-0.1132,0.9,0.34812902471608564,0.0,0.44999999999999996,0.25,0.33934515865063,0.15270532139278348
V0144,V0223,6,6.4,0.9375,0.2727,1,1.0,0.0105,1.0,0.2758245907351515,0.0175,0.44999999999999996,0.25,0.339288606757303,0.15267987304078634
V0050,V0460,3,2.5,1.2,0.6,1,1.0,-0.1239,0.9333,0.32881225852876034,0.0,0.44999999999999996,0.25,0.3392442904850661,0.15265993071827974
V0259,V0502,4,2.2759,1.7576,0.2105,1,1.0,0.0,0.7667,0.42302128359290203,0.0,0.44999999999999996,0.25,0.33889744925751575,0.15250385216588208
V0091,V0201,3,1.4848,2.0204,0.1667,1,1.0,0.0,0.7,0.46098313195185203,0.0,0.44999999999999996,0.25,0.33884409618314815,0.15247984328241665
V0191,V0346,3,1.4857,2.0192,0.1667,1,1.0,0.0,0.7,0.4608174127398862,0.0,0.44999999999999996,0.25,0.33878609445896013,0.15245374250653204
V0368,V0547,5,3.3016,1.5144,0.2083,1,1.0,0.0,0.8333,0.38451813011216146,0.0,0.44999999999999996,0.25,0.3387413455392565,0.1524336054926654
V0014,V0244,4,2.6471,1.5111,0.2667,1,1.0,-0.0544,0.8333,0.38397044049341605,0.0,0.44999999999999996,0.25,0.3385496541726956,0.15234734437771302
V0217,V0263,4,2.2857,1.75,0.2353,1,1.0,0.0,0.7667,0.42187034736422424,0.0,0.44999999999999996,0.25,0.33849462157747845,0.1523225797098653
V0060,V0242,3,1.4915,2.0114,0.1875,1,1.0,0.0,0.7,0.4597386297109993,0.0,0.44999999999999996,0.25,0.3384085203988497,0.15228383417948235
V0249,V0412,5,2.8644,1.7456,0.2381,1,1.0,0.0,0.7667,0.42120256116641214,0.0,0.44999999999999996,0.25,0.33826089640824425,0.1522174033837099
V0028,V0172,4,2.1343,1.8741,0.2,1,1.0,0.0,0.7333,0.44027760250373876,0.0,0.44999999999999996,0.25,0.3382571608763085,0.1522157223943388
V0025,V0223,10,9.2,1.087,0.4,1,1.0,-0.0678,0.9667,0.3068222521813729,0.0,0.44999999999999996,0.25,0.3382277882634805,0.1522025047185662
V0367,V0509,3,1.6042,1.8701,0.2,1,1.0,0.0,0.7333,0.439696797575175,0.0,0.44999999999999996,0.25,0.3380538791513112,0.15212424561809001
V0091,V0275,3,1.7229,1.7413,0.1429,1,1.0,0.0,0.7667,0.4205489171596916,0.0,0.44999999999999996,0.25,0.3380321210058921,0.15211445445265143
V0127,V0278,3,1.8529,1.619,0.2308,1,1.0,0.0,0.8,0.40151568604661586,0.0,0.44999999999999996,0.25,0.3380304901163156,0.15211372055234199
V0049,V0540,3,1.4,2.1429,0.3,1,1.0,0.0,0.6667,0.4775629501272032,0.0,0.44999999999999996,0.25,0.33798703254452106,0.15209416464503447
V0119,V0295,6,6.0667,0.989,0.2857,1,1.0,-0.05,1.0,0.2867648173263884,0.0,0.44999999999999996,0.25,0.33786768606423595,0.15204045872890617
V0023,V0080,3,1.5,2.0,0.2,1,1.0,0.0,0.7,0.45815690999132613,0.0,0.44999999999999996,0.25,0.33785491849696414,0.15203471332363386
V0172,V0483,5,3.1045,1.6106,0.2083,1,1.0,0.0,0.8,0.40017597551402306,0.0,0.44999999999999996,0.25,0.33756159142990805,0.1519027161434586
V0263,V0419,7,5.4857,1.276,0.3333,1,1.0,-0.1332,0.9,0.342975577621583,0.0,0.44999999999999996,0.25,0.33754145216755405,0.1518936534753993
V0215,V0308,3,1.7333,1.7308,0.1667,1,1.0,0.0,0.7667,0.4189484911864458,0.0,0.44999999999999996,0.25,0.337471971915256,0.1518623873618652
V0144,V0295,8,7.4667,1.0714,0.3636,1,1.0,-0.0492,0.9667,0.3036932911264281,0.0,0.44999999999999996,0.25,0.33713265189424985,0.1517096933524124
V0129,V0178,3,1.625,1.8462,0.1875,1,1.0,0.0,0.7333,0.43620953055499656,0.0,0.44999999999999996,0.25,0.3368333356942488,0.15157500106241192
V0172,V0313,5,2.9104,1.7179,0.2174,1,1.0,0.0,0.7667,0.41697380808738377,0.0,0.44999999999999996,0.25,0.33678083283058435,0.15155137477376293
V0016,V0327,3,1.75,1.7143,0.2143,1,1.0,0.0,0.7667,0.41642106082884556,0.0,0.44999999999999996,0.25,0.33658737129009597,0.15146431708054317
V0220,V0251,3,1.5217,1.9714,0.2143,1,1.0,0.0,0.7,0.4541621290033244,0.0,0.44999999999999996,0.25,0.3364567451511635,0.15140553531802356
V0063,V0403,3,1.6327,1.8375,0.1667,1,1.0,0.0,0.7333,0.4349328324044852,0.0,0.44999999999999996,0.25,0.3363864913415698,0.1513739211037064
V0231,V0277,3,1.6333,1.8367,0.1667,1,1.0,0.0,0.7333,0.4348152384122572,0.0,0.44999999999999996,0.25,0.33634533344428996,0.15135540004993048
V0022,V0331,3,1.5238,1.9688,0.1765,1,1.0,0.0,0.7,0.4537970624106358,0.0,0.44999999999999996,0.25,0.33632897184372246,0.15134803732967508
V0079,V0454,3,1.6383,1.8312,0.2,1,1.0,0.0,0.7333,0.43400588084675074,0.0,0.44999999999999996,0.25,0.3360620582963627,0.1512279262333632
V0061,V0414,4,2.1875,1.8286,0.2222,1,1.0,0.0,0.7333,0.4336227279812872,0.0,0.44999999999999996,0.25,0.3359279547934505,0.15116757965705271
V0254,V0370,3,1.7647,1.7,0.375,1,1.0,0.0,0.7667,0.4142181621848512,0.0,0.44999999999999996,0.25,0.3358163567646979,0.15111736054411404
V0029,V0293,3,1.5385,1.95,0.5,1,1.0,0.0,0.7,0.45114779724689547,0.0,0.44999999999999996,0.25,0.33540172903641335,0.150930778066386
V0132,V0280,3,1.65,1.8182,0.2143,1,1.0,0.0,0.7333,0.4320865865295814,0.0,0.44999999999999996,0.25,0.3353903052853534,0.15092563737840903
V0091,V0426,3,1.5429,1.9444,0.1667,1,1.0,0.0,0.7,0.45035539018438975,0.0,0.44999999999999996,0.25,0.33512438656453636,0.15080597395404136
V0378,V0431,4,2.3725,1.686,0.2222,1,1.0,0.0,0.7667,0.4120501463552146,0.0,0.44999999999999996,0.25,0.3350575512243251,0.1507758980509463
V0047,V0241,3,1.6596,1.8077,0.1875,1,1.0,0.0,0.7333,0.43052991286162434,0.0,0.44999999999999996,0.25,0.33484546950156846,0.15068046127570578
V0413,V0504,4,2.3824,1.679,0.2857,1,1.0,0.0,0.7667,0.4109618971859634,0.0,0.44999999999999996,0.25,0.3346766640150872,0.15060449880678922
V0336,V0494,4,2.3833,1.6783,0.2,1,1.0,0.0,0.7667,0.41085291591716816,0.0,0.44999999999999996,0.25,0.33463852057100885,0.15058733425695398
V0023,V0061,5,3.75,1.3333,0.2273,1,1.0,-0.0487,0.8667,0.3533446953177762,0.0,0.44999999999999996,0.25,0.33451064336122166,0.15052978951254972
V0368,V0483,3,1.6716,1.7946,0.15,1,1.0,0.0,0.7333,0.4285795944978389,0.0,0.44999999999999996,0.25,0.33416285807424356,0.15037328613340958
V0313,V0368,3,1.5672,1.9143,0.1579,1,1.0,0.0,0.7,0.44607021243899336,0.0,0.44999999999999996,0.25,0.3336245743536476,0.1501310584591414
V0091,V0438,3,1.4848,2.0204,0.1667,1,1.0,0.0,0.6737,0.46098313195185203,0.0,0.44999999999999996,0.25,0.3335840961831482,0.15011284328241667
V0023,V0513,5,3.25,1.5385,0.25,1,1.0,0.0,0.8,0.38849626419178657,0.0,0.44999999999999996,0.25,0.3334736924671253,0.15006316161020639
V0011,V0063,3,1.3061,2.2969,0.1765,1,1.0,0.0,0.6091,0.4975124003784405,0.0,0.44999999999999996,0.25,0.33344934013245414,0.15005220305960434
V0061,V0502,4,4.375,0.9143,0.16,1,1.0,0.069,0.8333,0.2708008260104174,0.11500000000000002,0.44999999999999996,0.25,0.3334402891036461,0.15004813009664072
V0129,V0344,5,3.5106,1.4242,0.2381,1,1.0,0.0,0.8333,0.36928283862075606,0.0,0.44999999999999996,0.25,0.3334089935172646,0.15003404708276905
V0204,V0475,3,1.5714,1.9091,0.1765,1,1.0,0.0,0.7,0.4453254348136262,0.0,0.44999999999999996,0.25,0.3333639021847691,0.15001375598314606
V0066,V0473,4,2.25,1.7778,0.2353,1,1.0,0.0,0.7333,0.4260649992056132,0.0,0.44999999999999996,0.25,0.3332827497219646,0.14997723737488405
V0387,V0496,4,2.6087,1.5333,0.2222,1,1.0,0.0,0.8,0.3876411164354603,0.0,0.44999999999999996,0.25,0.33317439075241106,0.14992847583858496
V0247,V0387,3,1.9565,1.5333,0.1875,1,1.0,0.0,0.8,0.3876411164354603,0.0,0.44999999999999996,0.25,0.33317439075241106,0.14992847583858496
V0231,V0465,5,3.0333,1.6484,0.2273,1,1.0,0.0,0.7667,0.40617106806834674,0.0,0.44999999999999996,0.25,0.3329998738239214,0.14984994322076461
V0223,V0307,3,2.8,1.0714,0.1875,1,1.0,0.0314,0.8667,0.3036932911264281,0.05233333333333333,0.44999999999999996,0.25,0.3328326518942498,0.1497746933524124
V0047,V0454,5,3.0426,1.6434,0.2632,1,1.0,0.0,0.7667,0.40538299498257796,0.0,0.44999999999999996,0.25,0.3327240482439023,0.149725821709756
V0451,V0454,3,0.7021,4.2727,0.2727,1,1.0,0.0,0.2623,0.6933341018603673,0.0,0.44999999999999996,0.25,0.3326269356511285,0.14968212104300782
V0174,V0215,3,1.7021,1.7625,0.2,1,1.0,0.0,0.7333,0.42376165396832743,0.0,0.44999999999999996,0.25,0.3324765788889146,0.14961446050001154
V0215,V0485,3,1.7021,1.7625,0.2,1,1.0,0.0,0.7333,0.42376165396832743,0.0,0.44999999999999996,0.25,0.3324765788889146,0.14961446050001154
V0298,V0383,3,1.4583,2.0571,0.2143,1,1.0,0.0,0.6589,0.4660198328338772,0.0,0.44999999999999996,0.25,0.332386941491857,0.14957412367133563
V0158,V0363,3,1.5904,1.8864,0.15,1,1.0,0.0,0.7,0.44205852645479543,0.0,0.44999999999999996,0.25,0.3322204842591784,0.14949921791663026
V0010,V0499,5,3.5686,1.4011,0.2273,1,1.0,0.0,0.8333,0.3652899172124299,0.0,0.44999999999999996,0.25,0.33201147102435047,0.14940516196095768
V0326,V0402,3,0.9231,3.25,0.375,1,1.0,0.0,0.4161,0.603412083651074,0.0,0.44999999999999996,0.25,0.3319142292778759,0.14936140317504415
V0033,V0168,3,1.5965,1.8791,0.1765,1,1.0,0.0,0.7,0.44100247300436357,0.0,0.44999999999999996,0.25,0.3318508655515272,0.14933288949818724
V0455,V0525,3,1.7143,1.75,0.2143,1,1.0,0.0,0.7333,0.42187034736422424,0.0,0.44999999999999996,0.25,0.33181462157747843,0.14931657970986528
V0024,V0509,3,1.6,1.875,0.1579,1,1.0,0.0,0.7,0.4404081722121619,0.0,0.44999999999999996,0.25,0.3316428602742566,0.14923928712341544
V0034,V0063,5,3.5918,1.392,0.2273,1,1.0,-0.0846,0.8333,0.36370639117637527,0.0,0.44999999999999996,0.25,0.33145723691173135,0.14915575661027908
V0338,V0513,3,1.8621,1.6111,0.1667,1,1.0,0.0,0.7667,0.40025584076723536,0.0,0.44999999999999996,0.25,0.3309295442685324,0.14891829492083955
V0243,V0395,3,1.619,1.8529,0.15,1,1.0,0.0,0.7,0.4371900777676392,0.0,0.44999999999999996,0.25,0.33051652721867364,0.14873243724840313
V0387,V0429,3,1.7391,1.725,0.2,1,1.0,0.0,0.7333,0.4180618059041901,0.0,0.44999999999999996,0.25,0.3304816320664665,0.14871673442990993
V0383,V0384,4,2.5,1.6,0.2222,1,1.0,0.0,0.7667,0.39847922295302907,0.0,0.44999999999999996,0.25,0.3303077280335602,0.14863847761510207
V0092,V0242,3,1.875,1.6,0.1765,1,1.0,0.0,0.7667,0.39847922295302907,0.0,0.44999999999999996,0.25,0.3303077280335602,0.14863847761510207
V0204,V0286,3,1.746,1.7182,0.1667,1,1.0,0.0,0.7333,0.4170198373059612,0.0,0.44999999999999996,0.25,0.3301169430570864,0.14855262437568886
V0258,V0456,3,1.5172,1.9773,0.1875,1,1.0,0.0,0.6667,0.4549893658504317,0.0,0.44999999999999996,0.25,0.33008627804765106,0.14853882512144295
V0501,V0502,3,1.75,1.7143,0.1765,1,1.0,0.0,0.7333,0.41642106082884556,0.0,0.44999999999999996,0.25,0.3299073712900959,0.14845831708054313
V0025,V0481,8,6.9,1.1594,0.3333,1,1.0,-0.0187,0.9,0.3210442149262433,0.0,0.44999999999999996,0.25,0.32986547522418513,0.1484394638508833
V0363,V0548,3,1.3333,2.25,0.1667,1,1.0,0.0,0.6014,0.49153731178849297,0.0,0.44999999999999996,0.25,0.3298180591259725,0.1484181266066876
V0463,V0528,3,1.7544,1.71,0.1765,1,1.0,0.0,0.7333,0.4157598733359857,0.0,0.44999999999999996,0.25,0.32967595566759494,0.1483541800504177
V0177,V0454,3,1.6383,1.8312,0.2,1,1.0,0.0,0.7,0.43400588084675074,0.0,0.44999999999999996,0.25,0.3294020582963627,0.1482309262333632
V0132,V0219,5,4.0,1.25,0.2381,1,1.0,-0.1446,0.8667,0.33818416734687673,0.0,0.44999999999999996,0.25,0.32920445857140684,0.14814200635713307
V0025,V0184,6,6.1333,0.9783,0.24,1,1.0,0.0375,0.8667,0.28451529880857973,0.0625,0.44999999999999996,0.25,0.3291703545830029,0.1481266595623513
V0002,V0007,3,1.7647,1.7,0.375,1,1.0,0.0,0.7333,0.4142181621848512,0.0,0.44999999999999996,0.25,0.3291363567646979,0.14811136054411403
V0020,V0529,3,1.9048,1.575,0.15,1,1.0,0.0,0.7667,0.39444989313977935,0.0,0.44999999999999996,0.25,0.3288974625989228,0.14800385816951522
V0145,V0335,5,3.4286,1.4583,0.3333,1,1.0,0.0,0.8,0.37510814769409,0.0,0.44999999999999996,0.25,0.3287878516929315,0.14795453326181918
V0230,V0335,5,3.4286,1.4583,0.3333,1,1.0,0.0,0.8,0.37510814769409,0.0,0.44999999999999996,0.25,0.3287878516929315,0.14795453326181918
V0016,V0195,4,2.75,1.4545,0.2353,1,1.0,0.0,0.8,0.37446300708040675,0.0,0.44999999999999996,0.25,0.32856205247814235,0.14785292361516406
V0073,V0368,3,1.7778,1.6875,0.15,1,1.0,0.0,0.7333,0.41228297360128685,0.0,0.44999999999999996,0.25,0.32845904076045035,0.14780656834220265
V0368,V0531,3,1.7778,1.6875,0.15,1,1.0,0.0,0.7333,0.41228297360128685,0.0,0.44999999999999996,0.25,0.32845904076045035,0.14780656834220265
V0020,V0329,3,1.7778,1.6875,0.1579,1,1.0,0.0,0.7333,0.41228297360128685,0.0,0.44999999999999996,0.25,0.32845904076045035,0.14780656834220265
V0144,V0465,4,2.3833,1.6783,0.2,1,1.0,0.0,0.7333,0.41085291591716816,0.0,0.44999999999999996,0.25,0.3279585205710088,0.14758133425695397
V0178,V0384,4,3.25,1.2308,0.1905,1,1.0,-0.1385,0.8667,0.33461022031912935,0.0,0.44999999999999996,0.25,0.32795357711169526,0.14757910970026286
V0132,V0468,4,2.5679,1.5577,0.16,1,1.0,0.0,0.7667,0.3916386290126219,0.0,0.44999999999999996,0.25,0.32791352015441766,0.14756108406948792
V0339,V0526,4,2.5714,1.5556,0.1739,1,1.0,0.0,0.7667,0.39129608385734865,0.0,0.44999999999999996,0.25,0.32779362935007206,0.14750713320753242
V0320,V0526,4,2.5714,1.5556,0.1739,1,1.0,0.0,0.7667,0.39129608385734865,0.0,0.44999999999999996,0.25,0.32779362935007206,0.14750713320753242
V0159,V0359,3,2.0952,1.4318,0.1875,1,1.0,0.0,0.8,0.37058821290520233,0.0,0.44999999999999996,0.25,0.3272058745168208,0.14724264353256936
V0041,V0119,4,4.7667,0.8392,0.2,1,1.0,-0.0253,1.0,0.25411063668170086,0.0,0.44999999999999996,0.25,0.3264387228385953,0.14689742527736788
V0426,V0483,3,1.4328,2.0938,0.1579,1,1.0,0.0,0.6199,0.4709964282561869,0.0,0.44999999999999996,0.25,0.3263287498896654,0.14684793745034944
V0254,V0327,3,2.1176,1.4167,0.3333,1,1.0,0.0,0.8,0.36799062211629613,0.0,0.44999999999999996,0.25,0.3262967177407037,0.14683352298331664
V0250,V0376,3,1.0,3.0,0.2308,1,1.0,0.0,0.4321,0.5781296526357756,0.0,0.44999999999999996,0.25,0.32626537842252146,0.14681942029013464
V0141,V0395,6,4.5873,1.308,0.2143,1,1.0,0.0,0.8333,0.3487981139684164,0.0,0.44999999999999996,0.25,0.32623933988894577,0.14680770295002557
V0359,V0387,4,2.8261,1.4154,0.2105,1,1.0,0.0,0.8,0.3677662301865217,0.0,0.44999999999999996,0.25,0.3262181805652826,0.14679818125437716
V0204,V0529,4,2.619,1.5273,0.1818,1,1.0,0.0,0.7667,0.3866522236081248,0.0,0.44999999999999996,0.25,0.32616827826284367,0.14677572521827964
V0091,V0488,3,1.697,1.7679,0.1579,1,1.0,0.0,0.7,0.42457605279277694,0.0,0.44999999999999996,0.25,0.3261016184774719,0.14674572831486232
V0132,V0322,3,1.5802,1.8984,0.1429,1,1.0,0.0,0.6643,0.4437887144907897,0.0,0.44999999999999996,0.25,0.32568605007177637,0.14655872253229935
V0159,V0191,4,2.2286,1.7949,0.1905,1,1.0,0.0,0.6906,0.42862436047602925,0.0,0.44999999999999996,0.25,0.3256385261666102,0.14653733677497457
V0251,V0359,3,1.9783,1.5165,0.1765,1,1.0,0.0,0.7667,0.3848662857395265,0.0,0.44999999999999996,0.25,0.3255432000088343,0.1464944400039754
V0218,V0438,3,2.1429,1.4,0.1875,1,1.0,0.0,0.8,0.36509882115586223,0.0,0.44999999999999996,0.25,0.3252845874045518,0.14637806433204828
V0445,V0526,3,1.7143,1.75,0.15,1,1.0,0.0,0.7,0.42187034736422424,0.0,0.44999999999999996,0.25,0.32515462157747843,0.14631957970986528
V0219,V0388,3,1.75,1.7143,0.2143,1,1.0,0.0,0.7087,0.41642106082884556,0.0,0.44999999999999996,0.25,0.3249873712900959,0.14624431708054314
V0039,V0091,3,1.7229,1.7413,0.1429,1,1.0,0.0,0.7,0.4205489171596916,0.0,0.44999999999999996,0.25,0.324692121005892,0.1461114544526514
V0278,V0504,3,1.8529,1.619,0.2308,1,1.0,0.0,0.7333,0.40151568604661586,0.0,0.44999999999999996,0.25,0.3246904901163155,0.14611072055234198
V0062,V0501,4,2.8936,1.3824,0.1905,1,1.0,0.0,0.8,0.36202931495607615,0.0,0.44999999999999996,0.25,0.3242102602346266,0.14589461710558196
V0062,V0241,3,2.1702,1.3824,0.15,1,1.0,0.0,0.8,0.36202931495607615,0.0,0.44999999999999996,0.25,0.3242102602346266,0.14589461710558196
V0050,V0513,3,1.4483,2.0714,0.1875,1,1.0,0.0,0.6145,0.46796601020857476,0.0,0.44999999999999996,0.25,0.32418810357300115,0.1458846466078505
V0035,V0152,3,1.7333,1.7308,0.1667,1,1.0,0.0,0.7,0.4189484911864458,0.0,0.44999999999999996,0.25,0.324131971915256,0.14585938736186518
