vendor_a,vendor_b,observed_shared_tenders,vendor_a_tenders,vendor_b_tenders,expected_shared_tenders,enrichment_ratio,p_value,surprise_score,dominant_category,category_share,dominant_region,region_share,context_concentration,contextual_adjustment,contextual_enrichment
V0443,V0464,4,11,33,0.145,27.548,7.790396392441718e-06,5.108,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.853,0.941,0.576,15.881
V0164,V0540,5,24,21,0.202,24.802,9.636117367087059e-07,6.016,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.5,0.8,0.64,15.873
V0267,V0411,3,17,17,0.116,25.952,0.00016758810086416504,3.776,BUILDING_CONSTRUCTION,1.0,KA-NORTH,0.667,0.867,0.61,15.831
V0067,V0094,3,17,17,0.116,25.952,0.00016758810086416504,3.776,ROAD_CONSTRUCTION,1.0,KA-NORTH,0.667,0.867,0.61,15.831
V0511,V0542,3,18,16,0.115,26.042,0.00016566624532926813,3.781,ROAD_CONSTRUCTION,1.0,KA-SOUTH,0.682,0.873,0.607,15.815
V0092,V0211,4,20,20,0.16,25.0,1.3314474399289712e-05,4.876,FURNITURE,1.0,KA-SOUTH,0.542,0.817,0.633,15.813
V0324,V0339,3,13,22,0.114,26.224,0.0001599156958187704,3.796,ROAD_CONSTRUCTION,1.0,KA-BENGALURU,0.706,0.882,0.603,15.812
V0094,V0386,4,17,22,0.15,26.738,9.944917920934688e-06,5.002,ROAD_CONSTRUCTION,1.0,KA-NORTH,0.781,0.912,0.589,15.759
V0148,V0491,3,21,15,0.126,23.81,0.00021800682463935864,3.662,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.381,0.752,0.661,15.749
V0090,V0350,3,21,15,0.126,23.81,0.00021800682463935864,3.662,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.391,0.757,0.66,15.704
V0096,V0164,4,17,24,0.163,24.51,1.4325817947299042e-05,4.844,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.5,0.8,0.64,15.686
V0234,V0471,3,21,14,0.118,25.51,0.0001753530185662247,3.756,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.64,0.856,0.615,15.684
V0213,V0501,4,19,21,0.16,25.063,1.3162058599808073e-05,4.881,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.586,0.834,0.624,15.651
V0104,V0505,3,16,18,0.115,26.042,0.00016566624532926813,3.781,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.72,0.888,0.6,15.636
V0152,V0315,4,25,17,0.17,23.529,1.6983261288096858e-05,4.77,IT_SERVICES,1.0,KA-CENTRAL,0.375,0.75,0.662,15.588
V0076,V0138,4,22,18,0.158,25.253,1.2712470660766847e-05,4.896,BUILDING_CONSTRUCTION,1.0,KA-SOUTH,0.633,0.853,0.616,15.556
V0334,V0459,4,20,21,0.168,23.81,1.636279038892247e-05,4.786,IT_SERVICES,1.0,KA-SOUTH,0.429,0.771,0.653,15.545
V0098,V0367,4,16,26,0.166,24.038,1.539292937145996e-05,4.813,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.467,0.787,0.646,15.529
V0206,V0468,3,12,26,0.125,24.038,0.00020661829195525204,3.685,BUILDING_CONSTRUCTION,1.0,KA-NORTH,0.471,0.788,0.645,15.512
V0200,V0471,4,30,14,0.168,23.81,1.5538827517394187e-05,4.809,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.444,0.778,0.65,15.476
V0234,V0265,3,21,15,0.126,23.81,0.00021800682463935864,3.662,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.45,0.78,0.649,15.453
V0503,V0549,3,13,23,0.12,25.084,0.0001833494489585161,3.737,IT_SERVICES,1.0,KA-BENGALURU,0.64,0.856,0.615,15.422
V0035,V0545,4,24,17,0.163,24.51,1.4325817947299042e-05,4.844,IT_SERVICES,1.0,KA-CENTRAL,0.56,0.824,0.629,15.422
V0087,V0181,3,22,14,0.123,24.351,0.0002023683333742698,3.694,IT_SERVICES,1.0,KA-SOUTH,0.55,0.82,0.631,15.365
V0232,V0243,4,22,20,0.176,22.727,1.989620547412203e-05,4.701,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.3,0.72,0.676,15.363
V0192,V0341,4,22,17,0.15,26.738,9.944917920934688e-06,5.002,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.87,0.948,0.573,15.334
V0030,V0494,5,18,29,0.209,23.946,1.1305274476507773e-06,5.947,IT_SERVICES,1.0,KA-NORTH,0.5,0.8,0.64,15.325
V0077,V0431,3,14,23,0.129,23.292,0.00023195326468766444,3.635,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.409,0.764,0.656,15.288
V0465,V0527,3,18,15,0.108,27.778,0.00013521312500048226,3.869,IT_SERVICES,1.0,KA-CENTRAL,1.0,1.0,0.55,15.278
V0329,V0406,6,27,20,0.216,27.778,3.075332135545646e-08,7.512,MEDICAL_SUPPLIES,1.0,KA-NORTH,1.0,1.0,0.55,15.278
V0202,V0491,3,18,15,0.108,27.778,0.00013521312500048226,3.869,MEDICAL_SUPPLIES,1.0,KA-NORTH,1.0,1.0,0.55,15.278
V0165,V0536,3,14,22,0.123,24.351,0.0002023683333742698,3.694,MEDICAL_SUPPLIES,1.0,KA-BENGALURU,0.579,0.832,0.626,15.239
V0049,V0354,3,17,17,0.116,25.952,0.00016758810086416504,3.776,MEDICAL_SUPPLIES,1.0,KA-BENGALURU,0.8,0.92,0.586,15.208
V0406,V0491,3,20,15,0.12,25.0,0.00018753982030140587,3.727,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.679,0.871,0.608,15.196
V0083,V0286,3,14,21,0.118,25.51,0.0001753530185662247,3.756,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.75,0.9,0.595,15.178
V0090,V0447,4,21,20,0.168,23.81,1.636279038892247e-05,4.786,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.515,0.806,0.637,15.173
V0008,V0085,3,17,16,0.109,27.574,0.000138596805037014,3.858,IT_SERVICES,1.0,KA-SOUTH,1.0,1.0,0.55,15.166
V0354,V0490,3,17,16,0.109,27.574,0.000138596805037014,3.858,MEDICAL_SUPPLIES,1.0,KA-BENGALURU,1.0,1.0,0.55,15.166
V0049,V0490,3,17,16,0.109,27.574,0.000138596805037014,3.858,MEDICAL_SUPPLIES,1.0,KA-BENGALURU,1.0,1.0,0.55,15.166
V0067,V0194,3,17,16,0.109,27.574,0.000138596805037014,3.858,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,1.0,1.0,0.55,15.166
V0282,V0375,3,16,17,0.109,27.574,0.000138596805037014,3.858,VEHICLE_SUPPLIES,1.0,KA-CENTRAL,1.0,1.0,0.55,15.166
V0141,V0343,4,28,16,0.179,22.321,2.0919145381979053e-05,4.679,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.281,0.712,0.679,15.164
V0194,V0376,4,16,27,0.173,23.148,1.800019948216298e-05,4.745,ROAD_CONSTRUCTION,1.0,KA-SOUTH,0.419,0.768,0.655,15.151
V0130,V0296,4,27,16,0.173,23.148,1.800019948216298e-05,4.745,ROAD_CONSTRUCTION,1.0,KA-NORTH,0.429,0.771,0.653,15.112
V0106,V0408,3,13,21,0.109,27.473,0.0001385259653486474,3.858,MEDICAL_SUPPLIES,1.0,KA-NORTH,1.0,1.0,0.55,15.11
V0214,V0334,4,20,20,0.16,25.0,1.3314474399289712e-05,4.876,IT_SERVICES,1.0,KA-NORTH,0.7,0.88,0.604,15.1
V0429,V0496,7,26,26,0.27,25.888,3.172149454333424e-09,8.499,WATER_INFRASTRUCTURE,1.0,KA-NORTH,0.816,0.927,0.583,15.094
V0456,V0549,4,18,23,0.166,24.155,1.531954978053737e-05,4.815,IT_SERVICES,1.0,KA-NORTH,0.586,0.834,0.624,15.084
V0191,V0339,5,22,22,0.194,25.826,7.765195595676075e-07,6.11,ROAD_CONSTRUCTION,1.0,KA-SOUTH,0.816,0.926,0.583,15.061
V0420,V0471,3,22,14,0.123,24.351,0.0002023683333742698,3.694,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.625,0.85,0.617,15.037
V0092,V0203,3,20,15,0.12,25.0,0.00018753982030140587,3.727,FURNITURE,1.0,KA-CENTRAL,0.714,0.886,0.601,15.036
V0456,V0521,3,18,17,0.122,24.51,0.00020025964495741275,3.698,IT_SERVICES,1.0,KA-NORTH,0.654,0.862,0.612,15.008
V0117,V0457,3,20,15,0.12,25.0,0.00018753982030140587,3.727,BUILDING_CONSTRUCTION,1.0,KA-CENTRAL,0.722,0.889,0.6,15.0
V0090,V0431,5,21,23,0.193,25.88,7.669718791370065e-07,6.115,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.837,0.935,0.579,14.992
V0251,V0401,3,19,16,0.122,24.671,0.00019595986099879765,3.708,WATER_INFRASTRUCTURE,1.0,KA-NORTH,0.68,0.872,0.608,14.99
V0351,V0499,4,17,25,0.17,23.529,1.6983261288096858e-05,4.77,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.519,0.807,0.637,14.98
V0498,V0538,4,19,22,0.167,23.923,1.6009448880402516e-05,4.796,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.577,0.831,0.626,14.979
V0141,V0147,3,28,11,0.123,24.351,0.00019566368405265,3.708,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.65,0.86,0.613,14.927
V0514,V0527,3,22,15,0.132,22.727,0.00025151787735026333,3.599,IT_SERVICES,1.0,TN-NORTH,0.421,0.768,0.654,14.868
V0146,V0233,3,19,16,0.122,24.671,0.00019595986099879765,3.708,IT_SERVICES,1.0,KA-NORTH,0.708,0.883,0.602,14.864
V0077,V0536,3,14,22,0.123,24.351,0.0002023683333742698,3.694,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.667,0.867,0.61,14.854
V0191,V0205,3,22,14,0.123,24.351,0.0002023683333742698,3.694,ROAD_CONSTRUCTION,1.0,KA-SOUTH,0.667,0.867,0.61,14.854
V0476,V0542,3,21,16,0.134,22.321,0.0002668662610651851,3.574,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.368,0.747,0.664,14.814
V0002,V0203,3,22,15,0.132,22.727,0.00025151787735026333,3.599,FURNITURE,1.0,KA-SOUTH,0.45,0.78,0.649,14.75
V0165,V0447,3,14,20,0.112,26.786,0.0001508016497545065,3.822,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,1.0,1.0,0.55,14.732
V0229,V0406,3,14,20,0.112,26.786,0.0001508016497545065,3.822,MEDICAL_SUPPLIES,1.0,KA-NORTH,1.0,1.0,0.55,14.732
V0378,V0471,3,24,14,0.134,22.321,0.0002642119134800423,3.578,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.391,0.757,0.66,14.722
V0361,V0362,3,13,26,0.135,22.189,0.0002667506751341578,3.574,BUILDING_CONSTRUCTION,1.0,KA-SOUTH,0.375,0.75,0.662,14.7
V0231,V0465,5,26,18,0.187,26.709,6.344826581672291e-07,6.198,IT_SERVICES,1.0,KA-CENTRAL,1.0,1.0,0.55,14.69
V0471,V0475,3,14,24,0.134,22.321,0.0002642119134800423,3.578,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.409,0.764,0.656,14.651
V0372,V0386,3,14,22,0.123,24.351,0.0002023683333742698,3.694,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.714,0.886,0.601,14.645
V0005,V0492,4,31,14,0.174,23.041,1.7783398570784997e-05,4.75,VEHICLE_SUPPLIES,1.0,KA-NORTH,0.528,0.811,0.635,14.631
V0193,V0342,3,8,39,0.125,24.038,0.00018635921622159603,3.73,ROAD_CONSTRUCTION,1.0,KA-NORTH,0.68,0.872,0.608,14.605
V0246,V0429,3,13,26,0.135,22.189,0.0002667506751341578,3.574,WATER_INFRASTRUCTURE,1.0,TN-NORTH,0.4,0.76,0.658,14.6
V0409,V0420,4,18,22,0.158,25.253,1.2712470660766847e-05,4.896,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.844,0.938,0.578,14.599
V0096,V0243,3,17,20,0.136,22.059,0.00027742525590353776,3.557,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.381,0.752,0.661,14.59
V0141,V0420,6,28,22,0.246,24.351,7.384852870931056e-08,7.132,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.727,0.891,0.599,14.588
V0357,V0389,3,17,19,0.129,23.22,0.00023680780860564087,3.626,ROAD_CONSTRUCTION,1.0,KA-NORTH,0.567,0.827,0.628,14.582
V0106,V0499,3,13,25,0.13,23.077,0.0002366844835447049,3.626,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.55,0.82,0.631,14.562
V0202,V0286,4,18,21,0.151,26.455,1.04481093281769e-05,4.981,MEDICAL_SUPPLIES,1.0,KA-NORTH,1.0,1.0,0.55,14.55
V0134,V0494,4,15,29,0.174,22.989,1.8275798985810656e-05,4.738,IT_SERVICES,1.0,KA-NORTH,0.541,0.816,0.633,14.545
V0149,V0329,3,12,27,0.13,23.148,0.00023181523505500906,3.635,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.571,0.829,0.627,14.517
V0240,V0540,4,21,21,0.176,22.676,2.010254484650726e-05,4.697,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.5,0.8,0.64,14.513
V0152,V0539,4,25,18,0.18,22.222,2.1688561260080786e-05,4.664,IT_SERVICES,1.0,KA-CENTRAL,0.433,0.773,0.652,14.489
V0505,V0528,4,18,25,0.18,22.222,2.1688561260080786e-05,4.664,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.433,0.773,0.652,14.489
V0136,V0229,3,24,14,0.134,22.321,0.0002642119134800423,3.578,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.45,0.78,0.649,14.486
V0090,V0528,5,21,25,0.21,23.81,1.198054733296613e-06,5.922,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.676,0.87,0.608,14.485
V0203,V0388,3,15,19,0.114,26.316,0.00015998619239123135,3.796,FURNITURE,1.0,KA-CENTRAL,1.0,1.0,0.55,14.474
V0012,V0452,4,19,20,0.152,26.316,1.0706580687379866e-05,4.97,MEDICAL_SUPPLIES,1.0,KA-SOUTH,1.0,1.0,0.55,14.474
V0243,V0538,4,20,22,0.176,22.727,1.989620547412203e-05,4.701,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.526,0.811,0.635,14.438
V0191,V0435,3,22,13,0.114,26.224,0.0001599156958187704,3.796,ROAD_CONSTRUCTION,1.0,KA-SOUTH,1.0,1.0,0.55,14.423
V0378,V0543,3,24,14,0.134,22.321,0.0002642119134800423,3.578,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.471,0.788,0.645,14.404
V0071,V0072,22,47,58,1.09,20.176,1.273086166225711e-25,24.895,ROAD_CONSTRUCTION,0.888,KA-NORTH,0.264,0.639,0.713,14.378
V0474,V0523,3,10,34,0.136,22.059,0.00025859067399750625,3.587,BUILDING_CONSTRUCTION,1.0,KA-CENTRAL,0.438,0.775,0.651,14.366
V0005,V0222,3,31,11,0.136,21.994,0.0002665315914101109,3.574,VEHICLE_SUPPLIES,1.0,TN-NORTH,0.429,0.771,0.653,14.359
V0221,V0380,4,15,28,0.168,23.81,1.5810990057300916e-05,4.801,VEHICLE_SUPPLIES,1.0,KA-CENTRAL,0.71,0.884,0.602,14.34
V0217,V0375,3,19,17,0.129,23.22,0.00023680780860564087,3.626,VEHICLE_SUPPLIES,1.0,TN-NORTH,0.625,0.85,0.617,14.338
V0456,V0482,3,18,16,0.115,26.042,0.00016566624532926813,3.781,IT_SERVICES,1.0,KA-NORTH,1.0,1.0,0.55,14.323
V0408,V0491,3,21,15,0.126,23.81,0.00021800682463935864,3.662,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.72,0.888,0.6,14.296
V0475,V0505,4,24,18,0.173,23.148,1.830074528025236e-05,4.738,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.625,0.85,0.617,14.294
V0354,V0486,3,17,17,0.116,25.952,0.00016758810086416504,3.776,MEDICAL_SUPPLIES,1.0,KA-BENGALURU,1.0,1.0,0.55,14.274
V0058,V0439,3,17,19,0.129,23.22,0.00023680780860564087,3.626,MEDICAL_SUPPLIES,1.0,KA-BENGALURU,0.643,0.857,0.614,14.264
V0147,V0200,3,11,30,0.132,22.727,0.00024132054953799538,3.617,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.571,0.829,0.627,14.253
V0177,V0485,5,13,42,0.218,22.894,1.2228042158619292e-06,5.913,ELECTRICAL_EQUIPMENT,1.0,KA-SOUTH,0.605,0.842,0.621,14.221
V0431,V0529,5,23,24,0.221,22.645,1.5732112300542657e-06,5.803,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.571,0.829,0.627,14.202
V0353,V0376,5,19,27,0.205,24.366,1.044430495012284e-06,5.981,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.821,0.928,0.582,14.189
V0420,V0490,3,22,16,0.141,21.307,0.0003077952843049763,3.512,MEDICAL_SUPPLIES,1.0,KA-BENGALURU,0.375,0.75,0.662,14.116
V0074,V0089,4,28,16,0.179,22.321,2.0919145381979053e-05,4.679,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.545,0.818,0.632,14.103
V0067,V0353,3,17,19,0.129,23.22,0.00023680780860564087,3.626,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.682,0.873,0.607,14.101
V0057,V0476,3,15,21,0.126,23.81,0.00021800682463935864,3.662,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.769,0.908,0.592,14.085
V0234,V0486,3,21,17,0.143,21.008,0.00032230098396653675,3.492,MEDICAL_SUPPLIES,1.0,KA-BENGALURU,0.333,0.733,0.67,14.075
V0310,V0474,3,35,10,0.14,21.429,0.0002822355929346756,3.549,BUILDING_CONSTRUCTION,1.0,KA-CENTRAL,0.409,0.764,0.656,14.065
V0393,V0476,3,15,21,0.126,23.81,0.00021800682463935864,3.662,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.778,0.911,0.59,14.048
V0056,V0365,3,17,21,0.143,21.008,0.00032230098396653675,3.492,ELECTRICAL_EQUIPMENT,1.0,KA-CENTRAL,0.348,0.739,0.667,14.021
V0206,V0270,3,12,27,0.13,23.148,0.00023181523505500906,3.635,BUILDING_CONSTRUCTION,1.0,KA-SOUTH,0.692,0.877,0.605,14.013
V0141,V0168,3,28,12,0.134,22.321,0.0002589288983067784,3.587,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.579,0.832,0.626,13.968
V0211,V0278,4,20,22,0.176,22.727,1.989620547412203e-05,4.701,FURNITURE,1.0,KA-SOUTH,0.645,0.858,0.614,13.951
V0189,V0453,3,10,32,0.128,23.438,0.00021524880396202168,3.667,VEHICLE_SUPPLIES,1.0,KA-SOUTH,0.75,0.9,0.595,13.946
V0134,V0266,3,15,24,0.144,20.833,0.00032818421378029287,3.484,IT_SERVICES,1.0,KA-NORTH,0.346,0.738,0.668,13.91
V0482,V0494,4,16,29,0.186,21.552,2.4172494792647845e-05,4.617,IT_SERVICES,1.0,KA-NORTH,0.481,0.793,0.643,13.865
V0057,V0299,3,15,22,0.132,22.727,0.00025151787735026333,3.599,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.667,0.867,0.61,13.863
V0096,V0329,4,17,27,0.184,21.786,2.336515913303266e-05,4.631,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.522,0.809,0.636,13.858
V0030,V0456,3,18,18,0.13,23.148,0.00023922865220129608,3.621,IT_SERVICES,1.0,KA-NORTH,0.733,0.893,0.598,13.843
V0176,V0541,3,17,20,0.136,22.059,0.00027742525590353776,3.557,BUILDING_CONSTRUCTION,1.0,KA-NORTH,0.571,0.829,0.627,13.834
V0135,V0154,5,24,24,0.23,21.701,1.9745674161100915e-06,5.705,BUILDING_CONSTRUCTION,1.0,KA-NORTH,0.514,0.806,0.637,13.833
V0083,V0136,3,14,24,0.134,22.321,0.0002642119134800423,3.578,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.615,0.846,0.619,13.822
V0141,V0408,5,28,21,0.235,21.259,2.1806857605279312e-06,5.661,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.444,0.778,0.65,13.818
V0107,V0267,3,19,17,0.129,23.22,0.00023680780860564087,3.626,BUILDING_CONSTRUCTION,1.0,KA-NORTH,0.75,0.9,0.595,13.816
V0192,V0540,4,22,21,0.185,21.645,2.443567166659711e-05,4.612,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.522,0.809,0.636,13.768
V0086,V0134,3,20,15,0.12,25.0,0.00018753982030140587,3.727,IT_SERVICES,1.0,KA-NORTH,1.0,1.0,0.55,13.75
V0046,V0117,4,20,20,0.16,25.0,1.3314474399289712e-05,4.876,BUILDING_CONSTRUCTION,1.0,KA-NORTH,1.0,1.0,0.55,13.75
V0033,V0168,3,25,12,0.12,25.0,0.00018327465498394334,3.737,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,1.0,1.0,0.55,13.75
V0117,V0284,4,20,20,0.16,25.0,1.3314474399289712e-05,4.876,BUILDING_CONSTRUCTION,1.0,KA-NORTH,1.0,1.0,0.55,13.75
V0234,V0341,3,21,17,0.143,21.008,0.00032230098396653675,3.492,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.429,0.771,0.653,13.715
V0027,V0177,4,32,13,0.166,24.038,1.4601261166026488e-05,4.836,ELECTRICAL_EQUIPMENT,1.0,KA-SOUTH,0.889,0.956,0.57,13.702
V0104,V0240,3,16,21,0.134,22.321,0.0002668662610651851,3.574,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.654,0.862,0.612,13.667
V0112,V0337,3,15,24,0.144,20.833,0.00032818421378029287,3.484,VEHICLE_SUPPLIES,1.0,KA-NORTH,0.412,0.765,0.656,13.664
V0141,V0395,7,28,26,0.291,24.038,5.6336010208647785e-09,8.249,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.898,0.959,0.568,13.661
V0058,V0286,3,17,21,0.143,21.008,0.00032230098396653675,3.492,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.444,0.778,0.65,13.655
V0090,V0538,4,21,22,0.185,21.645,2.443567166659711e-05,4.612,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.552,0.821,0.631,13.651
V0083,V0395,3,14,26,0.146,20.604,0.000337158998341626,3.472,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.375,0.75,0.662,13.65
V0001,V0091,37,62,74,1.835,20.161,6.04056117329242e-45,44.219,CIVIL_MAINTENANCE,0.983,KA-NORTH,0.328,0.721,0.676,13.62
V0520,V0526,3,12,28,0.134,22.321,0.0002589288983067784,3.587,ROAD_CONSTRUCTION,1.0,KA-SOUTH,0.667,0.867,0.61,13.616
V0329,V0491,4,27,15,0.162,24.691,1.3600431170351628e-05,4.866,MEDICAL_SUPPLIES,1.0,KA-NORTH,1.0,1.0,0.55,13.58
V0192,V0265,3,22,15,0.132,22.727,0.00025151787735026333,3.599,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.737,0.895,0.597,13.576
V0296,V0389,3,16,19,0.122,24.671,0.00019595986099879765,3.708,ROAD_CONSTRUCTION,1.0,KA-NORTH,1.0,1.0,0.55,13.569
V0136,V0331,4,24,18,0.173,23.148,1.830074528025236e-05,4.738,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.8,0.92,0.586,13.565
V0185,V0418,3,19,18,0.137,21.93,0.00028280383692309006,3.549,WATER_INFRASTRUCTURE,1.0,KA-NORTH,0.625,0.85,0.617,13.542
V0202,V0463,3,18,19,0.137,21.93,0.00028280383692309006,3.549,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.625,0.85,0.617,13.542
V0169,V0492,4,35,14,0.196,20.408,2.9213141238158298e-05,4.534,VEHICLE_SUPPLIES,1.0,KA-SOUTH,0.37,0.748,0.663,13.537
V0074,V0511,4,28,18,0.202,19.841,3.463269152113765e-05,4.461,ROAD_CONSTRUCTION,1.0,AP-SOUTH,0.278,0.711,0.68,13.492
V0232,V0431,4,22,23,0.202,19.763,3.573677523311982e-05,4.447,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.265,0.706,0.682,13.485
V0098,V0179,4,16,29,0.186,21.552,2.4172494792647845e-05,4.617,ELECTRICAL_EQUIPMENT,1.0,KA-BENGALURU,0.581,0.832,0.625,13.48
V0014,V0235,4,46,11,0.202,19.763,3.0165891100900693e-05,4.52,BUILDING_CONSTRUCTION,1.0,KA-BENGALURU,0.273,0.709,0.681,13.457
V0049,V0406,3,17,20,0.136,22.059,0.00027742525590353776,3.557,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.667,0.867,0.61,13.456
V0232,V0420,4,22,22,0.194,20.661,2.969326102371478e-05,4.527,MEDICAL_SUPPLIES,1.0,KA-BENGALURU,0.44,0.776,0.651,13.446
V0221,V0337,3,15,24,0.144,20.833,0.00032818421378029287,3.484,VEHICLE_SUPPLIES,1.0,KA-BENGALURU,0.474,0.789,0.645,13.432
V0017,V0159,3,9,40,0.144,20.833,0.0002984005745148712,3.525,ROAD_CONSTRUCTION,1.0,AP-SOUTH,0.474,0.789,0.645,13.432
V0152,V0549,5,25,23,0.23,21.739,1.9546536004974264e-06,5.709,IT_SERVICES,1.0,KA-CENTRAL,0.625,0.85,0.617,13.424
V0081,V0300,3,25,14,0.14,21.429,0.0002992468243068354,3.524,ROAD_CONSTRUCTION,1.0,KA-NORTH,0.581,0.832,0.625,13.403
V0351,V0406,3,17,20,0.136,22.059,0.00027742525590353776,3.557,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.68,0.872,0.608,13.403
V0306,V0412,3,17,20,0.136,22.059,0.00027742525590353776,3.557,BUILDING_CONSTRUCTION,1.0,KA-SOUTH,0.682,0.873,0.607,13.396
V0035,V0479,3,24,14,0.134,22.321,0.0002642119134800423,3.578,IT_SERVICES,1.0,KA-CENTRAL,0.722,0.889,0.6,13.393
V0420,V0536,4,22,22,0.194,20.661,2.969326102371478e-05,4.527,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.455,0.782,0.648,13.392
V0164,V0395,5,24,26,0.25,20.032,3.0170973301468596e-06,5.52,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.342,0.737,0.668,13.39
V0088,V0544,5,38,16,0.243,20.559,2.394432718762375e-06,5.621,WATER_INFRASTRUCTURE,1.0,KA-SOUTH,0.439,0.776,0.651,13.383
V0350,V0528,3,15,25,0.15,20.0,0.00037159029799047896,3.43,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.346,0.738,0.668,13.354
V0373,V0375,3,22,17,0.15,20.053,0.0003716203628158424,3.43,VEHICLE_SUPPLIES,1.0,KA-BENGALURU,0.36,0.744,0.665,13.339
V0341,V0420,3,17,22,0.15,20.053,0.0003716203628158424,3.43,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.368,0.747,0.664,13.309
V0236,V0402,3,12,29,0.139,21.552,0.000288021919723492,3.541,VEHICLE_SUPPLIES,1.0,KA-BENGALURU,0.625,0.85,0.617,13.308
V0142,V0236,3,29,12,0.139,21.552,0.000288021919723492,3.541,VEHICLE_SUPPLIES,1.0,KA-BENGALURU,0.625,0.85,0.617,13.308
V0093,V0374,4,34,15,0.204,19.608,3.505743518119806e-05,4.455,BUILDING_CONSTRUCTION,1.0,KA-SOUTH,0.29,0.716,0.678,13.289
V0204,V0529,5,23,24,0.221,22.645,1.5732112300542657e-06,5.803,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.795,0.918,0.587,13.288
V0087,V0545,3,22,17,0.15,20.053,0.0003716203628158424,3.43,IT_SERVICES,1.0,KA-BENGALURU,0.375,0.75,0.662,13.285
